Manuscript number 	Plate number- IAA inventory 	Fragment number (on IAA plate)	DJD- publication number
4Q9999	-93	11	DJD33 pl.VIII:12
4Q9999	-93	12	DJD33 pl.VIII:20
4Q9999	-93	13	DJD33 pl.VIII:18
4Q9999	-93	14	DJD33 pl.VIII:17
4Q9999	-93	15	DJD33 pl.VIII:11
4Q9999	-93	16	DJD33 pl.VIII:13
4Q9999	-93	17	DJD33 pl.VIII:16
4Q9999	-93	18	DJD33 pl.VIII:15
4Q9999	-93	19	DJD33 pl.VIII:30
4Q9999	-93	20	DJD33 pl.VIII:28
4Q9999	-93	21	DJD33 pl.VIII:21
4Q9999	-93	22	DJD33 pl.VIII:27
4Q9999	-93	23	DJD33 pl.VIII:29
4Q9999	-93	24	DJD33 pl.VIII:26
4Q9999	-93	25	DJD33 pl.VIII:24
4Q9999	-93	26	DJD33 pl.VIII:25
4Q9999	-93	27	DJD33 pl.VIII:23
4Q9999	-93	28	DJD33 pl.VIII:22
4Q9999	-93	29	DJD33 pl.VIII:35
4Q9999	-93	30	DJD33 pl.VIII:42
4Q9999	-93	31	DJD33 pl.VIII:37
4Q9999	-93	32	DJD33 pl.VIII:34
4Q9999	-93	33	DJD33 pl.VIII:40
4Q9999	-93	34	DJD33 pl.VIII:36
4Q9999	-93	35	DJD33 pl.VIII:41
4Q9999	-93	36	DJD33 pl.VIII:38+39
4Q9999	-93	37	DJD33 pl.VIII:33
4Q9999	-93	38	31
4Q9999	-93	39	DJD33 pl.VIII:53
4Q9999	-93	40	DJD33 pl.VIII:52
4Q9999	-93	41	DJD33 pl.VIII:47
4Q9999	-93	42	DJD33 pl.VIII:51
4Q9999	-93	43	DJD33 pl.VIII:45
4Q9999	-93	44	DJD33 pl.VIII:50
4Q9999	-93	45	DJD33 pl.VIII:48
4Q9999	-93	46	DJD33 pl.VIII:49
4Q9999	-93	47	DJD33 pl.VIII:43
4Q9999	-93	48	DJD33 pl.VIII:46
4Q9999	-93	49	DJD33 pl.VIII:44
4Q9999	-93	50	DJD33 pl.VIII:64
4Q9999	-93	51	DJD33 pl.VIII:63
4Q9999	-93	52	DJD33 pl.VIII:66
4Q9999	-93	53	DJD33 pl.VIII:62
4Q9999	-93	54	DJD33 pl.VIII: 65
4Q9999	-93	55	DJD33 pl.VIII:61
4Q9999	-93	56	DJD33 pl.VIII:56
4Q9999	-93	57	DJD33 pl.VIII:60
4Q9999	-93	58	DJD33 pl.VIII:57
4Q9999	-93	59	DJD33 pl.VIII:58
4Q9999	-93	60	DJD33 pl.VIII:55
4Q9999	-93	61	DJD33 pl.VIII:78
4Q9999	-93	62	DJD33 pl.VIII:74
4Q9999	-93	63	DJD33 pl.VIII:73
4Q9999	-93	64	DJD33 pl.VIII:77
4Q9999	-93	65	DJD33 pl.VIII:75
4Q9999	-93	66	DJD33 pl.VIII:71
4Q9999	-93	67	DJD33 pl.VIII:72
4Q9999	-93	68	DJD33 pl.VIII:69
4Q9999	-93	69	DJD33 pl.VIII:67
4Q9999	-93	70	DJD33 pl.VIII:68
4Q9999	-93	71	DJD33 pl.VIII:70
4Q9999	-93	72	DJD33 pl.VIII:86
4Q9999	-93	73	DJD33 pl.VIII:83
4Q9999	-93	74	DJD33 pl.VIII:84
4Q9999	-93	75	DJD33 pl.VIII:85
4Q9999	-93	76	DJD33 pl.VIII:89
4Q9999	-93	77	DJD33 pl.VIII:80
4Q9999	-93	78	DJD33 pl.VIII:90
4Q9999	-93	79	DJD33 pl.VIII:81
4Q9999	-93	80	DJD33 pl.VIII:79
4Q9999	-93	81	DJD33 pl.VIII:96
4Q9999	-93	82	DJD33 pl.VIII:98
4Q9999	-93	83	DJD33 pl.VIII:97
4Q9999	-93	84	DJD33 pl.VIII:95
4Q9999	-93	85	DJD33 pl.VIII:92
4Q9999	-93	86	DJD33 pl.VIII:93
4Q9999	-93	87	DJD33 pl.VIII:94
4Q22	-1161	48	
4Q22	-1161	49	
4Q22	-1161	50	
4Q22	-1161	51	
4Q22	-1161	52	
4Q22	-1161	53	
4Q22	-1161	54	
4Q22	-1161	55	
4Q22	-1161	56	
4Q22	-1161	57	
4Q22	-1161	58	
4Q22	-1161	59	
4Q22	-1161	60	
4Q22	-1161	61	
4Q22	-1161	62	
4Q22	-1161	63	
4Q22	-1161	64	
4Q22	-1161	65	
4Q22	-1161	66	
4Q22	-1161	67	
4Q22	-1161	68	
4Q22	-1161	69	
4Q22	-1161	70	
4Q22	-1161	71	
4Q22	-1161	72	
4Q22	-1161	73	
4Q22	-1161	74	
4Q22	-1161	75	
4Q22	-1161	76	
4Q22	-1161	77	
4Q22	-1162	1	
4Q22	-1162	2	
4Q22	-1162	3	
4Q22	-1162	4	
4Q22	-1162	5	
4Q22	-1162	6	
4Q22	-1162	7	
4Q22	-1162	8	
4Q22	-1162	9	
4Q22	-1162	10	
4Q22	-1162	11	
4Q22	-1162	12	
4Q22	-1162	13	
4Q22	-1162	14	
4Q22	-1162	15	
4Q22	-1162	16	
4Q22	-1162	17	
4Q22	-1162	18	
4Q22	-1162	19	
4Q22	-1162	20	
4Q22	-1162	21	
4Q22	-1162	22	
4Q22	-1162	23	
4Q22	-1162	24	
4Q22	-1162	25	
4Q22	-1162	26	
4Q22	-1162	27	
4Q22	-1162	28	
4Q22	-1162	29	
4Q22	-1162	30	
4Q22	-1162	31	
4Q22	-1162	32	
4Q22	-1162	33	
4Q22	-1162	34	
4Q22	-1162	35	
4Q22	-1162	36	
4Q22	-1162	37	
4Q22	-1162	38	
4Q22	-1162	39	
4Q22	-1162	40	
4Q22	-1162	41	
4Q22	-1162	42	
4Q22	-1162	43	
4Q22	-1162	44	
4Q22	-1162	45	
4Q22	-1162	46	
4Q22	-1162	47	
4Q22	-1162	48	
4Q22	-1162	49	
4Q22	-1162	50	
4Q22	-1162	51	
4Q22	-1162	52	
4Q22	-1162	53	
4Q22	-1162	54	
4Q22	-1162	55	
4Q22	-1162	56	
4Q22	-1162	57	
4Q22	-1162	58	
4Q22	-1162	59	
4Q22	-1162	60	
4Q22	-1162	61	
4Q22	-1162	62	
4Q22	-1162	63	
4Q22	-1162	64	
4Q22	-1162	65	
4Q22	-1162	66	
4Q22	-1162	67	
4Q22	-1162	68	
4Q22	-1162	69	
4Q22	-1162	70	
4Q22	-1162	71	
4Q22	-1162	72	
4Q22	-1162	73	
4Q22	-1162	74	
4Q22	-1162	75	
4Q22	-1162	76	
4Q22	-1162	77	
4Q22	-1162	78	
4Q22	-1162	79	
4Q22	-1162	80	
4Q22	-1162	81	
4Q22	-1162	82	
4Q22	-1162	83	
4Q22	-1162	84	
4Q22	-1162	85	
4Q22	-1162	86	
4Q22	-1162	87	
4Q22	-1162	88	
4Q22	-1162	89	
4Q22	-1162	90	
4Q22	-1162	91	
4Q22	-1162	92	
4Q22	-1162	93	
4Q22	-1162	94	
4Q22	-1162	95	
4Q22	-1162	96	
4Q22	-1162	97	
4Q22	-1162	98	
4Q22	-1162	99	
4Q22	-1162	100	
4Q22	-1162	101	
4Q22	-1162	102	
4Q22	-1162	103	
4Q22	-1162	104	
4Q22	-1162	105	
4Q22	-1162	106	
4Q22	-1162	107	
4Q22	-1162	108	
4Q22	-1162	109	
4Q22	-1162	110	
4Q22	-1162	111	
4Q22	-1162	112	
4Q22	-1162	113	
4Q22	-1162	114	
4Q22	-1162	115	
4Q22	-1162	116	
4Q22	-1162	117	
4Q22	-1162	118	
4Q22	-1162	119	
4Q22	-1162	120	
4Q22	-1162	121	
4Q22	-1162	123	
4Q22	-1162	124	
4Q22	-1162	125	
4Q22	-1162	126	
4Q22	-1162	127	
4Q22	-1162	128	
4Q22	-1162	129	
4Q22	-1162	130	
4Q22	-1162	131	
4Q22	-1162	132	
4Q22	-1162	133	
4Q22	-1162	134	
4Q22	-1162	135	
4Q22	-1162	136	
4Q22	-1162	137	
4Q22	-1162	138	
4Q22	-1162	139	
4Q22	-1162	140	
4Q22	-1162	141	
4Q22	-1162	142	
4Q22	-1162	143	
4Q22	-1162	144	
4Q22	-1162	145	
4Q22	-1162	146	
4Q22	-1162	147	
4Q22	-1162	148	
4Q22	-1162	149	
4Q22	-1162	150	
4Q22	-1162	151	
4Q22	-1162	152	
4Q22	-1162	153	
4Q22	-1162	154	
4Q262	-105	1	DJD26 pl.XX:1
4Q262	-105	2	DJD26 pl.XX:A
4Q262	-105	3	DJD26 pl.XX:B
4Q267	-107	5	DJD18 pl.XIX:5
4Q267	-107	1	DJD18 pl.XIX:7
4Q267	-107	3	DJD18 pl.XIX:7
4Q267	-107	4	DJD18 pl.XVII:4
4Q267	-107	2	DJD18 pl.XIX:6
4Q267	-107	6	DJD18 pl.XXI:18
4Q267	-107	7	DJD18 pl.XIX:7
4Q267	-107	8	DJD18 pl.XX:9iv
4Q267	-107	10	DJD18 pl.XX:9
4Q267	-107	9	DJD18 pl.XX:9iv
4Q267	-107	11	DJD18 pl.XX:9v
4Q267	-107	12	DJD18 pl.XX:9v
4Q267	-107	19	DJD18 pl.XXI:9vi
4Q267	-107	21	DJD18 pl.XXI:13
4Q267	-107	22	DJD18 pl.XXI:14
4Q267	-107	20	DJD18 pl.XXI:15
4Q267	-107	18	DJD18 pl.XXI:10
4Q267	-107	17	DJD18 pl.XX:9ii
4Q267	-107	15	DJD18 pl.XX:9ii
4Q267	-107	16	DJD18 pl.XXI:16
4Q267	-107	25	DJD18 pl.XX:9iii
4Q267	-107	23	DJD18 pl.XXI:12
4Q267	-107	26	DJD18 pl.XX:9iii
4Q267	-107	24	DJD18 pl.XX:9iii
4Q273	-108	1	DJD18 pl.XLI:1
4Q273	-108	2	DJD18 pl.XLI:2
4Q273	-108	3	DJD18 pl.XLI:3
4Q273	-108	4	DJD18 pl.XLI:4
4Q273	-108	5	DJD18 pl.XLI:4
4Q273	-108	6	DJD18 pl.XLI:4
4Q273	-108	7	DJD18 pl.XLI:4
4Q273	-108	8	DJD18 pl.XLII:6
4Q273	-108	9	DJD18 pl.XLII:5
4Q273	-108	10	DJD18 pl.XLII:9
4Q273	-108	11	DJD18 pl.XLII:7
4Q273	-108	12	DJD18 pl.XLII:8
4Q258	-140	3	DJD26 pl.XI:3a
4Q541	-147	3	DJD31 pl.XIII:8
4Q541	-147	1	DJD31 pl.XIII:7
4Q541	-147	2	DJD31 pl.XIII:1
4Q541	-147	6	DJD31 pl.XIV:10
4Q541	-147	7	DJD31 pl.XIV:11
4Q541	-147	5	DJD31 pl.XIV:12
4Q541	-147	8	DJD31 pl.XIV:13
4Q541	-147	4	DJD31 pl.XIV:14
4Q541	-147	13	DJD31 pl.XIV:15
4Q541	-147	12	DJD31 pl.XIV:16
4Q541	-147	11	DJD31 pl.XIV:17
4Q541	-147	9	DJD31 pl.XIV:18
4Q541	-147	10	DJD31 pl.XIV:19
4Q541	-147	18	DJD31 pl.XIV:20
4Q541	-147	16	DJD31 pl.XIV:24
4Q541	-147	17	DJD31 pl.XIV:21
4Q541	-147	15	DJD31 pl.XIV:22
4Q541	-147	19	DJD31 pl.XIV:24
4Q22	-1162	155	
4Q22	-1162	156	
4Q22	-1162	157	
4Q22	-1162	158	
4Q22	-1162	159	
4Q22	-1162	160	
4Q22	-1162	161	
4Q22	-1162	162	
4Q22	-1162	163	
4Q22	-1162	164	
4Q22	-1162	165	
4Q22	-1162	166	
4Q22	-1162	167	
4Q22	-1162	168	
4Q22	-1162	169	
4Q22	-1162	170	
4Q22	-1162	171	
4Q22	-1162	172	
4Q22	-1162	173	
4Q22	-1162	174	
4Q22	-1162	175	
4Q22	-1162	176	
4Q22	-1162	177	
4Q22	-1162	178	
4Q22	-1162	179	
4Q22	-1162	180	
4Q22	-1162	181	
4Q22	-1162	182	
4Q22	-1162	183	
4Q22	-1162	184	
4Q22	-1162	185	
4Q22	-1162	186	
4Q22	-1162	187	
4Q22	-1162	188	
4Q22	-1162	189	
4Q22	-1162	190	
4Q22	-1162	191	
4Q22	-1162	192	
4Q22	-1162	193	
4Q22	-1162	194	
4Q22	-1162	195	
4Q22	-1162	196	
4Q22	-1162	197	
4Q22	-1162	198	
4Q22	-1162	199	
4Q22	-1162	200	
4Q22	-1162	201	
4Q22	-1162	202	
4Q22	-1162	203	
4Q22	-1162	204	
4Q22	-1162	205	
4Q22	-1162	206	
4Q22	-1162	207	
4Q22	-1162	208	
4Q22	-1162	209	
4Q22	-1162	210	
4Q22	-1162	211	
4Q22	-1162	212	
4Q22	-1162	213	
4Q22	-1162	214	
4Q22	-1162	215	
4Q22	-1162	216	
4Q22	-1162	217	
4Q22	-1162	218	
4Q22	-1162	219	
4Q22	-1162	220	
4Q22	-1162	221	
4Q22	-1162	222	
4Q22	-1162	223	
4Q22	-1162	224	
4Q22	-1162	225	
4Q22	-1162	226	
4Q22	-1162	227	
4Q22	-1162	228	
4Q22	-1162	229	
4Q22	-1162	230	
4Q22	-1162	231	
4Q22	-1162	232	
4Q22	-1162	233	
4Q230	-114	3	Not published
4Q230	-114	5	Not published
4Q230	-114	4	Not published
4Q230	-114	2	Not published
4Q230	-114	1	Not published
4Q230	-114	9	Not published
4Q230	-114	7	Not published
4Q230	-114	6	Not published
4Q230	-114	8	Not published
4Q230	-114	13	Not published
4Q230	-114	10	Not published
4Q230	-114	12	Not published
4Q230	-114	11	Not published
4Q230	-114	14	Not published
4Q427	-115	2	DJD29 pl.IV:1
4Q427	-115	1	DJD29 pl.IV:3a
4Q427	-115	3	DJD29 pl.VI:8
4Q427	-115	4	DJD29 pl.VI:9
4Q427	-115	5	DJD29 pl.VI:10
4Q427	-115	6	DJD29 pl.VI:11
4Q116	-153	1	DJD16 pl.XXXVIII:2
4Q116	-153	2	DJD16 pl.XXXVIII:1+4
4Q116	-153	3	DJD16 pl.XXXVIII:3
4Q116	-153	4	DJD16 pl.XXXVIII:6
4Q116	-153	5	DJD16 pl.XXXVIII:7
4Q78	-161	1	DJD15 pl.XLV:28
4Q78	-161	2	DJD15 pl.XLV:21
4Q78	-161	3	DJD15 pl.XLV:29
4Q78	-161	4	DJD15 pl.XLV:22
4Q78	-161	5	DJD15 pl.XLVI:31
4Q78	-161	6	DJD15 pl.XLV:24
4Q78	-161	7	DJD15 pl.XLVI:23
4Q78	-161	8	DJD15 pl.XLVI:30
4Q78	-161	9	DJD15 pl.XLVI:32+33
4Q78	-161	10	DJD15 pl.XLV:25
4Q78	-161	11	DJD15 pl.XLVI:34
4Q78	-161	12	DJD15 pl.XLVI:35
4Q78	-161	13	DJD15 pl.XLV:27
4Q78	-161	14	DJD15 pl.XLV:26
4Q78	-161	15	DJD15 pl.XLIV:44
4Q78	-161	16	DJD15 pl.XLVI:39
4Q78	-161	18	DJD15 pl.XLVI:49
4Q78	-161	19	DJD15 pl.XLV:48
4Q78	-161	20	DJD15 pl.XLVI:43
4Q78	-161	21	DJD15 pl.XLVI:47
4Q78	-161	22	DJD15 pl.XLVI:40
4Q78	-161	23	DJD15 pl.XLVI:42
4Q78	-161	24	DJD15 pl.XLVI:36
4Q78	-161	25	DJD15 pl.XLVI:50
4Q78	-161	26	DJD15 pl.XLVI:46
4Q78	-161	27	DJD15 pl.XLVI:51
4Q78	-161	28	DJD15 pl.XLVI:45
4Q78	-161	29	DJD15 pl.XLVI:52
4Q529	-164	1	DJD31 pl.I:1
4Q422	-165	1	DJD13 pl.XLII:A
4Q422	-165	2	DJD13 pl.XLII:C
4Q422	-165	3	DJD13 pl.XLII:B
4Q422	-165	4	DJD13 pl.XLII:D
4Q422	-165	5	DJD13 pl.XLII:F
4Q422	-165	6	DJD13 pl.XLII:G
4Q422	-165	7	DJD13 pl.XLII:H
4Q422	-165	8	DJD13 pl.XLII:J
4Q422	-165	9	DJD13 pl.XLII:L
4Q422	-165	10	DJD13 pl.XLII:K
4Q422	-165	11	DJD13 pl.XLII:N
4Q422	-165	12	DJD13 pl.XLIII:7
4Q422	-165	13	DJD13 pl.XLIII:8
4Q422	-165	14	DJD13 pl.XLIII:6
4Q37	-171	1	DJD14 pl.XXI:15+18
4Q37	-171	2	DJD14 pl.XXI:17
4Q37	-171	3	DJD14 pl.XXI:16
4Q37	-171	4	DJD14 pl.XXII:20+23
4Q37	-171	5	DJD14 pl.XXII:21
4Q37	-171	6	DJD14 pl.XXII:22
4Q37	-171	7	DJD14 pl.XXII:19
4Q37	-171	8	DJD14 pl.XXII:24
4Q371	-176	1	DJD28 pl.XLVI:1b
4Q371	-176	2	DJD28 pl.XLVI:1
4Q371	-176	3	DJD28 pl.XLVI:4
4Q371	-176	4	DJD28 pl.XLVI:1a
4Q371	-176	5	DJD28 pl.XLVI:2
4Q371	-176	6	DJD28 pl.XLVI:5
4Q371	-176	7	DJD28 pl.XLVI:10
4Q371	-176	8	DJD28 pl.XLVI:7
4Q371	-176	9	DJD28 pl.XLVI:8
4Q371	-176	10	DJD28 pl.XLVI:6
4Q371	-176	11	DJD28 pl.XLVI:3
4Q371	-176	12	DJD28 pl.XLVI:9
4Q26	-197	1	DJD12 pl.XXXVII:1
4Q26	-197	2	DJD12 pl.XXXVII:8
4Q26	-197	3	DJD12 pl.XXXVII:4
4Q26	-197	4	DJD12 pl.XXXVII:2
4Q26	-197	5	DJD12 pl.XXXVII:5
4Q26	-197	6	DJD12 pl.XXXVII:26b
4Q26	-197	7	DJD12 pl.XXXVII:6
4Q26	-197	8	DJD12 pl.XXXVII:7
4Q26	-197	9	DJD12 pl.XXXVII:9
4Q26	-197	10	DJD12 pl.XXXVII:3
4Q22	-1162	234	
4Q204	-200	1	BE pl.XI:f
4Q204	-200	2	BE pl.XI:e
4Q204	-200	3	BE pl.XII:g
4Q204	-200	4	BE pl.XII:h+i + pl.XIII:i
4Q22	-1162	235	
4Q22	-1162	236	
4Q22	-1162	237	
4Q22	-1162	238	
4Q22	-1162	239	
4Q22	-1162	240	
4Q22	-1162	241	
4Q22	-1162	242	
4Q22	-1162	243	
4Q22	-1162	244	
4Q22	-1162	245	
4Q22	-1162	246	
4Q22	-1162	247	
4Q22	-1162	248	
4Q22	-1162	249	
4Q22	-1162	250	
4Q22	-1162	251	
4Q22	-1162	252	
4Q11	-204	4	DJD9 pl.VI:54
4Q11	-204	5	DJD9 pl.VI:60
4Q11	-204	3	DJD9 pl.VI:57
4Q11	-204	6	DJD9 pl.VI:63
4Q11	-204	7	DJD9 pl.VI:64
4Q11	-204	8	DJD9 pl.VI:61
4Q534	-204	10	DJD31 pl.VIII:7
4Q52	-206	1	DJD17 pl.XXIV:4
4Q52	-206	2	DJD17 pl.XXIV:5
4Q52	-206	3	DJD17 pl.XXIV:7
4Q52	-206	4	DJD17 pl.XXV:16
4Q52	-206	5	DJD17 pl.XXV:15
4Q52	-206	6	DJD17 pl.XXV:21
4Q52	-206	7	DJD17 pl.XXV:11
4Q52	-206	8	DJD17 pl.XXV:10
4Q52	-206	9	DJD17 pl.XXV:13
4Q52	-206	10	DJD17 pl.XXV:20
4Q52	-206	11	DJD17 pl.XXV:23
4Q52	-206	12	DJD17 pl.XXV:22
4Q52	-206	13	DJD17 pl.XXV:18
4Q52	-206	14	DJD17 pl.XXV:9
4Q52	-206	15	DJD17 pl.XXV:19
4Q22	-1162	253	
4Q22	-1162	254	
4Q22	-1162	255	
4Q22	-1162	256	
4Q22	-1162	257	
4Q22	-1162	258	
4Q22	-1162	259	
4Q22	-1162	260	
4Q22	-1162	261	
4Q22	-1162	262	
4Q22	-1163	1	
4Q22	-1163	2	
4Q22	-1163	3	
4Q72	-232	1	DJD15 pl.XXXIV:34+36+38+39+40+41+42+43
4Q22	-1163	4	
4Q32	-233	1	DJD14 pl.XI:1
4Q32	-233	2	DJD14 pl.XI:2 (right)
4Q32	-233	3	DJD14 pl.XI:2 (left)
4Q32	-233	4	DJD14 pl.XI:3+4
4Q32	-233	5	DJD14 pl.XI:3 (right)
4Q32	-233	6	DJD14 pl.XI:5
4Q32	-233	7	DJD14 pl.XI:6
4Q32	-233	8	DJD14 pl.XI:7
4Q32	-233	9	DJD14 pl.XI:8
4Q173	-234	1	DJD5 pl.XVIII:5
4Q179	-235	1	DJD5 pl.XXVI:1
4Q179	-235	2	DJD5 pl.XXVI:2
4Q179	-235	3	DJD5 pl.XXVI:2
4Q179	-235	4	DJD5 pl.XXVI:5
4Q179	-235	5	DJD5 pl.XXVI:4
4Q179	-235	6	DJD5 pl.XXVI:3
4Q179	-235	7	DJD5 pl.XXVI:1
4Q22	-1163	5	
4Q58	(236/1)	2	DJD15 pl.XIV:12
4Q58	(236/1)	3	DJD15 pl.XV:15
4Q58	(236/1)	1	DJD15 pl.XV:14
4Q58	(236/1)	5	DJD15 pl.XIV:11
4Q58	(236/1)	4	DJD15 pl.XV:13
4Q30	-237	1	DJD14 pl.V:29
4Q30	-237	2	DJD14 pl.V:28
4Q30	-237	3	DJD14 pl.V:34
4Q30	-237	4	DJD14 pl.VI:35
4Q30	-237	5	DJD14 pl.V:30
4Q30	-237	6	DJD14 pl.VI:36
4Q30	-237	7	DJD14 pl.V:32
4Q30	-237	8	DJD14 pl.VI:37
4Q30	-237	9	DJD14 pl.VI:38
4Q30	-237	10	DJD14 pl.VI:41
4Q30	-237	11	DJD14 pl.VI:40
4Q30	-237	12	DJD14 pl.VI:39
4Q30	-237	13	DJD14 pl.VI:42
4Q22	-1163	6	
4Q30	-237	15	DJD14 pl.V:33
4Q30	-237	16	DJD14 pl.VI:39? (appears to be part of upper right
4Q30	-237	17	DJD14 pl.IX:66
4Q30	-237	18	DJD14 pl.V:31
4Q22	-1163	7	
4Q30	-237	20	DJD14 pl.VI:39 (part of upper right)
4Q30	-238	1	DJD14 pl.VII:45
4Q30	-238	2	DJD14 pl.VII:46
4Q30	-238	3	DJD14 pl.VII:47
4Q30	-238	4	DJD14 pl.VII:48
4Q30	-238	5	DJD14 pl.VII:49
4Q30	-238	6	DJD14 pl.VIII:50
4Q30	-238	7	DJD14 pl.VIII:51
4Q30	-238	8	DJD14 pl.VIII:54
4Q30	-238	9	DJD14 pl.VIII:53
4Q30	-238	10	DJD14 pl.VIII:52
4Q30	-238	11	DJD14 pl.VIII:55
4Q30	-238	12	DJD14 pl.IX:65
4Q30	-238	14	DJD14 pl.IX:59
4Q30	-238	15	DJD14 pl.IX:56
4Q30	-238	16	DJD14 pl.IX:60
4Q30	-238	18	DJD14 pl.IX:61
4Q30	-238	20	DJD14 pl.IX:62
4Q30	-238	21	DJD14 pl.IX:63
4Q30	-238	22	DJD14 pl.IX:57
4Q30	-238	24	DJD14 pl.IX:58
4Q324	-240	4	DJD28 pl.LIX:2
4Q324	-240	1	DJD28 pl.LIX:2
4Q324	-240	2	DJD28. pl.LXI:4
4Q324	-240	3	DJD28. pl.LXI:13
4Q324	-240	5	DJD28 pl.LXI:5
4Q324	-240	9	DJD28 pl.LIX:3ii
4Q324	-240	8	DJD28 pl.LX:7
4Q324	-240	10	DJD28 pl.LXI:3
4Q22	-1163	8	
4Q324	-240	7	DJD28 pl.LXI:4
4Q324	-240	13	DJD28 pl.LXI:2
4Q324	-240	12	DJD28 pl.LXI:1
4Q324	-240	15	DJD28 pl.LXI:6
4Q324	-240	11	DJD28 pl.LXII:10
4Q324	-240	14	DJD28 pl.LXII:12
4Q324	-240	16	DJD28 pl.LIX:2
4Q22	-1163	9	
4Q22	-1163	10	
4Q40	-255	1	DJD14 pl.XXVII:1,2
4Q40	-255	2	DJD14 pl.XXVII:3
4Q40	-255	3	DJD14 pl.XXVII:4
4Q40	-255	4	DJD14 pl.XXVII:5
4Q366	-257	1	DJD13 pl.XXXV:1
4Q366	-257	2	DJD13 pl.XXXV:2
4Q366	-257	5	DJD13 pl.XXXV:4
4Q366	-257	3	DJD13 pl.XXXV:3
4Q80	-258	1	DJD15 pl.XLVII:14
4Q80	-258	2	DJD15 pl.XLVII:2
4Q80	-258	3	DJD15 pl.XLVII:3
4Q80	-258	4	DJD15 pl.XLVII:15
4Q22	-1163	11	
4Q80	-258	6	DJD15 pl.XLVII:5
4Q80	-258	7	DJD15 pl.XLVII:4
4Q80	-258	8	DJD15 pl.XLVII:1
4Q80	-258	9	DJD15 pl.XLVII:16
4Q80	-258	10	DJD15 pl.XLVII:7
4Q80	-258	11	DJD15 pl.XLVII:6
4Q22	-1163	12	
4Q80	-258	13	DJD15 pl.XLVII:17
4Q80	-258	14	DJD15 pl.XLVII:10
4Q80	-258	15	DJD15 pl.XLVII:9
4Q80	-258	16	DJD15 pl.XLVII:18
4Q80	-258	17	DJD15 pl.XLVII:12
4Q80	-258	18	DJD15 pl.XLVII:11
4Q80	-258	19	DJD15 pl.XLVII:13
4Q80	-258	20	DJD15 pl.XLVII:22
4Q80	-258	21	DJD15 pl.XLVII:23
4Q80	-258	22	DJD15 pl.XLVII:25
4Q80	-258	23	DJD15 pl.XLVII:8
4Q80	-258	24	DJD15 pl.XLVII:21
4Q80	-258	25	DJD15 pl.XLVII:20
4Q80	-258	26	DJD15 pl.XLVII:24
4Q80	-258	27	DJD15 pl.XLVII:19
4Q87	-263	1	DJD16 pl.XI:3
4Q87	-263	2	DJD16 pl.XI:6
4Q87	-263	3	DJD16 pl.XI:1
4Q87	-263	4	DJD16 pl.XI:5
4Q87	-263	5	DJD16 pl.XI:2
4Q87	-263	6	DJD16 pl.XI:7
4Q87	-263	7	DJD16 pl.XI:4
4Q87	-263	8	DJD16 pl.XI:20
4Q87	-263	9	DJD16 pl.XI:8
4Q87	-263	10	DJD16 pl.XI:15+16
4Q87	-263	11	DJD16 pl.XI:21
4Q87	-263	12	DJD16 pl.XI:23
4Q87	-263	13	DJD16 pl.XI:18
4Q87	-263	14	DJD16 pl.XI:24
4Q87	-263	15	DJD16 pl.XII:25
4Q87	-263	16	DJD16 pl.XI:13
4Q87	-263	17	DJD16 pl.XI:14
4Q87	-263	18	DJD16 pl.XI:19
4Q87	-263	19	DJD16 pl.XI:11
4Q87	-263	20	DJD16 pl.XII:26
4Q87	-263	21	DJD16 pl.XII:32
4Q87	-263	22	DJD16 pl.XII:27
4Q87	-263	23	DJD16 pl.XII:28
4Q87	-263	24	DJD16 pl.XII:31
4Q87	-263	25	DJD16 pl.XII:33
4Q87	-263	26	DJD16 pl.XII:30
4Q87	-263	27	DJD16 pl.XII:36
4Q87	-263	28	DJD16 pl.XI:38
4Q87	-263	29	DJD16 pl.XII:29
4Q87	-263	30	DJD16 pl.XII:39
4Q87	-263	31	DJD16 pl.XII:40
4Q87	-263	32	DJD16 pl.XII:41
4Q87	-263	33	DJD16 pl.XII:37
4Q87	-263	34	DJD16 pl.XI:12
4Q87	-263	35	DJD16 pl.XII:34
4Q87	-263	36	DJD16 pl.XI:43
4Q87	-263	37	DJD16 pl.XII:42
4Q87	-263	38	DJD16 pl.XII:44
4Q87	-263	40	DJD16 pl.XI:22
4Q87	-263	41	DJD16 pl.XI:17
4Q87	-263	45	DJD16 pl.XI:10
4Q23	-271	2	DJD12 pl.XXIII:1
4Q23	-271	1	DJD12 pl.XXIII:4
4Q23	-271	3	DJD12 pl.XXIII:2
4Q23	-271	4	DJD12 pl.XXIII:5
4Q23	-271	5	DJD12 pl.XXIII:6
4Q23	-271	6	DJD12 pl.XXIII:
4Q23	-271	7	DJD12 pl.XXIII:7
4Q23	-272	1	DJD12 pl.XXIV:8
4Q23	-272	2	DJD12 pl.XXIV:9
4Q23	-272	3	DJD12 pl.XXIV:11
4Q23	-272	4	DJD12 pl.XXIV:18
4Q23	-272	5	DJD12 pl.XXIV:10
4Q23	-272	6	DJD12 pl.XXIV:12
4Q23	-272	7	DJD12 pl.XXIV:15
4Q23	-272	8	DJD12 pl.XXIV:13
4Q23	-272	9	DJD12 pl.XXIV:16
4Q23	-272	10	SMALL FRAGMENT
4Q23	-272	11	DJD12 pl.XXIV:17
4Q23	-272	12	DJD12 pl.XXIV:19
