 ,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,02_Frg_1_a_א_ROI.tif:00002-03456-02065:2,2838528,72.345,0,254,1297,2532,1536,1848,2085.245,1733.190,90,0.779,1.203,0.831,1.000
2,02_Frg_1_a_א_ROI.tif:00002-03277-02882:2,14048100,75.392,0,255,1609,1002,2580,5445,6144.025,2911.218,90,0.685,2.110,0.474,1.000
3,02_Frg_1_a_א_ROI.tif:00002-08267-02575:2,12957120,81.934,0,253,939,6287,3272,3960,4468.382,3692.057,90,0.778,1.210,0.826,1.000
