institution,plate,fragment,side,filename
IAA,*101,1,R,PX101-Fg001-R-C01-R01-D06092015-T103728-LR445 _PSC.tif
IAA,*101,1,R,PX101-Fg001-R-C01-R01-D06092015-T103834-LR924 _012.jpg
IAA,*101,1,R,PX101-Fg001-R-C01-R01-D06092015-T103949-OO_026.jpg
IAA,*101,1,R,PX101-Fg001-R-C01-R01-D06092015-T104003-OO_028.jpg
IAA,*101,1,R,PX101-Fg001-R-C01-R02-D06092015-T112212-LR445 _PSC.tif
IAA,*101,1,R,PX101-Fg001-R-C01-R02-D06092015-T112319-LR924 _012.jpg
IAA,*101,1,R,PX101-Fg001-R-C01-R02-D06092015-T112436-OO_026.jpg
IAA,*101,1,R,PX101-Fg001-R-C01-R02-D06092015-T112450-OO_028.jpg
IAA,*101,1,R,PX101-Fg001-R-C02-R01-D06092015-T104315-LR445 _PSC.tif
IAA,*101,1,R,PX101-Fg001-R-C02-R01-D06092015-T104421-LR924 _012.jpg
IAA,*101,1,R,PX101-Fg001-R-C02-R01-D06092015-T104537-OO_026.jpg
IAA,*101,1,R,PX101-Fg001-R-C02-R01-D06092015-T104551-OO_028.jpg
IAA,*101,1,R,PX101-Fg001-R-C02-R02-D06092015-T111802-LR445 _PSC.tif
IAA,*101,1,R,PX101-Fg001-R-C02-R02-D06092015-T111910-LR924 _012.jpg
IAA,*101,1,R,PX101-Fg001-R-C02-R02-D06092015-T112027-OO_026.jpg
IAA,*101,1,R,PX101-Fg001-R-C02-R02-D06092015-T112041-OO_028.jpg
IAA,*101,1,R,PX101-Fg001-R-C03-R01-D06092015-T104755-LR445 _PSC.tif
IAA,*101,1,R,PX101-Fg001-R-C03-R01-D06092015-T104901-LR924 _012.jpg
IAA,*101,1,R,PX101-Fg001-R-C03-R01-D06092015-T105018-OO_026.jpg
IAA,*101,1,R,PX101-Fg001-R-C03-R01-D06092015-T105032-OO_028.jpg
IAA,*101,1,R,PX101-Fg001-R-C03-R02-D06092015-T111340-LR445 _PSC.tif
IAA,*101,1,R,PX101-Fg001-R-C03-R02-D06092015-T111447-LR924 _012.jpg
IAA,*101,1,R,PX101-Fg001-R-C03-R02-D06092015-T111603-OO_026.jpg
IAA,*101,1,R,PX101-Fg001-R-C03-R02-D06092015-T111617-OO_028.jpg
IAA,*101,1,R,PX101-Fg001-R-C04-R01-D06092015-T105255-LR445 _PSC.tif
IAA,*101,1,R,PX101-Fg001-R-C04-R01-D06092015-T105400-LR924 _012.jpg
IAA,*101,1,R,PX101-Fg001-R-C04-R01-D06092015-T105517-OO_026.jpg
IAA,*101,1,R,PX101-Fg001-R-C04-R01-D06092015-T105531-OO_028.jpg
IAA,*101,1,R,PX101-Fg001-R-C04-R02-D06092015-T110916-LR445 _PSC.tif
IAA,*101,1,R,PX101-Fg001-R-C04-R02-D06092015-T111023-LR924 _012.jpg
IAA,*101,1,R,PX101-Fg001-R-C04-R02-D06092015-T111140-OO_026.jpg
IAA,*101,1,R,PX101-Fg001-R-C04-R02-D06092015-T111154-OO_028.jpg
IAA,*101,1,R,PX101-Fg001-R-C05-R01-D06092015-T105823-LR445 _PSC.tif
IAA,*101,1,R,PX101-Fg001-R-C05-R01-D06092015-T105929-LR924 _012.jpg
IAA,*101,1,R,PX101-Fg001-R-C05-R01-D06092015-T110045-OO_026.jpg
IAA,*101,1,R,PX101-Fg001-R-C05-R01-D06092015-T110059-OO_028.jpg
IAA,*101,1,R,PX101-Fg001-R-C05-R02-D06092015-T110437-LR445 _PSC.tif
IAA,*101,1,R,PX101-Fg001-R-C05-R02-D06092015-T110544-LR924 _012.jpg
IAA,*101,1,R,PX101-Fg001-R-C05-R02-D06092015-T110700-OO_026.jpg
IAA,*101,1,R,PX101-Fg001-R-C05-R02-D06092015-T110714-OO_028.jpg
IAA,*101,1,V,PX101-Fg001-V-C01-R01-D06092015-T123746-LR445 _PSC.tif
IAA,*101,1,V,PX101-Fg001-V-C01-R01-D06092015-T123855-LR924 _012.jpg
IAA,*101,1,V,PX101-Fg001-V-C01-R01-D06092015-T124013-OO_026.jpg
IAA,*101,1,V,PX101-Fg001-V-C01-R01-D06092015-T124027-OO_028.jpg
IAA,*101,1,V,PX101-Fg001-V-C01-R02-D06092015-T114355-LR445 _PSC.tif
IAA,*101,1,V,PX101-Fg001-V-C01-R02-D06092015-T114504-LR924 _012.jpg
IAA,*101,1,V,PX101-Fg001-V-C01-R02-D06092015-T114621-OO_026.jpg
IAA,*101,1,V,PX101-Fg001-V-C01-R02-D06092015-T114635-OO_028.jpg
IAA,*101,1,V,PX101-Fg001-V-C02-R01-D06092015-T123327-LR445 _PSC.tif
IAA,*101,1,V,PX101-Fg001-V-C02-R01-D06092015-T123434-LR924 _012.jpg
IAA,*101,1,V,PX101-Fg001-V-C02-R01-D06092015-T123553-OO_026.jpg
IAA,*101,1,V,PX101-Fg001-V-C02-R01-D06092015-T123607-OO_028.jpg
IAA,*101,1,V,PX101-Fg001-V-C02-R02-D06092015-T115819-LR445 _PSC.tif
IAA,*101,1,V,PX101-Fg001-V-C02-R02-D06092015-T115926-LR924 _012.jpg
IAA,*101,1,V,PX101-Fg001-V-C02-R02-D06092015-T120043-OO_026.jpg
IAA,*101,1,V,PX101-Fg001-V-C02-R02-D06092015-T120057-OO_028.jpg
IAA,*101,1,V,PX101-Fg001-V-C03-R01-D06092015-T122839-LR445 _PSC.tif
IAA,*101,1,V,PX101-Fg001-V-C03-R01-D06092015-T122947-LR924 _012.jpg
IAA,*101,1,V,PX101-Fg001-V-C03-R01-D06092015-T123106-OO_026.jpg
IAA,*101,1,V,PX101-Fg001-V-C03-R01-D06092015-T123120-OO_028.jpg
IAA,*101,1,V,PX101-Fg001-V-C03-R02-D06092015-T120233-LR445 _PSC.tif
IAA,*101,1,V,PX101-Fg001-V-C03-R02-D06092015-T120340-LR924 _012.jpg
IAA,*101,1,V,PX101-Fg001-V-C03-R02-D06092015-T120457-OO_026.jpg
IAA,*101,1,V,PX101-Fg001-V-C03-R02-D06092015-T120511-OO_028.jpg
IAA,*101,1,V,PX101-Fg001-V-C04-R01-D06092015-T122405-LR445 _PSC.tif
IAA,*101,1,V,PX101-Fg001-V-C04-R01-D06092015-T122513-LR924 _012.jpg
IAA,*101,1,V,PX101-Fg001-V-C04-R01-D06092015-T122632-OO_026.jpg
IAA,*101,1,V,PX101-Fg001-V-C04-R01-D06092015-T122646-OO_028.jpg
IAA,*101,1,V,PX101-Fg001-V-C04-R02-D06092015-T120732-LR445 _PSC.tif
IAA,*101,1,V,PX101-Fg001-V-C04-R02-D06092015-T120838-LR924 _012.jpg
IAA,*101,1,V,PX101-Fg001-V-C04-R02-D06092015-T120957-OO_026.jpg
IAA,*101,1,V,PX101-Fg001-V-C04-R02-D06092015-T121010-OO_028.jpg
IAA,*101,1,V,PX101-Fg001-V-C05-R01-D06092015-T121822-LR445 _PSC.tif
IAA,*101,1,V,PX101-Fg001-V-C05-R01-D06092015-T121930-LR924 _012.jpg
IAA,*101,1,V,PX101-Fg001-V-C05-R01-D06092015-T122048-OO_026.jpg
IAA,*101,1,V,PX101-Fg001-V-C05-R01-D06092015-T122103-OO_028.jpg
IAA,*101,1,V,PX101-Fg001-V-C05-R02-D06092015-T121243-LR445 _PSC.tif
IAA,*101,1,V,PX101-Fg001-V-C05-R02-D06092015-T121351-LR924 _012.jpg
IAA,*101,1,V,PX101-Fg001-V-C05-R02-D06092015-T121510-OO_026.jpg
IAA,*101,1,V,PX101-Fg001-V-C05-R02-D06092015-T121524-OO_028.jpg
IAA,*104,1,R,PX104-Fg001-R-C01-R01-D19102014-T151248-ML445 _PSC.tif
IAA,*104,1,R,PX104-Fg001-R-C01-R01-D19102014-T151351-ML924 _012.jpg
IAA,*104,1,R,PX104-Fg001-R-C01-R01-D19102014-T151510-MLIR _026.jpg
IAA,*104,1,R,PX104-Fg001-R-C01-R01-D19102014-T151530-MLIR _028.jpg
IAA,*104,1,R,PX104-Fg001-R-C01-R02-D19102014-T151855-ML445 _PSC.tif
IAA,*104,1,R,PX104-Fg001-R-C01-R02-D19102014-T151958-ML924 _012.jpg
IAA,*104,1,R,PX104-Fg001-R-C01-R02-D19102014-T152117-MLIR _026.jpg
IAA,*104,1,R,PX104-Fg001-R-C01-R02-D19102014-T152137-MLIR _028.jpg
IAA,*104,1,V,PX104-Fg001-V-C01-R01-D19102014-T152943-ML445 _PSC.tif
IAA,*104,1,V,PX104-Fg001-V-C01-R01-D19102014-T153045-ML924 _012.jpg
IAA,*104,1,V,PX104-Fg001-V-C01-R01-D19102014-T153205-MLIR _026.jpg
IAA,*104,1,V,PX104-Fg001-V-C01-R01-D19102014-T153225-MLIR _028.jpg
IAA,*104,1,V,PX104-Fg001-V-C01-R02-D19102014-T152422-ML445 _PSC.tif
IAA,*104,1,V,PX104-Fg001-V-C01-R02-D19102014-T152525-ML924 _012.jpg
IAA,*104,1,V,PX104-Fg001-V-C01-R02-D19102014-T152645-MLIR _026.jpg
IAA,*104,1,V,PX104-Fg001-V-C01-R02-D19102014-T152705-MLIR _028.jpg
IAA,*104,2,R,PX104-Fg002-R-C01-R01-D19102014-T153934-ML445 _PSC.tif
IAA,*104,2,R,PX104-Fg002-R-C01-R01-D19102014-T154037-ML924 _012.jpg
IAA,*104,2,R,PX104-Fg002-R-C01-R01-D19102014-T154156-MLIR _026.jpg
IAA,*104,2,R,PX104-Fg002-R-C01-R01-D19102014-T154216-MLIR _028.jpg
IAA,*104,2,R,PX104-Fg002-R-C01-R02-D19102014-T155426-ML445 _PSC.tif
IAA,*104,2,R,PX104-Fg002-R-C01-R02-D19102014-T155529-ML924 _012.jpg
IAA,*104,2,R,PX104-Fg002-R-C01-R02-D19102014-T155648-MLIR _026.jpg
IAA,*104,2,R,PX104-Fg002-R-C01-R02-D19102014-T155709-MLIR _028.jpg
IAA,*104,2,R,PX104-Fg002-R-C02-R01-D19102014-T154358-ML445 _PSC.tif
IAA,*104,2,R,PX104-Fg002-R-C02-R01-D19102014-T154501-ML924 _012.jpg
IAA,*104,2,R,PX104-Fg002-R-C02-R01-D19102014-T154620-MLIR _026.jpg
IAA,*104,2,R,PX104-Fg002-R-C02-R01-D19102014-T154641-MLIR _028.jpg
IAA,*104,2,R,PX104-Fg002-R-C02-R02-D19102014-T154858-ML445 _PSC.tif
IAA,*104,2,R,PX104-Fg002-R-C02-R02-D19102014-T155000-ML924 _012.jpg
IAA,*104,2,R,PX104-Fg002-R-C02-R02-D19102014-T155120-MLIR _026.jpg
IAA,*104,2,R,PX104-Fg002-R-C02-R02-D19102014-T155140-MLIR _028.jpg
IAA,*104,2,V,PX104-Fg002-V-C01-R01-D20102014-T095756-ML445 _PSC.tif
IAA,*104,2,V,PX104-Fg002-V-C01-R01-D20102014-T095859-ML924 _012.jpg
IAA,*104,2,V,PX104-Fg002-V-C01-R01-D20102014-T100019-MLIR _026.jpg
IAA,*104,2,V,PX104-Fg002-V-C01-R01-D20102014-T100039-MLIR _028.jpg
IAA,*104,2,V,PX104-Fg002-V-C01-R02-D20102014-T094220-ML445 _PSC.tif
IAA,*104,2,V,PX104-Fg002-V-C01-R02-D20102014-T094322-ML924 _012.jpg
IAA,*104,2,V,PX104-Fg002-V-C01-R02-D20102014-T094442-MLIR _026.jpg
IAA,*104,2,V,PX104-Fg002-V-C01-R02-D20102014-T094502-MLIR _028.jpg
IAA,*104,2,V,PX104-Fg002-V-C02-R01-D20102014-T095234-ML445 _PSC.tif
IAA,*104,2,V,PX104-Fg002-V-C02-R01-D20102014-T095337-ML924 _012.jpg
IAA,*104,2,V,PX104-Fg002-V-C02-R01-D20102014-T095457-MLIR _026.jpg
IAA,*104,2,V,PX104-Fg002-V-C02-R01-D20102014-T095517-MLIR _028.jpg
IAA,*104,2,V,PX104-Fg002-V-C02-R02-D20102014-T094729-ML445 _PSC.tif
IAA,*104,2,V,PX104-Fg002-V-C02-R02-D20102014-T094832-ML924 _012.jpg
IAA,*104,2,V,PX104-Fg002-V-C02-R02-D20102014-T094952-MLIR _026.jpg
IAA,*104,2,V,PX104-Fg002-V-C02-R02-D20102014-T095012-MLIR _028.jpg
IAA,*105,1,R,PX105-Fg001-R-C01-R01-D06112014-T143248-ML445 _PSC.tif
IAA,*105,1,R,PX105-Fg001-R-C01-R01-D06112014-T143350-ML924 _012.jpg
IAA,*105,1,R,PX105-Fg001-R-C01-R01-D06112014-T143510-MLIR _026.jpg
IAA,*105,1,R,PX105-Fg001-R-C01-R01-D06112014-T143530-MLIR _028.jpg
IAA,*105,1,R,PX105-Fg001-R-C01-R02-D06112014-T150051-ML445 _PSC.tif
IAA,*105,1,R,PX105-Fg001-R-C01-R02-D06112014-T150154-ML924 _012.jpg
IAA,*105,1,R,PX105-Fg001-R-C01-R02-D06112014-T150313-MLIR _026.jpg
IAA,*105,1,R,PX105-Fg001-R-C01-R02-D06112014-T150334-MLIR _028.jpg
IAA,*105,1,R,PX105-Fg001-R-C02-R01-D06112014-T144224-ML445 _PSC.tif
IAA,*105,1,R,PX105-Fg001-R-C02-R01-D06112014-T144327-ML924 _012.jpg
IAA,*105,1,R,PX105-Fg001-R-C02-R01-D06112014-T144446-MLIR _026.jpg
IAA,*105,1,R,PX105-Fg001-R-C02-R01-D06112014-T144506-MLIR _028.jpg
IAA,*105,1,R,PX105-Fg001-R-C02-R02-D06112014-T145658-ML445 _PSC.tif
IAA,*105,1,R,PX105-Fg001-R-C02-R02-D06112014-T145800-ML924 _012.jpg
IAA,*105,1,R,PX105-Fg001-R-C02-R02-D06112014-T145920-MLIR _026.jpg
IAA,*105,1,R,PX105-Fg001-R-C02-R02-D06112014-T145940-MLIR _028.jpg
IAA,*105,1,R,PX105-Fg001-R-C03-R01-D06112014-T144625-ML445 _PSC.tif
IAA,*105,1,R,PX105-Fg001-R-C03-R01-D06112014-T144728-ML924 _012.jpg
IAA,*105,1,R,PX105-Fg001-R-C03-R01-D06112014-T144847-MLIR _026.jpg
IAA,*105,1,R,PX105-Fg001-R-C03-R01-D06112014-T144908-MLIR _028.jpg
IAA,*105,1,R,PX105-Fg001-R-C03-R02-D06112014-T145119-ML445 _PSC.tif
IAA,*105,1,R,PX105-Fg001-R-C03-R02-D06112014-T145222-ML924 _012.jpg
IAA,*105,1,R,PX105-Fg001-R-C03-R02-D06112014-T145341-MLIR _026.jpg
IAA,*105,1,R,PX105-Fg001-R-C03-R02-D06112014-T145402-MLIR _028.jpg
IAA,*105,1,V,PX105-Fg001-V-C01-R01-D06112014-T152600-ML445 _PSC.tif
IAA,*105,1,V,PX105-Fg001-V-C01-R01-D06112014-T152703-ML924 _012.jpg
IAA,*105,1,V,PX105-Fg001-V-C01-R01-D06112014-T152822-MLIR _026.jpg
IAA,*105,1,V,PX105-Fg001-V-C01-R01-D06112014-T152843-MLIR _028.jpg
IAA,*105,1,V,PX105-Fg001-V-C01-R02-D06112014-T154757-ML445 _PSC.tif
IAA,*105,1,V,PX105-Fg001-V-C01-R02-D06112014-T154900-ML924 _012.jpg
IAA,*105,1,V,PX105-Fg001-V-C01-R02-D06112014-T155019-MLIR _026.jpg
IAA,*105,1,V,PX105-Fg001-V-C01-R02-D06112014-T155039-MLIR _028.jpg
IAA,*105,1,V,PX105-Fg001-V-C02-R01-D06112014-T153113-ML445 _PSC.tif
IAA,*105,1,V,PX105-Fg001-V-C02-R01-D06112014-T153215-ML924 _012.jpg
IAA,*105,1,V,PX105-Fg001-V-C02-R01-D06112014-T153335-MLIR _026.jpg
IAA,*105,1,V,PX105-Fg001-V-C02-R01-D06112014-T153355-MLIR _028.jpg
IAA,*105,1,V,PX105-Fg001-V-C02-R02-D06112014-T154355-ML445 _PSC.tif
IAA,*105,1,V,PX105-Fg001-V-C02-R02-D06112014-T154457-ML924 _012.jpg
IAA,*105,1,V,PX105-Fg001-V-C02-R02-D06112014-T154617-MLIR _026.jpg
IAA,*105,1,V,PX105-Fg001-V-C02-R02-D06112014-T154637-MLIR _028.jpg
IAA,*105,1,V,PX105-Fg001-V-C03-R01-D06112014-T153509-ML445 _PSC.tif
IAA,*105,1,V,PX105-Fg001-V-C03-R01-D06112014-T153612-ML924 _012.jpg
IAA,*105,1,V,PX105-Fg001-V-C03-R01-D06112014-T153731-MLIR _026.jpg
IAA,*105,1,V,PX105-Fg001-V-C03-R01-D06112014-T153751-MLIR _028.jpg
IAA,*105,1,V,PX105-Fg001-V-C03-R02-D06112014-T153925-ML445 _PSC.tif
IAA,*105,1,V,PX105-Fg001-V-C03-R02-D06112014-T154027-ML924 _012.jpg
IAA,*105,1,V,PX105-Fg001-V-C03-R02-D06112014-T154147-MLIR _026.jpg
IAA,*105,1,V,PX105-Fg001-V-C03-R02-D06112014-T154207-MLIR _028.jpg
IAA,*105,2,R,PX105-Fg002-R-C01-R01-D06112014-T141359-ML445 _PSC.tif
IAA,*105,2,R,PX105-Fg002-R-C01-R01-D06112014-T141502-ML924 _012.jpg
IAA,*105,2,R,PX105-Fg002-R-C01-R01-D06112014-T141621-MLIR _026.jpg
IAA,*105,2,R,PX105-Fg002-R-C01-R01-D06112014-T141641-MLIR _028.jpg
IAA,*105,2,R,PX105-Fg002-R-C02-R01-D06112014-T140902-ML445 _PSC.tif
IAA,*105,2,R,PX105-Fg002-R-C02-R01-D06112014-T141005-ML924 _012.jpg
IAA,*105,2,R,PX105-Fg002-R-C02-R01-D06112014-T141124-MLIR _026.jpg
IAA,*105,2,R,PX105-Fg002-R-C02-R01-D06112014-T141145-MLIR _028.jpg
IAA,*105,2,V,PX105-Fg002-V-C01-R01-D06112014-T141802-ML445 _PSC.tif
IAA,*105,2,V,PX105-Fg002-V-C01-R01-D06112014-T141905-ML924 _012.jpg
IAA,*105,2,V,PX105-Fg002-V-C01-R01-D06112014-T142024-MLIR _026.jpg
IAA,*105,2,V,PX105-Fg002-V-C01-R01-D06112014-T142045-MLIR _028.jpg
IAA,*105,2,V,PX105-Fg002-V-C02-R01-D06112014-T142538-ML445 _PSC.tif
IAA,*105,2,V,PX105-Fg002-V-C02-R01-D06112014-T142641-ML924 _012.jpg
IAA,*105,2,V,PX105-Fg002-V-C02-R01-D06112014-T142800-MLIR _026.jpg
IAA,*105,2,V,PX105-Fg002-V-C02-R01-D06112014-T142821-MLIR _028.jpg
IAA,*108,2,R,PX108-Fg002-R-C01-R01-D13042015-T102143-LR445 _PSC.tif
IAA,*108,2,R,PX108-Fg002-R-C01-R01-D13042015-T102251-LR924 _012.jpg
IAA,*108,2,R,PX108-Fg002-R-C01-R01-D13042015-T102408-OO_026.jpg
IAA,*108,2,R,PX108-Fg002-R-C01-R01-D13042015-T102422-OO_028.jpg
IAA,*108,2,R,PX108-Fg002-R-C01-R02-D13042015-T103709-LR445 _PSC.tif
IAA,*108,2,R,PX108-Fg002-R-C01-R02-D13042015-T103817-LR924 _012.jpg
IAA,*108,2,R,PX108-Fg002-R-C01-R02-D13042015-T103933-OO_026.jpg
IAA,*108,2,R,PX108-Fg002-R-C01-R02-D13042015-T103947-OO_028.jpg
IAA,*108,2,R,PX108-Fg002-R-C02-R01-D13042015-T102654-LR445 _PSC.tif
IAA,*108,2,R,PX108-Fg002-R-C02-R01-D13042015-T102801-LR924 _012.jpg
IAA,*108,2,R,PX108-Fg002-R-C02-R01-D13042015-T102918-OO_026.jpg
IAA,*108,2,R,PX108-Fg002-R-C02-R01-D13042015-T102932-OO_028.jpg
IAA,*108,2,R,PX108-Fg002-R-C02-R02-D13042015-T103205-LR445 _PSC.tif
IAA,*108,2,R,PX108-Fg002-R-C02-R02-D13042015-T103312-LR924 _012.jpg
IAA,*108,2,R,PX108-Fg002-R-C02-R02-D13042015-T103430-OO_026.jpg
IAA,*108,2,R,PX108-Fg002-R-C02-R02-D13042015-T103445-OO_028.jpg
IAA,*108,2,V,PX108-Fg002-V-C01-R01-D13042015-T110138-LR445 _PSC.tif
IAA,*108,2,V,PX108-Fg002-V-C01-R01-D13042015-T110246-LR924 _012.jpg
IAA,*108,2,V,PX108-Fg002-V-C01-R01-D13042015-T110404-OO_026.jpg
IAA,*108,2,V,PX108-Fg002-V-C01-R01-D13042015-T110418-OO_028.jpg
IAA,*108,2,V,PX108-Fg002-V-C01-R02-D13042015-T104539-LR445 _PSC.tif
IAA,*108,2,V,PX108-Fg002-V-C01-R02-D13042015-T104646-LR924 _012.jpg
IAA,*108,2,V,PX108-Fg002-V-C01-R02-D13042015-T104803-OO_026.jpg
IAA,*108,2,V,PX108-Fg002-V-C01-R02-D13042015-T104817-OO_028.jpg
IAA,*108,2,V,PX108-Fg002-V-C02-R01-D13042015-T105523-LR445 _PSC.tif
IAA,*108,2,V,PX108-Fg002-V-C02-R01-D13042015-T105630-LR924 _012.jpg
IAA,*108,2,V,PX108-Fg002-V-C02-R01-D13042015-T105748-OO_026.jpg
IAA,*108,2,V,PX108-Fg002-V-C02-R01-D13042015-T105802-OO_028.jpg
IAA,*108,2,V,PX108-Fg002-V-C02-R02-D13042015-T105017-LR445 _PSC.tif
IAA,*108,2,V,PX108-Fg002-V-C02-R02-D13042015-T105124-LR924 _012.jpg
IAA,*108,2,V,PX108-Fg002-V-C02-R02-D13042015-T105242-OO_026.jpg
IAA,*108,2,V,PX108-Fg002-V-C02-R02-D13042015-T105257-OO_028.jpg
IAA,*110,1,R,PX110-Fg001-R-C01-R01-D12032015-T100455-ML445 _PSC.tif
IAA,*110,1,R,PX110-Fg001-R-C01-R01-D12032015-T100600-ML924 _012.jpg
IAA,*110,1,R,PX110-Fg001-R-C01-R01-D12032015-T100721-MLIR _026.jpg
IAA,*110,1,R,PX110-Fg001-R-C01-R01-D12032015-T100742-MLIR _028.jpg
IAA,*110,1,R,PX110-Fg001-R-C01-R02-D12032015-T102126-ML445 _PSC.tif
IAA,*110,1,R,PX110-Fg001-R-C01-R02-D12032015-T102230-ML924 _012.jpg
IAA,*110,1,R,PX110-Fg001-R-C01-R02-D12032015-T102352-MLIR _026.jpg
IAA,*110,1,R,PX110-Fg001-R-C01-R02-D12032015-T102413-MLIR _028.jpg
IAA,*110,1,R,PX110-Fg001-R-C02-R01-D12032015-T101324-ML445 _PSC.tif
IAA,*110,1,R,PX110-Fg001-R-C02-R01-D12032015-T101429-ML924 _012.jpg
IAA,*110,1,R,PX110-Fg001-R-C02-R01-D12032015-T101550-MLIR _026.jpg
IAA,*110,1,R,PX110-Fg001-R-C02-R01-D12032015-T101611-MLIR _028.jpg
IAA,*110,1,R,PX110-Fg001-R-C02-R02-D12032015-T101733-ML445 _PSC.tif
IAA,*110,1,R,PX110-Fg001-R-C02-R02-D12032015-T101838-ML924 _012.jpg
IAA,*110,1,R,PX110-Fg001-R-C02-R02-D12032015-T102000-MLIR _026.jpg
IAA,*110,1,R,PX110-Fg001-R-C02-R02-D12032015-T102021-MLIR _028.jpg
IAA,*110,1,V,PX110-Fg001-V-C01-R01-D12032015-T113042-ML445 _PSC.tif
IAA,*110,1,V,PX110-Fg001-V-C01-R01-D12032015-T113146-ML924 _012.jpg
IAA,*110,1,V,PX110-Fg001-V-C01-R01-D12032015-T113308-MLIR _026.jpg
IAA,*110,1,V,PX110-Fg001-V-C01-R01-D12032015-T113329-MLIR _028.jpg
IAA,*110,1,V,PX110-Fg001-V-C01-R02-D12032015-T111803-ML445 _PSC.tif
IAA,*110,1,V,PX110-Fg001-V-C01-R02-D12032015-T111908-ML924 _012.jpg
IAA,*110,1,V,PX110-Fg001-V-C01-R02-D12032015-T112030-MLIR _026.jpg
IAA,*110,1,V,PX110-Fg001-V-C01-R02-D12032015-T112051-MLIR _028.jpg
IAA,*110,1,V,PX110-Fg001-V-C02-R01-D12032015-T112642-ML445 _PSC.tif
IAA,*110,1,V,PX110-Fg001-V-C02-R01-D12032015-T112747-ML924 _012.jpg
IAA,*110,1,V,PX110-Fg001-V-C02-R01-D12032015-T112909-MLIR _026.jpg
IAA,*110,1,V,PX110-Fg001-V-C02-R01-D12032015-T112930-MLIR _028.jpg
IAA,*110,1,V,PX110-Fg001-V-C02-R02-D12032015-T112225-ML445 _PSC.tif
IAA,*110,1,V,PX110-Fg001-V-C02-R02-D12032015-T112329-ML924 _012.jpg
IAA,*110,1,V,PX110-Fg001-V-C02-R02-D12032015-T112451-MLIR _026.jpg
IAA,*110,1,V,PX110-Fg001-V-C02-R02-D12032015-T112512-MLIR _028.jpg
IAA,*110,4,R,PX110-Fg004-R-C01-R01-D12032015-T131432-ML445 _PSC.tif
IAA,*110,4,R,PX110-Fg004-R-C01-R01-D12032015-T131534-ML924 _012.jpg
IAA,*110,4,R,PX110-Fg004-R-C01-R01-D12032015-T131653-MLIR _026.jpg
IAA,*110,4,R,PX110-Fg004-R-C01-R01-D12032015-T131714-MLIR _028.jpg
IAA,*110,4,R,PX110-Fg004-R-C02-R01-D12032015-T131916-ML445 _PSC.tif
IAA,*110,4,R,PX110-Fg004-R-C02-R01-D12032015-T132018-ML924 _012.jpg
IAA,*110,4,R,PX110-Fg004-R-C02-R01-D12032015-T132138-MLIR _026.jpg
IAA,*110,4,R,PX110-Fg004-R-C02-R01-D12032015-T132158-MLIR _028.jpg
IAA,*110,4,V,PX110-Fg004-V-C01-R01-D12032015-T132725-ML445 _PSC.tif
IAA,*110,4,V,PX110-Fg004-V-C01-R01-D12032015-T132827-ML924 _012.jpg
IAA,*110,4,V,PX110-Fg004-V-C01-R01-D12032015-T132947-MLIR _026.jpg
IAA,*110,4,V,PX110-Fg004-V-C01-R01-D12032015-T133007-MLIR _028.jpg
IAA,*110,4,V,PX110-Fg004-V-C02-R01-D12032015-T132339-ML445 _PSC.tif
IAA,*110,4,V,PX110-Fg004-V-C02-R01-D12032015-T132442-ML924 _012.jpg
IAA,*110,4,V,PX110-Fg004-V-C02-R01-D12032015-T132601-MLIR _026.jpg
IAA,*110,4,V,PX110-Fg004-V-C02-R01-D12032015-T132622-MLIR _028.jpg
IAA,*110,6,R,PX110-Fg006-R-C01-R01-D12032015-T133215-ML445 _PSC.tif
IAA,*110,6,R,PX110-Fg006-R-C01-R01-D12032015-T133318-ML924 _012.jpg
IAA,*110,6,R,PX110-Fg006-R-C01-R01-D12032015-T133437-MLIR _026.jpg
IAA,*110,6,R,PX110-Fg006-R-C01-R01-D12032015-T133458-MLIR _028.jpg
IAA,*110,6,R,PX110-Fg006-R-C02-R01-D12032015-T133706-ML445 _PSC.tif
IAA,*110,6,R,PX110-Fg006-R-C02-R01-D12032015-T133809-ML924 _012.jpg
IAA,*110,6,R,PX110-Fg006-R-C02-R01-D12032015-T133928-MLIR _026.jpg
IAA,*110,6,R,PX110-Fg006-R-C02-R01-D12032015-T133949-MLIR _028.jpg
IAA,*110,6,V,PX110-Fg006-V-C01-R01-D12032015-T134609-ML445 _PSC.tif
IAA,*110,6,V,PX110-Fg006-V-C01-R01-D12032015-T134711-ML924 _012.jpg
IAA,*110,6,V,PX110-Fg006-V-C01-R01-D12032015-T134831-MLIR _026.jpg
IAA,*110,6,V,PX110-Fg006-V-C01-R01-D12032015-T134851-MLIR _028.jpg
IAA,*110,6,V,PX110-Fg006-V-C02-R01-D12032015-T134134-ML445 _PSC.tif
IAA,*110,6,V,PX110-Fg006-V-C02-R01-D12032015-T134237-ML924 _012.jpg
IAA,*110,6,V,PX110-Fg006-V-C02-R01-D12032015-T134356-MLIR _026.jpg
IAA,*110,6,V,PX110-Fg006-V-C02-R01-D12032015-T134417-MLIR _028.jpg
IAA,*114,1,R,PX114-Fg001-R-C01-R01-D01072015-T111923-LR445 _PSC.tif
IAA,*114,1,R,PX114-Fg001-R-C01-R01-D01072015-T112028-LR924 _012.jpg
IAA,*114,1,R,PX114-Fg001-R-C01-R01-D01072015-T112144-OO_026.jpg
IAA,*114,1,R,PX114-Fg001-R-C01-R01-D01072015-T112158-OO_028.jpg
