frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M43265-1-E.tif:1576-3197,483120,211.839,64,241,2837,1241,720,671,0.784,1.073,0.932,1.000
2,M43265-1-E.tif:1451-3660,113520,202.192,51,242,3528,1236,264,430,0.740,1.629,0.614,1.000
3,M43265-1-E.tif:1543-2005,484694,207.068,50,247,1616,1232,778,623,0.776,1.249,0.801,1.000
4,M43265-1-E.tif:1486-0955,249516,199.644,50,240,694,1247,522,478,0.784,1.092,0.916,1.000
5,M43265-1-E.tif:2524-1673,177750,198.215,12,239,1476,2299,395,450,0.782,1.139,0.878,1.000
6,M43265-1-E.tif:2485-1924,52773,202.163,60,240,1851,2306,147,359,0.648,2.442,0.409,1.000
7,M43265-1-E.tif:2955-1689,275520,199.156,47,240,1443,2675,492,560,0.782,1.138,0.879,1.000
8,M43265-1-E.tif:3316-1639,106355,195.767,46,236,1520,3094,239,445,0.714,1.862,0.537,1.000
9,M43265-1-E.tif:2478-2446,108568,199.254,40,234,2282,2313,328,331,0.785,1.009,0.991,1.000
10,M43265-1-E.tif:2463-2737,80040,210.824,80,241,2599,2318,276,290,0.785,1.051,0.952,1.000
11,M43265-1-E.tif:2835-2636,426181,193.772,43,239,2262,2551,749,569,0.771,1.316,0.760,1.000
12,M43265-1-E.tif:3101-2635,357540,195.444,43,238,2281,2849,708,505,0.763,1.402,0.713,1.000
13,M43265-1-E.tif:3409-2497,73914,196.120,46,237,2370,3264,254,291,0.782,1.146,0.873,1.000
14,M43265-1-E.tif:3277-2665,39711,191.164,52,232,2574,3169,183,217,0.780,1.186,0.843,1.000
15,M43265-1-E.tif:3374-2822,56153,200.805,54,237,2702,3258,241,233,0.785,1.034,0.967,1.000
16,M43265-1-E.tif:3431-2699,8188,185.271,61,224,2655,3385,89,92,0.785,1.034,0.967,1.000
17,M43265-1-E.tif:4461-2162,1088080,185.945,33,243,1582,3992,1160,938,0.777,1.237,0.809,1.000
18,M43265-1-E.tif:4541-2811,271806,194.457,39,236,2557,4274,509,534,0.785,1.049,0.953,1.000
19,M43265-1-E.tif:4285-1572,133590,173.792,33,232,1463,3980,219,610,0.611,2.785,0.359,1.000
20,M43265-1-E.tif:5380-2216,152100,174.590,25,236,1709,5305,1014,150,0.353,6.760,0.148,1.000
