frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M42375-1-E.tif:1565-4588,1486800,181.887,28,241,3880,1040,1416,1050,0.768,1.349,0.742,1.000
2,M42375-1-E.tif:1618-3111,1853000,166.056,31,252,2261,1073,1700,1090,0.748,1.560,0.641,1.000
3,M42375-1-E.tif:1714-2372,26160,159.777,46,217,2318,1594,109,240,0.675,2.202,0.454,1.000
4,M42375-1-E.tif:1822-2488,61904,163.665,38,220,2415,1610,146,424,0.599,2.904,0.344,1.000
5,M42375-1-E.tif:1200-1143,116820,171.174,36,231,1025,953,236,495,0.687,2.097,0.477,1.000
6,M42375-1-E.tif:1527-1788,1316750,178.064,33,236,1216,952,1145,1150,0.785,1.004,0.996,1.000
7,M42375-1-E.tif:1174-2190,134708,166.070,35,234,1952,1033,476,283,0.735,1.682,0.595,1.000
8,M42375-1-E.tif:2852-3424,406788,202.953,54,237,3097,2541,654,622,0.785,1.051,0.951,1.000
9,M42375-1-E.tif:3303-3634,29172,196.601,70,230,3556,3210,156,187,0.779,1.199,0.834,1.000
10,M42375-1-E.tif:3272-4112,145550,197.280,53,237,3935,3067,355,410,0.781,1.155,0.866,1.000
11,M42375-1-E.tif:3553-3624,25254,194.119,62,229,3533,3484,183,138,0.770,1.326,0.754,1.000
12,M42375-1-E.tif:3898-3046,123876,190.586,31,248,2547,3836,999,124,0.309,8.056,0.124,1.000
