frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,M40603-2-(1)E.tif:3159-2364,17917200,207.950,0,255,705,459,3318,5400,6093.248,3743.962,90,0.741,1.627,0.614,1.000
2,M40603-2-(1)E.tif:3142-0562,209475,171.257,0,249,489,2430,147,1425,1607.940,165.872,90,0.266,9.694,0.103,1.000
