frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M40596-1-C.tif:0940-2832,1191888,219.540,0,255,2120,522,1424,837,0.732,1.701,0.588,1.000
2,M40596-1-C.tif:0724-1707,118755,216.402,12,255,1519,567,377,315,0.779,1.197,0.836,1.000
3,M40596-1-C.tif:1067-1876,75888,217.546,14,255,1690,965,372,204,0.719,1.824,0.548,1.000
4,M40596-1-C.tif:0883-0853,751688,217.822,5,255,419,450,868,866,0.785,1.002,0.998,1.000
5,M40596-1-C.tif:1520-0688,174570,211.939,8,254,435,1348,506,345,0.757,1.467,0.682,1.000
6,M40596-1-C.tif:1461-1867,490230,225.706,0,255,1282,1252,1170,419,0.610,2.792,0.358,1.000
7,M40596-1-C.tif:1567-3117,152456,219.116,28,255,2794,1449,646,236,0.616,2.737,0.365,1.000
8,M40596-1-C.tif:2144-3059,1210890,222.386,12,255,2607,1475,905,1338,0.756,1.478,0.676,1.000
9,M40596-1-C.tif:2061-2360,295740,221.488,8,255,2050,1823,620,477,0.772,1.300,0.769,1.000
10,M40596-1-C.tif:1927-1286,373458,221.684,8,255,822,1726,929,402,0.662,2.311,0.433,1.000
11,M40596-1-C.tif:2487-1047,507276,216.266,0,255,681,2141,732,693,0.785,1.056,0.947,1.000
12,M40596-1-C.tif:2539-2106,464088,222.130,9,255,1631,2295,951,488,0.704,1.949,0.513,1.000
13,M40596-1-C.tif:2868-2782,82416,195.132,8,255,2374,2818,816,101,0.308,8.079,0.124,1.000
