frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M41993-1-E.tif:0539-3563,57084,154.382,60,243,3429,433,268,213,0.775,1.258,0.795,1.000
2,M41993-1-E.tif:0522-3256,22464,154.714,51,229,3178,450,156,144,0.784,1.083,0.923,1.000
3,M41993-1-E.tif:0568-3004,44400,152.056,58,244,2930,418,148,300,0.695,2.027,0.493,1.000
4,M41993-1-E.tif:0578-2772,44992,155.570,54,237,2698,426,148,304,0.692,2.054,0.487,1.000
5,M41993-1-E.tif:0588-2557,27027,152.344,60,235,2463,517,189,143,0.770,1.322,0.757,1.000
6,M41993-1-E.tif:0590-2330,10296,150.657,60,241,2297,512,66,156,0.656,2.364,0.423,1.000
7,M41993-1-E.tif:0660-2080,90750,166.072,65,243,1959,473,242,375,0.749,1.550,0.645,1.000
8,M41993-1-E.tif:0536-1807,11430,153.905,60,236,1762,473,90,127,0.763,1.411,0.709,1.000
9,M41993-1-E.tif:0568-1642,21902,151.290,63,232,1595,452,94,233,0.643,2.479,0.403,1.000
10,M41993-1-E.tif:0548-1506,15857,145.437,63,226,1456,470,101,157,0.748,1.554,0.643,1.000
11,M41993-1-E.tif:0555-1335,18165,160.909,63,237,1283,469,105,173,0.738,1.648,0.607,1.000
12,M41993-1-E.tif:0552-1185,17441,156.749,63,237,1132,471,107,163,0.752,1.523,0.656,1.000
13,M41993-1-E.tif:0572-0912,18696,147.075,62,234,830,515,164,114,0.760,1.439,0.695,1.000
14,M41993-1-E.tif:0564-0638,17010,146.981,62,230,575,497,126,135,0.784,1.071,0.933,1.000
15,M41993-1-E.tif:0766-0751,17690,166.700,66,231,690,694,122,145,0.780,1.189,0.841,1.000
16,M41993-1-E.tif:0842-0979,29904,147.390,58,218,923,709,112,267,0.654,2.384,0.419,1.000
17,M41993-1-E.tif:0821-1185,11562,161.772,69,240,1138,760,94,123,0.771,1.309,0.764,1.000
18,M41993-1-E.tif:0787-1357,16800,166.657,69,235,1307,703,100,168,0.735,1.680,0.595,1.000
19,M41993-1-E.tif:0765-1518,12600,166.151,71,233,1443,723,150,84,0.723,1.786,0.560,1.000
20,M41993-1-E.tif:0706-1811,10890,164.658,69,247,1756,657,110,99,0.783,1.111,0.900,1.000
21,M41993-1-E.tif:0880-1704,40352,150.655,59,239,1607,776,194,208,0.784,1.072,0.933,1.000
22,M41993-1-E.tif:0914-1497,13356,163.126,55,237,1455,835,84,159,0.711,1.893,0.528,1.000
