frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M41913-1-C.tif:0001-0926,1235390,189.399,66,242,2603,374,1118,1105,0.785,1.012,0.988,1.000
2,M41913-1-C.tif:0002-0724,174510,203.580,101,234,2171,409,277,630,0.666,2.274,0.440,1.000
3,M41913-1-C.tif:0003-0830,1325972,211.356,94,249,458,352,1387,956,0.759,1.451,0.689,1.000
4,M41913-1-C.tif:0004-1296,141600,196.776,94,242,2039,1149,480,295,0.741,1.627,0.615,1.000
5,M41913-1-C.tif:0005-2193,2071912,173.988,55,249,2096,1559,1634,1268,0.773,1.289,0.776,1.000
6,M41913-1-C.tif:0006-1946,276675,205.124,110,241,1682,1559,357,775,0.678,2.171,0.461,1.000
7,M41913-1-C.tif:0007-2349,70855,201.493,112,242,1946,2158,185,383,0.690,2.070,0.483,1.000
8,M41913-1-C.tif:0008-2618,113256,208.390,116,238,1797,2475,396,286,0.765,1.385,0.722,1.000
9,M41913-1-C.tif:0009-2873,89466,213.175,100,250,1960,2818,806,111,0.334,7.261,0.138,1.000
10,M41913-1-C.tif:0010-1935,491625,172.009,60,243,1123,1418,475,1035,0.677,2.179,0.459,1.000
11,M41913-1-C.tif:0011-1605,352092,182.808,78,230,312,1383,793,444,0.723,1.786,0.560,1.000
12,M41913-1-C.tif:0012-2083,318354,187.150,69,234,739,1792,547,582,0.785,1.064,0.940,1.000
13,M41913-1-C.tif:0013-2186,78563,170.669,62,227,431,2030,251,313,0.776,1.247,0.802,1.000
14,M41913-1-C.tif:0014-2475,29568,204.410,121,234,643,2409,224,132,0.733,1.697,0.589,1.000
15,M41913-1-C.tif:0015-2704,32250,184.196,79,226,1242,2629,215,150,0.760,1.433,0.698,1.000
16,M41913-1-C.tif:0016-2671,134924,164.512,43,229,942,2493,379,356,0.785,1.065,0.939,1.000
17,M41913-1-C.tif:2706-0658,99600,166.553,57,227,492,2556,332,300,0.783,1.107,0.904,1.000
