frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M42393-1-E.tif:1588-4457,2075335,194.737,30,248,3686,916,1543,1345,0.782,1.147,0.872,1
2,M42393-1-E.tif:2302-4299,103974,189.008,77,242,4098,2173,403,258,0.748,1.562,0.64,1
3,M42393-1-E.tif:2776-4618,1219104,199.081,50,247,4006,2278,1224,996,0.777,1.229,0.814,1
4,M42393-1-E.tif:3118-3627,40068,187.473,79,243,3548,2992,159,252,0.745,1.585,0.631,1
5,M42393-1-E.tif:3236-2897,30340,199.065,78,242,2823,3134,148,205,0.765,1.385,0.722,1
6,M42393-1-E.tif:3200-2226,89512,204.648,80,244,2059,3066,334,268,0.776,1.246,0.802,1
7,M42393-1-E.tif:2698-2604,242400,211.789,97,246,2301,2498,606,400,0.752,1.515,0.66,1
8,M42393-1-E.tif:2316-2598,404808,204.914,91,247,2295,1982,606,668,0.784,1.102,0.907,1
9,M42393-1-E.tif:2564-2999,98252,212.634,113,244,2878,2361,242,406,0.735,1.678,0.596,1
10,M42393-1-E.tif:2234-2987,66744,203.632,103,239,2879,2080,216,309,0.761,1.431,0.699,1
11,M42393-1-E.tif:2247-3275,201960,212.705,98,246,3071,2000,408,495,0.778,1.213,0.824,1
12,M42393-1-E.tif:1684-2961,680466,210.462,76,249,2580,1238,762,893,0.78,1.172,0.853,1
13,M42393-1-E.tif:1433-2179,277472,204.919,76,245,1846,1225,667,416,0.743,1.603,0.624,1
14,M42393-1-E.tif:1797-1300,62920,197.641,95,244,1190,1654,220,286,0.772,1.3,0.769,1
15,M42393-1-E.tif:2138-1441,355558,199.384,78,248,1208,1757,466,763,0.74,1.637,0.611,1
16,M42393-1-E.tif:2547-1595,285776,202.969,61,242,1383,2210,424,674,0.745,1.59,0.629,1
17,M42393-1-E.tif:3761-3162,141680,208.223,55,251,2656,3691,1012,140,0.335,7.229,0.138,1
