 ,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,M41979.tif:0741-3532,77212,181.772,25,236,3433,547,199,388,437.811,224.547,90,0.704,1.950,0.513,1.000
2,M41979.tif:0717-3230,81750,171.373,9,240,3121,530,218,375,423.142,245.987,90,0.730,1.720,0.581,1.000
3,M41979.tif:0698-2880,199543,192.894,65,243,2689,438,383,521,587.886,432.169,90,0.767,1.360,0.735,1.000
4,M41979.tif:0763-2220,425425,187.444,38,249,1863,466,715,595,806.791,671.386,0,0.779,1.202,0.832,1.000
5,M41979.tif:0778-1068,773555,164.794,8,244,478,451,1181,655,1332.616,739.088,0,0.721,1.803,0.555,1.000
6,M41979.tif:1203-0632,22885,171.040,59,232,575,1104,115,199,224.547,129.764,90,0.729,1.730,0.578,1.000
7,M41979.tif:1387-0600,34716,154.834,59,231,534,1256,132,263,296.764,148.946,90,0.699,1.992,0.502,1.000
8,M41979.tif:1542-0716,59092,181.594,81,236,637,1355,158,374,422.014,178.284,90,0.656,2.367,0.422,1.000
9,M41979.tif:1277-0813,3150,185.732,100,231,788,1246,50,63,71.088,56.419,90,0.775,1.260,0.794,1.000
10,M41979.tif:1422-0961,17792,191.699,83,236,897,1353,128,139,156.845,144.433,90,0.784,1.086,0.921,1.000
11,M41979.tif:1411-1112,113970,177.261,50,239,981,1194,262,435,490.845,295.635,90,0.737,1.660,0.602,1.000
12,M41979.tif:1221-1175,15232,185.451,78,235,1119,1153,112,136,153.460,126.378,90,0.778,1.214,0.824,1.000
13,M41979.tif:1433-1493,168063,195.038,105,246,1308,1207,371,453,511.156,418.629,90,0.778,1.221,0.819,1.000
14,M41979.tif:1377-1993,203112,173.571,43,243,1811,1098,364,558,629.636,410.730,90,0.751,1.533,0.652,1.000
15,M41979.tif:1336-2441,170200,177.895,38,241,2256,1106,370,460,519.054,417.500,90,0.776,1.243,0.804,1.000
16,M41979.tif:1347-2929,171072,157.123,29,241,2731,1131,396,432,487.460,446.838,90,0.784,1.091,0.917,1.000
17,M41979.tif:1311-3440,154770,126.576,21,235,3273,1080,335,462,521.311,378.007,90,0.765,1.379,0.725,1.000
18,M41979.tif:1945-3555,153900,196.031,57,241,3405,1689,300,513,578.859,338.514,90,0.731,1.710,0.585,1.000
19,M41979.tif:1932-2952,239122,173.838,30,245,2731,1662,442,541,610.453,498.744,90,0.777,1.224,0.817,1.000
20,M41979.tif:2227-3090,31122,161.851,39,236,2973,2161,234,133,264.041,150.074,0,0.726,1.759,0.568,1.000
21,M41979.tif:1914-0680,68907,156.096,23,239,526,1803,309,223,348.669,251.629,0,0.765,1.386,0.722,1.000
22,M41979.tif:1911-1086,142952,163.071,28,240,872,1744,428,334,482.946,376.879,0,0.773,1.281,0.780,1.000
23,M41979.tif:1980-1704,136965,180.088,62,244,1506,1808,397,345,447.967,389.291,0,0.782,1.151,0.869,1.000
24,M41979.tif:1842-1938,8346,182.725,115,236,1885,1803,107,78,120.737,88.014,0,0.766,1.372,0.729,1.000
25,M41979.tif:1917-1951,12375,166.543,105,234,1889,1868,125,99,141.047,111.710,0,0.775,1.263,0.792,1.000
26,M41979.tif:2067-1993,48480,189.955,64,243,1892,1947,202,240,270.811,227.933,90,0.780,1.188,0.842,1.000
27,M41979.tif:1877-2359,212184,168.686,30,244,2107,1667,504,421,568.703,475.048,0,0.779,1.197,0.835,1.000
28,M41979.tif:1984-2572,11858,157.802,62,239,2512,1935,121,98,136.534,110.581,0,0.777,1.235,0.810,1.000
29,M41979.tif:2058-2583,7840,138.747,62,222,2534,2018,98,80,110.581,90.270,0,0.777,1.225,0.816,1.000
30,M41979.tif:2507-3448,198375,174.937,26,242,3161,2335,575,345,648.818,389.291,0,0.736,1.667,0.600,1.000
31,M41979.tif:2453-2947,4284,197.741,130,237,2913,2422,68,63,76.730,71.088,0,0.784,1.079,0.926,1.000
32,M41979.tif:2619-2942,7480,205.942,143,238,2898,2577,88,85,99.297,95.912,0,0.785,1.035,0.966,1.000
33,M41979.tif:2712-2985,360,195.272,129,234,2975,2703,20,18,22.568,20.311,0,0.783,1.111,0.900,1.000
34,M41979.tif:2804-2931,3922,179.247,106,236,2905,2767,53,74,83.500,59.804,90,0.764,1.396,0.716,1.000
35,M41979.tif:2778-3026,7954,180.848,87,236,2985,2730,82,97,109.453,92.527,90,0.780,1.183,0.845,1.000
36,M41979.tif:2808-3248,6208,171.580,72,236,3200,2776,97,64,109.453,72.216,0,0.752,1.516,0.660,1.000
37,M41979.tif:2619-2730,62675,212.249,52,246,2676,2332,109,575,648.818,122.993,90,0.421,5.275,0.190,1.000
38,M41979.tif:2394-2362,234171,180.131,24,245,2079,2188,567,413,639.791,466.021,0,0.766,1.373,0.728,1.000
39,M41979.tif:2570-2412,8549,135.619,52,226,2371,2519,83,103,116.223,93.655,90,0.776,1.241,0.806,1.000
40,M41979.tif:2677-1830,189540,180.689,46,251,1587,2482,486,390,548.392,440.068,0,0.776,1.246,0.802,1.000
41,M41979.tif:2427-1332,311339,163.508,24,243,1051,2151,563,553,635.277,623.994,0,0.785,1.018,0.982,1.000
42,M41979.tif:2653-0931,222762,165.572,28,236,525,2516,813,274,917.372,309.176,0,0.592,2.967,0.337,1.000
43,M41979.tif:2378-1033,28884,154.181,49,232,946,2295,174,166,196.338,187.311,0,0.785,1.048,0.954,1.000
44,M41979.tif:2256-0460,130678,150.673,28,244,167,2145,586,223,661.230,251.629,0,0.627,2.628,0.381,1.000
45,M41979.tif:2878-2269,66968,216.870,69,253,1889,2834,761,88,858.697,99.297,0,0.292,8.648,0.116,1.000
