frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M42403-1-E.tif:1123-4585,404140,205.772,25,244,4251,821,668,605,0.783,1.104,0.906,1
2,M42403-1-E.tif:1077-4034,2112,203.653,102,233,4018,1044,32,66,0.691,2.062,0.485,1
3,M42403-1-E.tif:0978-3403,76230,204.63,65,235,3298,797,210,363,0.729,1.729,0.579,1
4,M42403-1-E.tif:1297-2454,559215,210.214,70,244,2132,864,645,867,0.768,1.344,0.744,1
5,M42403-1-E.tif:1578-2888,89102,204.577,72,237,2739,1429,299,298,0.785,1.003,0.997,1
6,M42403-1-E.tif:1721-3545,323851,205.845,53,239,3296,1397,499,649,0.772,1.301,0.769,1
7,M42403-1-E.tif:1737-4672,264368,198.774,40,239,4406,1489,533,496,0.784,1.075,0.931,1
8,M42403-1-E.tif:2677-4608,409117,207.434,45,244,4309,2336,599,683,0.782,1.14,0.877,1
9,M42403-1-E.tif:2588-3579,239395,215.664,70,245,3262,2400,635,377,0.734,1.684,0.594,1
10,M42403-1-E.tif:3107-3695,99462,218.631,88,252,3514,2970,363,274,0.77,1.325,0.755,1
11,M42403-1-E.tif:2890-2701,111600,220.965,62,255,2589,2642,225,496,0.674,2.204,0.454,1
12,M42403-1-E.tif:2857-2195,90270,220.055,91,245,2068,2680,255,354,0.765,1.388,0.72,1
13,M42403-1-E.tif:3798-3048,134995,194.777,27,249,2541,3732,1015,133,0.322,7.632,0.131,1
14,M42403-1-E.tif:1480-1525,580800,217.175,76,248,1225,996,600,968,0.742,1.613,0.62,1
15,M42403-1-E.tif:2354-1490,397320,213.413,58,255,1275,1892,430,924,0.681,2.149,0.465,1
