frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M40519-1-A.tif:1201-5223,374535,167.577,28,239,5006,771,435,861,0.701,1.979,0.505,1.000
2,M40519-1-A.tif:2778-5481,4208490,200.881,0,255,4838,1143,1287,3270,0.637,2.541,0.394,1.000
3,M40519-1-A.tif:3125-4851,34036,170.358,37,234,4784,2998,134,254,0.710,1.896,0.528,1.000
4,M40519-1-A.tif:2984-4531,377406,162.320,30,241,4270,2623,522,723,0.765,1.385,0.722,1.000
5,M40519-1-A.tif:2975-3678,530376,203.458,39,248,3370,2545,616,861,0.764,1.398,0.715,1.000
6,M40519-1-A.tif:1247-4611,507636,188.665,33,238,4372,716,478,1062,0.672,2.222,0.450,1.000
7,M40519-1-A.tif:1274-4198,1193920,193.756,0,249,3834,454,728,1640,0.669,2.253,0.444,1.000
8,M40519-1-A.tif:1485-3800,1321824,187.220,30,242,3408,642,784,1686,0.681,2.151,0.465,1.000
9,M40519-1-A.tif:1496-3242,968448,187.492,21,243,2930,720,624,1552,0.643,2.487,0.402,1.000
10,M40519-1-A.tif:2156-2744,516912,181.886,21,243,2502,1622,484,1068,0.674,2.207,0.453,1.000
11,M40519-1-A.tif:1959-2465,53148,157.848,40,230,2362,1830,206,258,0.776,1.252,0.798,1.000
12,M40519-1-A.tif:2203-2478,57776,199.375,61,241,2386,2046,184,314,0.732,1.707,0.586,1.000
13,M40519-1-A.tif:1765-2663,147244,163.832,41,237,2532,1484,262,562,0.681,2.145,0.466,1.000
14,M40519-1-A.tif:3101-1717,6878961,205.172,0,255,351,1843,2733,2517,0.784,1.086,0.921,1.000
15,M40519-1-A.tif:3283-0648,1385100,213.551,0,255,243,2428,810,1710,0.685,2.111,0.474,1.000
16,M40519-1-A.tif:3869-0477,503478,221.702,42,243,228,3364,498,1011,0.695,2.030,0.493,1.000
17,M40519-1-A.tif:4049-0369,243162,220.255,72,241,198,3694,342,711,0.689,2.079,0.481,1.000
18,M40519-1-A.tif:1296-1155,64242,209.943,45,244,1031,1167,249,258,0.785,1.036,0.965,1.000
19,M40519-1-A.tif:1210-1761,100899,224.585,71,244,1595,1059,333,303,0.784,1.099,0.910,1.000
20,M40519-1-A.tif:0576-2067,444528,199.349,1,243,1038,468,2058,216,0.270,9.528,0.105,1.000
