frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M42402-1-E.tif:1035-4603,518247,193.483,25,240,4203,712,801,647,0.777,1.238,0.808,1.000
2,M42402-1-E.tif:0965-3735,39840,197.183,50,240,3655,841,160,249,0.748,1.556,0.643,1.000
3,M42402-1-E.tif:0815-2436,131984,195.126,42,233,2210,669,452,292,0.749,1.548,0.646,1.000
4,M42402-1-E.tif:1118-2909,342189,208.682,51,244,2620,823,579,591,0.785,1.021,0.980,1.000
5,M42402-1-E.tif:1104-1708,140250,210.395,48,244,1543,892,330,425,0.773,1.288,0.776,1.000
6,M42402-1-E.tif:2532-2734,123840,212.484,63,242,2562,2352,344,360,0.785,1.047,0.956,1.000
7,M42402-1-E.tif:2599-3772,540126,209.463,57,247,3367,2266,811,666,0.778,1.218,0.821,1.000
8,M42402-1-E.tif:2585-4777,178848,193.284,27,244,4570,2369,414,432,0.785,1.043,0.958,1.000
9,M42402-1-E.tif:3668-3074,181956,190.883,19,249,2560,3580,1028,177,0.394,5.808,0.172,1.000
10,M42402-1-E.tif:1403-3708,36751,207.128,89,239,3637,1275,143,257,0.722,1.797,0.556,1.000
11,M42402-1-E.tif:1871-4707,146304,195.100,22,243,4515,1681,384,381,0.785,1.008,0.992,1.000
