frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M43266-1-E.tif:1469-3476,235872,200.918,66,247,3332,1060,288,819,0.605,2.844,0.352,1.000
2,M43266-1-E.tif:1286-2741,36456,191.026,70,243,2679,1139,124,294,0.655,2.371,0.422,1.000
3,M43266-1-E.tif:1373-2534,178200,195.566,57,243,2354,1126,360,495,0.766,1.375,0.727,1.000
4,M43266-1-E.tif:1271-2270,96382,191.691,82,234,2127,1103,286,337,0.780,1.178,0.849,1.000
5,M43266-1-E.tif:1369-1216,291708,191.979,63,241,883,1150,666,438,0.752,1.521,0.658,1.000
6,M43266-1-E.tif:1927-0972,41080,197.614,85,235,893,1797,158,260,0.739,1.646,0.608,1.000
7,M43266-1-E.tif:2378-1593,145230,199.971,73,246,1476,2069,235,618,0.627,2.630,0.380,1.000
8,M43266-1-E.tif:2436-2294,42900,198.671,89,244,2216,2299,156,275,0.726,1.763,0.567,1.000
9,M43266-1-E.tif:2152-2507,74448,191.022,69,241,2375,2011,264,282,0.785,1.068,0.936,1.000
10,M43266-1-E.tif:2446-3436,32640,191.575,78,239,3356,2344,160,204,0.774,1.275,0.784,1.000
11,M43266-1-E.tif:3312-3582,46927,194.637,79,246,3499,3172,167,281,0.735,1.683,0.594,1.000
12,M43266-1-E.tif:3059-3458,21054,204.052,90,241,3415,2938,87,242,0.611,2.782,0.360,1.000
13,M43266-1-E.tif:3176-3370,26059,193.117,68,239,3319,3050,103,253,0.646,2.456,0.407,1.000
14,M43266-1-E.tif:3126-3301,27965,184.367,68,237,3242,3009,119,235,0.701,1.975,0.506,1.000
15,M43266-1-E.tif:3215-3082,136890,185.015,65,242,2887,3040,390,351,0.783,1.111,0.900,1.000
16,M43266-1-E.tif:3452-3086,72158,184.240,72,242,2921,3343,331,218,0.752,1.518,0.659,1.000
17,M43266-1-E.tif:3581-3134,35145,189.697,81,238,3028,3499,213,165,0.773,1.291,0.775,1.000
18,M43266-1-E.tif:3600-3319,45925,198.429,79,244,3236,3463,167,275,0.739,1.647,0.607,1.000
19,M43266-1-E.tif:3764-3189,52812,191.971,65,238,3026,3683,326,162,0.697,2.012,0.497,1.000
20,M43266-1-E.tif:4336-2803,53880,204.262,76,246,2743,4112,120,449,0.523,3.742,0.267,1.000
21,M43266-1-E.tif:4353-2469,49104,196.948,85,242,2407,4155,124,396,0.571,3.194,0.313,1.000
22,M43266-1-E.tif:4283-2139,22672,185.930,77,240,2087,4174,104,218,0.687,2.096,0.477,1.000
23,M43266-1-E.tif:4305-1851,30688,195.374,76,243,1795,4168,112,274,0.647,2.446,0.409,1.000
24,M43266-1-E.tif:4306-1564,22784,180.482,67,237,1520,4178,89,256,0.601,2.876,0.348,1.000
25,M43266-1-E.tif:3285-0970,33696,196.632,76,243,916,3129,108,312,0.600,2.889,0.346,1.000
26,M43266-1-E.tif:3290-1258,52644,197.475,84,242,1151,3167,214,246,0.782,1.150,0.870,1.000
27,M43266-1-E.tif:3434-1876,78183,182.544,58,235,1767,3256,219,357,0.740,1.630,0.613,1.000
28,M43266-1-E.tif:3388-2151,121079,176.892,58,237,1980,3212,343,353,0.785,1.029,0.972,1.000
29,M43266-1-E.tif:5120-2172,158080,179.460,43,246,1652,5044,1040,152,0.350,6.842,0.146,1.000
