frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M41209-1-E.tif:0945-4978,1953916,181.035,24,253,4317,206,1322,1478,0.783,1.118,0.894,1.000
2,M41209-1-E.tif:0468-3768,345432,184.393,69,247,3379,246,778,444,0.727,1.752,0.571,1.000
3,M41209-1-E.tif:0565-2979,415296,199.725,105,255,2643,256,672,618,0.784,1.087,0.920,1.000
4,M41209-1-E.tif:1123-3537,381616,210.558,70,254,3293,732,488,782,0.743,1.602,0.624,1.000
5,M41209-1-E.tif:1916-3899,495360,198.052,74,255,3641,1436,516,960,0.714,1.860,0.538,1.000
6,M41209-1-E.tif:2278-4881,1659960,194.606,36,255,4086,1756,1590,1044,0.752,1.523,0.657,1.000
7,M41209-1-E.tif:3425-4192,5057472,187.275,30,255,2708,2573,2968,1704,0.728,1.742,0.574,1.000
8,M41209-1-E.tif:3211-2450,240832,211.478,122,255,2308,2787,284,848,0.590,2.986,0.335,1.000
9,M41209-1-E.tif:3634-1487,521220,193.350,77,253,976,3379,1022,510,0.698,2.004,0.499,1.000
10,M41209-1-E.tif:2976-1405,651924,203.709,76,254,808,2703,1194,546,0.676,2.187,0.457,1.000
11,M41209-1-E.tif:2073-2857,1238416,221.095,113,255,2364,1445,986,1256,0.774,1.274,0.785,1.000
12,M41209-1-E.tif:1028-2570,318432,219.749,135,255,2322,707,496,642,0.772,1.294,0.773,1.000
13,M41209-1-E.tif:0644-2039,605820,207.476,92,252,1600,299,878,690,0.774,1.272,0.786,1.000
14,M41209-1-E.tif:1593-1407,3921786,204.421,49,255,450,569,1914,2049,0.784,1.071,0.934,1.000
15,M41209-1-E.tif:4100-2398,144486,196.801,22,248,1875,4031,1047,138,0.323,7.587,0.132,1.000
