frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M42385-1-E.tif:0001-0958,146642,199.201,71,248,4633,797,454,323,0.763,1.406,0.711,1.000
2,M42385-1-E.tif:0002-1008,201096,193.867,47,239,1208,809,504,399,0.775,1.263,0.792,1.000
3,M42385-1-E.tif:0003-1858,2902667,208.165,0,255,1830,1370,2971,977,0.585,3.041,0.329,1.000
4,M42385-1-E.tif:0004-1815,89816,205.265,98,244,1345,1712,436,206,0.685,2.117,0.472,1.000
5,M42385-1-E.tif:0005-3041,552982,208.022,19,252,4446,2553,566,977,0.730,1.726,0.579,1.000
6,M42385-1-E.tif:0006-2773,708435,217.044,90,253,2808,2546,1557,455,0.550,3.422,0.292,1.000
7,M42385-1-E.tif:0007-2817,268240,217.405,92,251,1949,2578,560,479,0.781,1.169,0.855,1.000
8,M42385-1-E.tif:0008-2861,162656,201.732,22,246,1388,2677,442,368,0.779,1.201,0.833,1.000
9,M42385-1-E.tif:0009-2808,116314,199.101,7,238,990,2621,311,374,0.779,1.203,0.832,1.000
10,M42385-1-E.tif:0010-3922,209348,195.805,25,253,2665,3823,1052,199,0.420,5.286,0.189,1.000
