frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M43307-0.tif:0514-1378,33755,159.786,46,197,1271,436,215,157,0.766,1.369,0.73,1
2,M43307-0.tif:0486-0922,121572,162.534,41,208,724,333,396,307,0.773,1.29,0.775,1
3,M43307-0.tif:0848-0890,86614,155.307,44,215,720,721,341,254,0.769,1.343,0.745,1
4,M43307-0.tif:0698-1425,21460,152.673,45,184,1333,640,185,116,0.744,1.595,0.627,1
5,M43307-0.tif:0866-1283,11400,154.896,47,189,1207,829,152,75,0.695,2.027,0.493,1
6,M43307-0.tif:0933-1507,1664,148.584,61,188,1494,901,26,64,0.645,2.462,0.406,1
7,M43307-0.tif:0956-1355,4743,133.319,49,196,1309,931,93,51,0.719,1.824,0.548,1
8,M43307-0.tif:1020-1145,80676,161.035,45,202,983,896,324,249,0.772,1.301,0.769,1
9,M43307-0.tif:1373-0827,123933,158.429,42,211,664,1184,327,379,0.781,1.159,0.863,1
10,M43307-0.tif:1389-1331,169050,161.684,45,207,1086,1217,490,345,0.762,1.42,0.704,1
11,M43307-0.tif:1662-1165,15600,155.952,55,196,1009,1637,312,50,0.374,6.24,0.16,1
