frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M40637-1-E.tif:0477-5656,73059,201.937,33,244,5583,229,147,497,0.553,3.381,0.296,1.000
2,M40637-1-E.tif:1057-5620,50553,187.782,50,238,5552,873,137,369,0.620,2.693,0.371,1.000
3,M40637-1-E.tif:1850-5585,237120,191.095,34,243,5455,1394,260,912,0.542,3.508,0.285,1.000
4,M40637-1-E.tif:2488-5486,52514,183.727,50,242,5316,2411,341,154,0.673,2.214,0.452,1.000
5,M40637-1-E.tif:2778-5449,96280,173.155,32,241,5242,2662,415,232,0.723,1.789,0.559,1.000
6,M40637-1-E.tif:3100-5483,46200,184.854,41,236,5373,2995,220,210,0.785,1.048,0.955,1.000
7,M40637-1-E.tif:3407-5527,45650,171.647,51,238,5390,3324,275,166,0.737,1.657,0.604,1.000
8,M40637-1-E.tif:3716-5514,52032,169.003,2,223,5379,3620,271,192,0.763,1.411,0.708,1.000
9,M40637-1-E.tif:3990-5518,43263,179.350,34,224,5414,3887,209,207,0.785,1.010,0.990,1.000
10,M40637-1-E.tif:3930-5185,39198,173.396,41,224,5116,3789,139,282,0.695,2.029,0.493,1.000
11,M40637-1-E.tif:3660-5188,22896,176.392,31,232,5082,3606,212,108,0.702,1.963,0.509,1.000
12,M40637-1-E.tif:3421-4987,83394,175.571,27,238,4818,3298,339,246,0.766,1.378,0.726,1.000
13,M40637-1-E.tif:3092-5186,44352,175.625,31,231,5102,2960,168,264,0.747,1.571,0.636,1.000
14,M40637-1-E.tif:0715-5118,808864,184.719,0,249,4750,166,736,1099,0.755,1.493,0.670,1.000
15,M40637-1-E.tif:1659-5069,305547,187.121,26,244,4811,1364,517,591,0.782,1.143,0.875,1.000
16,M40637-1-E.tif:2297-5013,246751,188.423,4,241,4735,2076,557,443,0.775,1.257,0.795,1.000
17,M40637-1-E.tif:2728-4941,80100,168.829,17,241,4791,2595,300,267,0.783,1.124,0.890,1.000
18,M40637-1-E.tif:3039-4893,50677,187.541,24,233,4800,2904,187,271,0.759,1.449,0.690,1.000
19,M40637-1-E.tif:3864-4893,101248,173.341,30,239,4781,3638,224,452,0.696,2.018,0.496,1.000
20,M40637-1-E.tif:3826-4253,58900,181.576,29,238,4191,3589,124,475,0.516,3.831,0.261,1.000
21,M40637-1-E.tif:3951-3936,21681,178.253,53,236,3827,3902,219,99,0.674,2.212,0.452,1.000
22,M40637-1-E.tif:3676-3939,54054,170.706,33,240,3824,3559,231,234,0.785,1.013,0.987,1.000
23,M40637-1-E.tif:3250-4302,92933,186.912,39,245,4203,3017,199,467,0.658,2.347,0.426,1.000
24,M40637-1-E.tif:3278-3949,53590,190.506,40,245,3834,3162,230,233,0.785,1.013,0.987,1.000
25,M40637-1-E.tif:2959-3924,75604,182.201,39,251,3694,2877,461,164,0.608,2.811,0.356,1.000
26,M40637-1-E.tif:2572-3876,136416,183.353,33,246,3673,2404,406,336,0.778,1.208,0.828,1.000
27,M40637-1-E.tif:2604-4250,113088,177.356,23,243,4136,2356,228,496,0.678,2.175,0.460,1.000
28,M40637-1-E.tif:2232-3676,334985,195.709,26,248,3395,1935,563,595,0.785,1.057,0.946,1.000
29,M40637-1-E.tif:1648-3424,521892,193.268,20,252,2826,1430,1197,436,0.615,2.745,0.364,1.000
30,M40637-1-E.tif:1955-4287,143646,185.858,33,242,4153,1688,269,534,0.700,1.985,0.504,1.000
31,M40637-1-E.tif:1336-4281,98946,170.735,23,240,4162,1129,239,414,0.729,1.732,0.577,1.000
32,M40637-1-E.tif:1213-3937,19760,184.061,54,236,3861,1148,152,130,0.781,1.169,0.855,1.000
33,M40637-1-E.tif:1215-3514,82398,170.081,13,243,3293,1122,443,186,0.654,2.382,0.420,1.000
34,M40637-1-E.tif:1172-2956,57585,181.737,25,242,2782,1090,349,165,0.685,2.115,0.473,1.000
35,M40637-1-E.tif:0845-2900,37728,184.730,23,245,2769,773,262,144,0.719,1.819,0.550,1.000
36,M40637-1-E.tif:0834-3253,37962,190.071,36,239,3168,723,171,222,0.772,1.298,0.770,1.000
37,M40637-1-E.tif:0699-3509,115735,198.668,25,252,3363,502,293,395,0.768,1.348,0.742,1.000
38,M40637-1-E.tif:0832-3965,24585,179.382,43,237,3891,750,149,165,0.783,1.107,0.903,1.000
39,M40637-1-E.tif:0625-4351,217932,196.923,18,247,4208,244,286,762,0.623,2.664,0.375,1.000
40,M40637-1-E.tif:0258-3887,42900,206.610,44,248,3816,108,143,300,0.687,2.098,0.477,1.000
41,M40637-1-E.tif:0335-3617,60030,192.696,42,249,3445,248,345,174,0.700,1.983,0.504,1.000
