frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M40517-1-E.tif:2360-5058,3532248,191.600,8,250,4437,938,1242,2844,0.665,2.290,0.437,1.000
2,M40517-1-E.tif:2607-3906,1438794,195.189,39,246,3507,1706,798,1803,0.668,2.259,0.443,1.000
3,M40517-1-E.tif:1889-2656,75060,161.823,54,232,2448,1799,417,180,0.662,2.317,0.432,1.000
4,M40517-1-E.tif:2240-2665,577530,199.854,43,244,2247,1895,837,690,0.778,1.213,0.824,1.000
5,M40517-1-E.tif:2616-2503,40095,191.169,54,242,2382,2534,243,165,0.757,1.473,0.679,1.000
6,M40517-1-E.tif:1901-2224,146376,196.139,47,244,2064,1673,321,456,0.762,1.421,0.704,1.000
7,M40517-1-E.tif:2178-2149,438633,206.242,11,250,1905,1730,489,897,0.717,1.834,0.545,1.000
8,M40517-1-E.tif:2913-2502,30528,177.081,12,251,2406,2834,192,159,0.778,1.208,0.828,1.000
9,M40517-1-E.tif:2729-2439,79380,193.098,52,242,2292,2594,294,270,0.784,1.089,0.918,1.000
10,M40517-1-E.tif:2400-1911,588924,208.816,11,250,1569,1970,684,861,0.775,1.259,0.794,1.000
11,M40517-1-E.tif:2744-1687,2421090,208.468,11,255,864,2009,1647,1470,0.783,1.120,0.893,1.000
12,M40517-1-E.tif:2775-1087,144261,215.106,57,245,882,2600,411,351,0.781,1.171,0.854,1.000
13,M40517-1-E.tif:1830-0765,161586,203.517,47,244,624,1544,282,573,0.694,2.032,0.492,1.000
14,M40517-1-E.tif:1962-1480,97335,194.710,51,242,1323,1808,315,309,0.785,1.019,0.981,1.000
15,M40517-1-E.tif:1811-1297,499950,192.145,11,249,885,1508,825,606,0.767,1.361,0.735,1.000
16,M40517-1-E.tif:1812-0903,7426,190.926,66,239,880,1733,47,158,0.555,3.362,0.297,1.000
17,M40517-1-E.tif:1586-0889,21680,164.606,53,239,849,1451,80,271,0.553,3.387,0.295,1.000
18,M40517-1-E.tif:1464-0789,31390,199.208,48,254,716,1357,146,215,0.757,1.473,0.679,1.000
19,M40517-1-E.tif:1239-0847,122668,186.445,12,251,679,1057,337,364,0.784,1.080,0.926,1.000
20,M40517-1-E.tif:1221-0513,95976,196.465,83,243,374,1049,279,344,0.777,1.233,0.811,1.000
21,M40517-1-E.tif:0872-1005,374405,186.848,42,244,642,615,727,515,0.763,1.412,0.708,1.000
22,M40517-1-E.tif:0998-1551,114036,175.815,47,236,1330,869,442,258,0.731,1.713,0.584,1.000
23,M40517-1-E.tif:1389-1580,109175,179.085,21,238,1443,1191,275,397,0.760,1.444,0.693,1.000
24,M40517-1-E.tif:4146-4576,581664,153.348,16,241,3580,4000,1992,292,0.350,6.822,0.147,1.000
