frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M42398-1-E.tif:1232-4637,216194,162.929,16,255,4479,891,317,682,0.681,2.151,0.465,1
2,M42398-1-E.tif:1219-4217,271395,172.561,20,255,3973,942,489,555,0.782,1.135,0.881,1
3,M42398-1-E.tif:1017-3267,88972,179.025,61,247,3079,899,377,236,0.744,1.597,0.626,1
4,M42398-1-E.tif:1440-3179,136320,182.654,44,255,3002,1248,355,384,0.784,1.082,0.924,1
5,M42398-1-E.tif:1428-2706,84783,187.259,41,252,2618,1189,177,479,0.619,2.706,0.37,1
6,M42398-1-E.tif:2971-1456,543774,186.335,31,251,1033,2650,847,642,0.771,1.319,0.758,1
7,M42398-1-E.tif:3016-2095,131838,196.342,68,247,1945,2797,301,438,0.758,1.455,0.687,1
8,M42398-1-E.tif:2670-2383,96950,188.902,44,251,2245,2495,277,350,0.775,1.264,0.791,1
9,M42398-1-E.tif:2755-3139,895116,195.654,46,255,2755,2173,769,1164,0.753,1.514,0.661,1
10,M42398-1-E.tif:2512-3503,42000,192.268,124,244,3383,2425,240,175,0.766,1.371,0.729,1
11,M42398-1-E.tif:2549-4372,1531314,172.808,8,255,3843,1826,1059,1446,0.767,1.365,0.732,1
12,M42398-1-E.tif:3819-3180,158727,184.618,22,255,2675,3741,1011,157,0.366,6.439,0.155,1
