frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M41638-1-E.tif:1718-3315,1387161,186.592,0,238,2653,937,1324,1562,0.770,1.245,0.803,0.945
2,M41638-1-E.tif:1480-1941,677023,163.038,0,255,1399,983,1084,994,0.485,1.568,0.638,0.827
3,M41638-1-E.tif:1216-1300,153011,169.973,0,220,1071,1017,458,398,0.859,1.264,0.791,0.985
4,M41638-1-E.tif:1728-1162,76260,174.826,48,217,977,1569,370,318,0.760,1.186,0.843,0.940
5,M41638-1-E.tif:1976-0979,68157,168.253,0,213,781,1813,396,326,0.700,2.139,0.468,0.923
6,M41638-1-E.tif:2302-2198,752078,191.486,2,244,1423,1855,1550,894,0.484,2.015,0.496,0.798
7,M41638-1-E.tif:2905-1214,753666,168.497,11,221,576,2351,1276,1108,0.570,2.105,0.475,0.879
8,M41638-1-E.tif:3408-3016,1875534,186.584,2,234,1938,2654,2156,1508,0.549,1.829,0.547,0.853
9,M41638-1-E.tif:3835-3631,351291,177.040,22,219,3184,3478,894,714,0.594,1.546,0.647,0.851
10,M41638-1-E.tif:3526-1172,258535,165.315,0,238,762,3176,820,700,0.530,3.023,0.331,0.803
11,M41638-1-E.tif:4117-2059,62341,189.761,96,231,1928,3942,262,350,0.745,1.578,0.634,0.910
12,M41638-1-E.tif:4218-1065,283679,175.997,6,222,690,3942,750,552,0.589,1.805,0.554,0.872
13,M41638-1-E.tif:4801-2503,1788788,187.105,0,253,1226,4336,2554,930,0.454,2.881,0.347,0.884
14,M41638-1-E.tif:4573-3787,217228,193.389,1,253,3538,4292,498,562,0.670,1.303,0.767,0.903
15,M41638-1-E.tif:4847-0911,181976,181.471,68,215,636,4616,550,462,0.745,1.316,0.760,0.940
16,M41638-1-E.tif:2323-4153,148128,193.433,0,239,4073,1791,160,1064,0.330,7.424,0.135,0.985
