frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M41317-1-E.tif:1124-2800,1841616,217.154,77,243,1918,602,1764,1044,0.734,1.690,0.592,1.000
2,M41317-1-E.tif:1837-3287,266060,220.802,88,242,3022,1586,530,502,0.785,1.056,0.947,1.000
3,M41317-1-E.tif:2308-3651,206664,210.896,76,240,3414,2090,474,436,0.784,1.087,0.920,1.000
4,M41317-1-E.tif:2455-2779,408116,216.764,70,241,2382,2198,794,514,0.749,1.545,0.647,1.000
5,M41317-1-E.tif:1905-2510,267528,216.913,88,242,2196,1692,628,426,0.757,1.474,0.678,1.000
6,M41317-1-E.tif:2506-1862,453440,220.420,84,244,1426,2246,872,520,0.735,1.677,0.596,1.000
7,M41317-1-E.tif:1810-1743,370352,219.525,86,244,1450,1494,586,632,0.784,1.078,0.927,1.000
8,M41317-1-E.tif:1338-1048,1932432,219.459,85,247,286,704,1524,1268,0.779,1.202,0.832,1.000
9,M41317-1-E.tif:2250-0522,193248,222.950,98,239,324,2006,396,488,0.777,1.232,0.811,1.000
10,M41317-1-E.tif:2771-0830,1168392,217.298,77,255,296,2224,1068,1094,0.785,1.024,0.976,1.000
11,M41317-1-E.tif:2192-1256,67456,209.922,83,240,1120,2068,272,248,0.784,1.097,0.912,1.000
12,M41317-1-E.tif:3789-0759,842996,221.891,83,242,220,3398,1078,782,0.766,1.379,0.725,1.000
13,M41317-1-E.tif:3568-1482,183040,219.900,101,242,1222,3392,520,352,0.756,1.477,0.677,1.000
14,M41317-1-E.tif:3735-2070,480480,212.771,73,239,1758,3350,624,770,0.777,1.234,0.810,1.000
15,M41317-1-E.tif:3550-2984,849728,204.929,57,239,2416,3176,1136,748,0.752,1.519,0.658,1.000
16,M41317-1-E.tif:3568-3863,559800,208.348,68,243,3552,3118,622,900,0.759,1.447,0.691,1.000
17,M41317-1-E.tif:4354-3800,506544,205.294,65,238,3454,3988,692,732,0.785,1.058,0.945,1.000
18,M41317-1-E.tif:4059-3250,108976,207.751,69,239,3054,3920,392,278,0.763,1.410,0.709,1.000
19,M41317-1-E.tif:4487-3018,274392,206.666,72,239,2796,4178,444,618,0.764,1.392,0.718,1.000
20,M41317-1-E.tif:4593-2507,224580,208.250,76,239,2310,4308,394,570,0.759,1.447,0.691,1.000
21,M41317-1-E.tif:4577-1877,532324,202.699,60,240,1500,4224,754,706,0.785,1.068,0.936,1.000
22,M41317-1-E.tif:5237-1758,190968,208.560,82,240,1612,4910,292,654,0.670,2.240,0.446,1.000
23,M41317-1-E.tif:5279-2212,353904,198.583,62,235,1920,4976,584,606,0.785,1.038,0.964,1.000
24,M41317-1-E.tif:5240-2835,254064,191.525,64,231,2598,4972,474,536,0.782,1.131,0.884,1.000
25,M41317-1-E.tif:5210-3593,749480,204.506,59,238,3136,4800,914,820,0.783,1.115,0.897,1.000
26,M41317-1-E.tif:5214-1327,393120,210.380,67,237,1054,4854,546,720,0.771,1.319,0.758,1.000
27,M41317-1-E.tif:4609-0743,791028,216.052,79,243,232,4222,1022,774,0.770,1.320,0.757,1.000
28,M41317-1-E.tif:5672-2802,157472,209.725,76,241,2284,5596,1036,152,0.351,6.816,0.147,1.000
