frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M41663-1-E.tif:1168-4119,630665,201.998,31,253,3472,925,1295,487,0.624,2.659,0.376,1.000
2,M41663-1-E.tif:1143-3074,473290,204.076,21,253,2571,908,1007,470,0.682,2.143,0.467,1.000
3,M41663-1-E.tif:1723-3988,94734,198.447,36,253,3850,1552,277,342,0.777,1.235,0.810,1.000
4,M41663-1-E.tif:1996-3486,136468,202.261,48,251,3268,1840,436,313,0.764,1.393,0.718,1.000
5,M41663-1-E.tif:2406-2862,533092,211.414,28,253,2621,1853,482,1106,0.664,2.295,0.436,1.000
6,M41663-1-E.tif:2482-2567,150890,205.066,28,250,2370,2291,395,382,0.785,1.034,0.967,1.000
7,M41663-1-E.tif:2884-2563,236376,207.668,41,249,2311,2650,504,469,0.784,1.075,0.931,1.000
8,M41663-1-E.tif:2586-1389,1750788,200.160,16,252,606,2027,1566,1118,0.764,1.401,0.714,1.000
9,M41663-1-E.tif:3418-3081,86506,205.487,31,249,2952,3251,259,334,0.773,1.290,0.775,1.000
10,M41663-1-E.tif:3405-3713,239800,210.444,44,249,3438,3187,550,436,0.775,1.261,0.793,1.000
11,M41663-1-E.tif:2606-4044,247865,201.993,40,250,3822,2328,445,557,0.776,1.252,0.799,1.000
12,M41663-1-E.tif:2836-4640,1022588,196.359,21,253,4227,2217,826,1238,0.754,1.499,0.667,1.000
13,M41663-1-E.tif:1479-1429,303732,201.184,26,250,1143,1214,572,531,0.784,1.077,0.928,1.000
14,M41663-1-E.tif:3650-2077,141856,182.923,4,254,1581,3579,992,143,0.346,6.937,0.144,1.000
