frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M41480-1-E.tif:3559-4781,300672,179.086,48,227,4433,3343,696,432,0.742,1.611,0.621,1.000
2,M41480-1-E.tif:3555-4060,175950,184.354,69,227,3853,3343,414,425,0.785,1.027,0.974,1.000
3,M41480-1-E.tif:3584-3389,319158,196.681,79,234,3032,3361,714,447,0.744,1.597,0.626,1.000
4,M41480-1-E.tif:3566-2718,182546,194.655,78,232,2512,3345,413,442,0.784,1.070,0.934,1.000
5,M41480-1-E.tif:3592-2126,106920,184.039,72,226,1928,3457,396,270,0.757,1.467,0.682,1.000
6,M41480-1-E.tif:3570-1664,184526,190.814,57,227,1485,3313,359,514,0.761,1.432,0.698,1.000
7,M41480-1-E.tif:3688-1258,76800,185.252,81,226,1130,3538,256,300,0.780,1.172,0.853,1.000
8,M41480-1-E.tif:3386-1047,72850,174.044,67,215,892,3269,310,235,0.771,1.319,0.758,1.000
9,M41480-1-E.tif:2874-1259,409590,169.291,49,214,952,2541,615,666,0.784,1.083,0.923,1.000
10,M41480-1-E.tif:2976-2210,679224,187.616,65,231,1664,2665,1092,622,0.726,1.756,0.570,1.000
11,M41480-1-E.tif:3057-2998,78648,188.269,68,231,2882,2888,232,339,0.758,1.461,0.684,1.000
12,M41480-1-E.tif:2975-3415,152096,190.396,71,232,3221,2779,388,392,0.785,1.010,0.990,1.000
13,M41480-1-E.tif:3024-3832,46866,182.023,67,226,3725,2915,214,219,0.785,1.023,0.977,1.000
14,M41480-1-E.tif:2690-3975,106752,182.772,36,229,3767,2562,417,256,0.740,1.629,0.614,1.000
15,M41480-1-E.tif:2660-4643,1029435,163.071,34,231,4093,2193,1101,935,0.780,1.178,0.849,1.000
16,M41480-1-E.tif:1798-4751,513004,160.193,46,221,4288,1521,926,554,0.736,1.671,0.598,1.000
17,M41480-1-E.tif:1868-3468,1028128,158.095,41,236,2746,1512,1444,712,0.695,2.028,0.493,1.000
18,M41480-1-E.tif:2579-3271,344379,196.699,81,246,2915,2338,713,483,0.756,1.476,0.677,1.000
19,M41480-1-E.tif:2160-2200,947580,160.738,37,239,1690,1696,1020,929,0.784,1.098,0.911,1.000
20,M41480-1-E.tif:2341-1398,110668,159.651,48,215,1209,2195,379,292,0.772,1.298,0.770,1.000
21,M41480-1-E.tif:2291-0985,81792,157.231,51,224,793,2185,384,213,0.721,1.803,0.555,1.000
22,M41480-1-E.tif:1902-1069,66150,150.543,44,207,947,1767,245,270,0.784,1.102,0.907,1.000
23,M41480-1-E.tif:1892-1438,79722,139.313,43,217,1284,1763,309,258,0.779,1.198,0.835,1.000
24,M41480-1-E.tif:1240-1217,564893,164.745,44,236,818,887,799,707,0.782,1.130,0.885,1.000
25,M41480-1-E.tif:1255-2371,734136,144.513,27,231,1828,917,1086,676,0.743,1.607,0.622,1.000
26,M41480-1-E.tif:1140-3339,226730,161.613,39,226,3052,943,574,395,0.759,1.453,0.688,1.000
27,M41480-1-E.tif:1116-4451,774774,163.650,43,229,3742,843,1419,546,0.630,2.599,0.385,1.000
28,M41480-1-E.tif:4152-3564,178524,205.527,66,246,3051,4065,1026,174,0.389,5.897,0.170,1.000
