frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M41587-1-E.tif:1092-4881,626672,193.251,34,245,4457,723,848,739,0.782,1.147,0.871,1
2,M41587-1-E.tif:0876-4377,30625,199.609,63,238,4255,814,245,125,0.703,1.96,0.51,1
3,M41587-1-E.tif:0937-3652,552299,180.246,16,247,3227,613,851,649,0.771,1.311,0.763,1
4,M41587-1-E.tif:0773-2593,152874,199.893,48,237,2370,602,447,342,0.771,1.307,0.765,1
5,M41587-1-E.tif:1785-2066,4518780,168.396,0,247,953,770,2226,2030,0.784,1.097,0.912,1
6,M41587-1-E.tif:0936-1367,421824,160.441,12,232,1055,598,624,676,0.784,1.083,0.923,1
7,M41587-1-E.tif:1552-2699,110112,167.694,29,240,2477,1428,444,248,0.722,1.79,0.559,1
8,M41587-1-E.tif:1562-3133,94800,182.396,13,246,2983,1404,300,316,0.785,1.053,0.949,1
9,M41587-1-E.tif:1506-3537,89440,191.882,48,237,3365,1376,344,260,0.77,1.323,0.756,1
10,M41587-1-E.tif:1776-3614,43076,189.529,83,230,3493,1687,242,178,0.767,1.36,0.736,1
11,M41587-1-E.tif:2231-2912,821788,181.166,5,249,2421,1813,983,836,0.78,1.176,0.85,1
12,M41587-1-E.tif:2593-2692,78447,187.095,39,238,2527,2475,331,237,0.764,1.397,0.716,1
13,M41587-1-E.tif:3208-1119,185402,135.753,18,224,976,2885,287,646,0.669,2.251,0.444,1
14,M41587-1-E.tif:3338-1605,206388,160.941,17,237,1385,3104,441,468,0.785,1.061,0.942,1
15,M41587-1-E.tif:3344-2373,1284666,182.08,15,247,1800,2784,1146,1121,0.785,1.022,0.978,1
16,M41587-1-E.tif:3589-3259,478296,184.521,17,242,2967,3180,584,819,0.763,1.402,0.713,1
17,M41587-1-E.tif:3637-3721,115621,191.915,13,231,3595,3409,253,457,0.721,1.806,0.554,1
18,M41587-1-E.tif:3586-4117,310170,190.884,25,244,3906,3219,422,735,0.728,1.742,0.574,1
19,M41587-1-E.tif:3129-3984,159000,191.561,35,238,3825,2879,318,500,0.747,1.572,0.636,1
20,M41587-1-E.tif:3374-4620,419604,158.151,2,235,4401,2895,438,958,0.676,2.187,0.457,1
21,M41587-1-E.tif:3573-5085,175426,169.589,25,234,4902,3334,367,478,0.772,1.302,0.768,1
22,M41587-1-E.tif:2565-5048,892939,179.835,6,246,4673,1971,751,1189,0.745,1.583,0.632,1
23,M41587-1-E.tif:2541-3298,213120,168.955,25,249,3058,2319,480,444,0.784,1.081,0.925,1
24,M41587-1-E.tif:2049-4066,1571691,172.849,14,249,3533,1313,1067,1473,0.765,1.381,0.724,1
25,M41587-1-E.tif:1738-4678,96396,172.933,40,227,4540,1564,277,348,0.775,1.256,0.796,1
26,M41587-1-E.tif:1607-5166,161728,179.13,39,235,4900,1455,532,304,0.727,1.75,0.571,1
27,M41587-1-E.tif:4116-4241,151533,205.506,36,251,3733,4042,1017,149,0.35,6.826,0.147,1
