frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M43673-1-E.tif:1175-3475,48772,143.721,14,209,3386,1038,178,274,0.750,1.539,0.650,1.000
2,M43673-1-E.tif:1194-3253,23550,108.435,21,204,3178,1116,150,157,0.785,1.047,0.955,1.000
3,M43673-1-E.tif:1121-2997,23452,114.801,24,205,2915,1050,164,143,0.782,1.147,0.872,1.000
4,M43673-1-E.tif:1072-2761,28644,110.251,27,201,2646,1010,231,124,0.714,1.863,0.537,1.000
5,M43673-1-E.tif:1116-2507,54960,129.554,23,213,2387,1002,240,229,0.785,1.048,0.954,1.000
6,M43673-1-E.tif:1110-2174,43384,127.877,23,203,2058,1017,232,187,0.776,1.241,0.806,1.000
7,M43673-1-E.tif:1173-1811,69618,132.863,28,203,1688,1032,246,283,0.782,1.150,0.869,1.000
8,M43673-1-E.tif:1154-1437,112455,151.356,23,207,1280,976,315,357,0.782,1.133,0.882,1.000
9,M43673-1-E.tif:1166-1095,75481,140.389,30,207,952,1035,287,263,0.784,1.091,0.916,1.000
10,M43673-1-E.tif:1158-0693,41516,114.854,27,200,596,1051,194,214,0.784,1.103,0.907,1.000
11,M43673-1-E.tif:1850-0998,57960,110.133,23,204,895,1710,207,280,0.768,1.353,0.739,1.000
12,M43673-1-E.tif:1814-1275,76766,158.027,24,212,1129,1683,293,262,0.783,1.118,0.894,1.000
13,M43673-1-E.tif:1873-1642,98441,148.224,25,213,1471,1730,343,287,0.779,1.195,0.837,1.000
14,M43673-1-E.tif:1842-2043,25536,124.377,28,210,1967,1758,152,168,0.783,1.105,0.905,1.000
15,M43673-1-E.tif:1714-2011,10403,112.433,28,201,1961,1663,101,103,0.785,1.020,0.981,1.000
16,M43673-1-E.tif:1798-2291,36846,126.589,24,210,2202,1695,178,207,0.781,1.163,0.860,1.000
17,M43673-1-E.tif:1862-2643,65649,168.008,30,213,2505,1744,277,237,0.781,1.169,0.856,1.000
18,M43673-1-E.tif:1851-2937,39130,165.920,34,212,2846,1744,182,215,0.780,1.181,0.847,1.000
19,M43673-1-E.tif:1901-3257,58422,158.510,35,216,3121,1794,273,214,0.774,1.276,0.784,1.000
20,M43673-1-E.tif:1819-3477,59280,135.633,31,210,3382,1663,190,312,0.739,1.642,0.609,1.000
21,M43673-1-E.tif:2329-3447,42665,163.926,43,218,3315,2249,265,161,0.739,1.646,0.608,1.000
22,M43673-1-E.tif:2327-3084,70366,156.946,31,215,2933,2211,302,233,0.772,1.296,0.772,1.000
23,M43673-1-E.tif:2394-2606,44544,161.632,40,215,2519,2266,174,256,0.757,1.471,0.680,1.000
24,M43673-1-E.tif:2371-2228,26280,136.292,28,206,2168,2262,120,219,0.718,1.825,0.548,1.000
25,M43673-1-E.tif:2300-1952,95598,149.675,32,212,1839,2089,226,423,0.713,1.872,0.534,1.000
26,M43673-1-E.tif:2458-1710,52460,155.267,32,213,1603,2336,215,244,0.782,1.135,0.881,1.000
27,M43673-1-E.tif:2384-1434,32928,158.075,32,211,1350,2286,168,196,0.781,1.167,0.857,1.000
28,M43673-1-E.tif:2475-1130,66405,148.905,26,214,988,2359,285,233,0.777,1.223,0.818,1.000
29,M43673-1-E.tif:1905-0660,175032,180.372,42,223,550,1509,221,792,0.536,3.584,0.279,1.000
30,M43673-1-E.tif:3842-0663,1114768,179.466,30,219,470,2398,386,2888,0.327,7.482,0.134,1.000
31,M43673-1-E.tif:2804-1118,36636,141.647,35,212,1032,2698,172,213,0.776,1.238,0.808,1.000
32,M43673-1-E.tif:2773-1459,37584,157.518,37,212,1378,2657,162,232,0.761,1.432,0.698,1.000
33,M43673-1-E.tif:2787-1791,39688,150.586,37,215,1670,2705,242,164,0.756,1.476,0.678,1.000
34,M43673-1-E.tif:2761-2312,98649,177.609,36,222,2143,2616,339,291,0.781,1.165,0.858,1.000
35,M43673-1-E.tif:2790-2725,46280,160.423,41,215,2636,2660,178,260,0.758,1.461,0.685,1.000
36,M43673-1-E.tif:2819-3104,95586,158.428,32,215,2925,2686,358,267,0.769,1.341,0.746,1.000
37,M43673-1-E.tif:2722-3467,108181,183.761,45,218,3342,2507,251,431,0.731,1.717,0.582,1.000
38,M43673-1-E.tif:3204-3458,85656,167.129,35,215,3329,3038,258,332,0.773,1.287,0.777,1.000
39,M43673-1-E.tif:3211-3121,24823,151.019,44,212,3070,3091,103,241,0.659,2.340,0.427,1.000
40,M43673-1-E.tif:3238-2778,55692,185.048,45,215,2661,3119,234,238,0.785,1.017,0.983,1.000
