frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M43408-1-E.tif:1089-0802,235410,208.186,30,249,596,804,413,570,0.765,1.380,0.725,1.000
2,M43408-1-E.tif:2221-0796,796908,212.371,32,250,478,1595,636,1253,0.702,1.970,0.508,1.000
3,M43408-1-E.tif:3046-1054,139351,204.598,38,251,889,2836,331,421,0.774,1.272,0.786,1.000
4,M43408-1-E.tif:3532-1067,120744,201.332,24,250,959,3253,216,559,0.632,2.588,0.386,1.000
5,M43408-1-E.tif:4270-0947,201120,205.942,27,250,707,4061,480,419,0.782,1.146,0.873,1.000
6,M43408-1-E.tif:4260-1357,73892,206.807,34,250,1256,4078,203,364,0.722,1.793,0.558,1.000
7,M43408-1-E.tif:4898-1597,400998,214.683,64,253,1306,4554,582,689,0.780,1.184,0.845,1.000
8,M43408-1-E.tif:4662-2104,193660,204.502,18,251,1894,4432,421,460,0.784,1.093,0.915,1.000
9,M43408-1-E.tif:3627-1520,612555,212.959,28,252,1278,2996,485,1263,0.630,2.604,0.384,1.000
10,M43408-1-E.tif:3684-2126,138876,201.546,19,248,1984,3440,284,489,0.730,1.722,0.581,1.000
11,M43408-1-E.tif:4104-2907,1848280,205.514,8,251,2417,3161,980,1886,0.707,1.924,0.520,1.000
12,M43408-1-E.tif:5393-2282,158384,169.392,1,247,1761,5317,1042,152,0.349,6.855,0.146,1.000
13,M43408-1-E.tif:1936-3416,841690,194.420,15,249,3051,1360,730,1153,0.746,1.579,0.633,1.000
