frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M42399-1-E.tif:1105-4576,297868,199.32,50,253,4247,879,659,452,0.758,1.458,0.686,1
2,M42399-1-E.tif:1410-4541,27004,198.047,63,243,4455,1332,172,157,0.784,1.096,0.913,1
3,M42399-1-E.tif:1499-4760,159758,189.539,29,249,4496,1348,529,302,0.727,1.752,0.571,1
4,M42399-1-E.tif:1751-4657,159600,191.795,42,252,4395,1599,525,304,0.73,1.727,0.579,1
5,M42399-1-E.tif:2037-4627,94863,194.296,29,251,4473,1884,309,307,0.785,1.007,0.994,1
6,M42399-1-E.tif:2591-4738,179790,191.99,25,247,4543,2361,390,461,0.78,1.182,0.846,1
7,M42399-1-E.tif:3130-4723,93100,203.075,55,250,4548,2997,350,266,0.771,1.316,0.76,1
8,M42399-1-E.tif:2752-3419,172692,187.602,3,250,3235,2518,369,468,0.774,1.268,0.788,1
9,M42399-1-E.tif:2586-3131,4439232,198.654,3,254,2004,1578,2202,2016,0.784,1.092,0.916,1
10,M42399-1-E.tif:1576-2399,218507,188.227,34,241,2090,1400,619,353,0.727,1.754,0.57,1
11,M42399-1-E.tif:1844-2431,195806,172.282,30,235,2210,1623,442,443,0.785,1.002,0.998,1
12,M42399-1-E.tif:1201-2465,164610,204.598,54,251,2233,1024,465,354,0.771,1.314,0.761,1
13,M42399-1-E.tif:1058-1672,605036,196.548,23,252,1253,697,838,722,0.781,1.161,0.862,1
14,M42399-1-E.tif:0911-1166,33672,195.854,90,239,1044,842,244,138,0.725,1.768,0.566,1
15,M42399-1-E.tif:1404-1291,93684,179.177,23,233,1069,1299,444,211,0.686,2.104,0.475,1
16,M42399-1-E.tif:3941-3153,141502,197.079,25,255,2644,3872,1018,139,0.332,7.324,0.137,1
