frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M40612-1-E.tif:1032-5000,1779900,184.295,0,247,4183,324,1635,1416,0.690,1.158,0.863,0.914
2,M40612-1-E.tif:1198-4073,486013,201.448,25,255,3589,798,969,801,0.574,1.386,0.722,0.866
3,M40612-1-E.tif:1090-2645,1772037,180.614,16,255,1771,351,1749,1479,0.409,1.132,0.883,0.846
4,M40612-1-E.tif:0948-1434,491078,190.002,0,246,978,363,912,1170,0.464,1.904,0.525,0.720
5,M40612-1-E.tif:0672-0657,188089,210.142,26,247,417,408,480,528,0.871,1.441,0.694,0.993
6,M40612-1-E.tif:2332-5461,554180,199.069,10,252,5014,1920,894,825,0.785,1.163,0.860,0.941
7,M40612-1-E.tif:2989-4610,2416234,175.527,4,255,3475,1803,2271,2373,0.347,2.414,0.414,0.786
8,M40612-1-E.tif:2275-2962,693215,193.553,27,255,2380,1863,1164,825,0.627,1.655,0.604,0.926
9,M40612-1-E.tif:2097-1997,399599,160.361,16,242,1714,1638,567,918,0.456,1.754,0.570,0.901
10,M40612-1-E.tif:1636-0846,903236,201.668,12,243,327,1071,1038,1131,0.942,1.061,0.943,0.986
11,M40612-1-E.tif:2299-1416,216423,196.254,20,243,1203,1980,426,639,0.835,1.480,0.676,0.985
12,M40612-1-E.tif:2604-0799,344776,196.238,7,249,348,2253,903,702,0.480,1.566,0.638,0.843
13,M40612-1-E.tif:3139-3780,635666,189.011,22,242,3309,2568,942,1143,0.711,1.378,0.726,0.937
14,M40612-1-E.tif:3027-2857,427741,157.454,10,239,2451,2643,813,768,0.489,1.292,0.774,0.877
15,M40612-1-E.tif:3060-1971,377152,207.459,26,255,1692,2667,558,786,0.843,1.469,0.681,0.991
16,M40612-1-E.tif:3067-1365,270691,197.278,2,243,1092,2724,546,687,0.576,1.410,0.709,0.892
17,M40612-1-E.tif:3234-0721,307371,161.218,8,242,360,2886,723,696,0.628,1.816,0.551,0.902
18,M40612-1-E.tif:3798-1800,326273,194.451,15,244,1437,3456,726,684,0.857,1.145,0.874,0.945
19,M40612-1-E.tif:3874-0889,439904,121.278,0,240,333,3573,1113,603,0.577,2.177,0.459,0.880
20,M40612-1-E.tif:3906-4069,285240,165.548,20,237,3765,3597,609,618,0.825,1.138,0.879,0.971
21,M40612-1-E.tif:3933-3190,345569,185.709,0,240,2817,3612,747,642,0.808,1.228,0.815,0.963
22,M40612-1-E.tif:3973-2468,208120,205.691,28,240,2184,3719,568,508,0.796,1.167,0.857,0.937
23,M40612-1-E.tif:4333-1887,96853,210.781,17,246,1404,4275,966,116,0.271,9.480,0.105,0.995
