frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M43294-1-C.tif:1173-2346,72059,170.454,0,246,2197,1053,299,241,0.776,1.241,0.806,1.000
2,M43294-1-C.tif:1067-1925,196174,180.039,12,254,1722,826,407,482,0.780,1.184,0.844,1.000
3,M43294-1-C.tif:0915-1579,12864,168.397,16,248,1531,848,96,134,0.764,1.396,0.716,1.000
4,M43294-1-C.tif:0971-1365,31320,167.317,0,251,1298,855,135,232,0.731,1.719,0.582,1.000
5,M43294-1-C.tif:1080-0882,241956,147.606,23,255,596,869,572,423,0.768,1.352,0.740,1.000
6,M43294-1-C.tif:1250-1345,10428,170.223,23,248,1306,1184,79,132,0.736,1.671,0.598,1.000
7,M43294-1-C.tif:1222-1573,33708,173.776,19,246,1494,1116,159,212,0.769,1.333,0.750,1.000
8,M43294-1-C.tif:1486-1459,49765,150.135,15,238,1367,1352,185,269,0.759,1.454,0.688,1.000
9,M43294-1-C.tif:1797-2063,220340,181.031,6,255,1833,1558,460,479,0.785,1.041,0.960,1.000
10,M43294-1-C.tif:1800-1068,245985,153.938,0,242,804,1568,529,465,0.782,1.138,0.879,1.000
11,M43294-1-C.tif:2317-1779,59496,150.190,30,245,1679,2169,201,296,0.757,1.473,0.679,1.000
12,M43294-1-C.tif:2548-1549,1288024,154.492,6,255,858,2082,1382,932,0.756,1.483,0.674,1.000
13,M43294-1-C.tif:3084-0699,34692,141.661,40,242,601,2996,196,177,0.783,1.107,0.903,1.000
14,M43294-1-C.tif:3331-0596,8755,134.804,27,228,554,3280,85,103,0.778,1.212,0.825,1.000
15,M43294-1-C.tif:3303-0793,30794,153.799,28,238,704,3217,178,173,0.785,1.029,0.972,1.000
16,M43294-1-C.tif:3244-1037,71136,158.349,31,253,920,3092,234,304,0.772,1.299,0.770,1.000
17,M43294-1-C.tif:3077-1265,26400,165.465,35,244,1185,2995,160,165,0.785,1.031,0.970,1.000
18,M43294-1-C.tif:3310-1283,23856,165.959,5,241,1212,3226,142,168,0.780,1.183,0.845,1.000
19,M43294-1-C.tif:3157-1482,36284,178.500,22,245,1386,3063,193,188,0.785,1.027,0.974,1.000
20,M43294-1-C.tif:3336-1529,20128,121.487,26,219,1455,3268,148,136,0.784,1.088,0.919,1.000
21,M43294-1-C.tif:3265-1733,38908,170.870,21,246,1662,3128,142,274,0.706,1.930,0.518,1.000
22,M43294-1-C.tif:3254-1980,68080,172.474,15,244,1865,3106,230,296,0.773,1.287,0.777,1.000
23,M43294-1-C.tif:3152-2119,18318,164.105,15,241,2055,3081,129,142,0.784,1.101,0.908,1.000
24,M43294-1-C.tif:3221-2365,117288,164.338,0,247,2203,3040,324,362,0.783,1.117,0.895,1.000
25,M43294-1-C.tif:3568-1543,65208,162.976,17,248,1230,3516,627,104,0.383,6.029,0.166,1.000
