frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M42381-1-E.tif:2273-2544,3729456,204.109,32,241,1671,1205,1746,2136,0.777,1.223,0.817,1.000
2,M42381-1-E.tif:3189-2928,154050,206.758,98,236,2733,2992,390,395,0.785,1.013,0.987,1.000
3,M42381-1-E.tif:3472-2436,147075,212.331,73,237,2159,3340,555,265,0.687,2.094,0.477,1.000
4,M42381-1-E.tif:3470-1818,219564,213.589,85,238,1604,3214,428,513,0.779,1.199,0.834,1.000
5,M42381-1-E.tif:4216-3496,331992,191.846,48,237,3235,3898,522,636,0.778,1.218,0.821,1.000
6,M42381-1-E.tif:4361-3135,3904,205.726,122,230,3105,4329,61,64,0.785,1.049,0.953,1.000
7,M42381-1-E.tif:4250-2883,111065,212.789,95,239,2769,4008,229,485,0.684,2.118,0.472,1.000
8,M42381-1-E.tif:4221-2202,201496,204.475,68,239,1919,4043,566,356,0.745,1.590,0.629,1.000
9,M42381-1-E.tif:5033-2601,67034,184.316,59,232,2480,4895,242,277,0.782,1.145,0.874,1.000
10,M42381-1-E.tif:4918-2036,176525,174.248,51,237,1883,4631,307,575,0.713,1.873,0.534,1.000
11,M42381-1-E.tif:4695-1255,904056,200.678,47,239,838,4153,834,1084,0.772,1.300,0.769,1.000
12,M42381-1-E.tif:5499-2052,159744,204.952,56,244,1540,5421,1024,156,0.360,6.564,0.152,1.000
