frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M42388-1-E.tif:0001-1291,1012908,201.975,0,253,1708,732,906,1118,0.777,1.234,0.810,1.000
2,M42388-1-E.tif:0002-0872,116518,205.534,107,250,1857,677,298,391,0.771,1.312,0.762,1.000
3,M42388-1-E.tif:0003-1825,115692,194.423,78,238,1534,1670,372,311,0.779,1.196,0.836,1.000
4,M42388-1-E.tif:0004-1186,313200,195.992,65,253,1484,826,435,720,0.738,1.655,0.604,1.000
5,M42388-1-E.tif:0005-2537,164464,213.304,91,255,2347,2385,541,304,0.724,1.780,0.562,1.000
6,M42388-1-E.tif:0006-2561,119826,203.100,83,248,1795,2403,378,317,0.779,1.192,0.839,1.000
7,M42388-1-E.tif:0007-2583,104052,206.428,124,250,1378,2409,299,348,0.781,1.164,0.859,1.000
8,M42388-1-E.tif:0008-2928,64120,215.709,118,246,2621,2788,229,280,0.778,1.223,0.818,1.000
9,M42388-1-E.tif:0009-2996,58869,210.318,111,248,2273,2857,211,279,0.770,1.322,0.756,1.000
10,M42388-1-E.tif:0010-3006,71744,203.831,45,254,1838,2888,304,236,0.773,1.288,0.776,1.000
11,M42388-1-E.tif:0011-3033,59549,203.018,88,240,1496,2869,181,329,0.719,1.818,0.550,1.000
12,M42388-1-E.tif:0012-3366,50964,212.247,114,251,2602,3229,186,274,0.757,1.473,0.679,1.000
13,M42388-1-E.tif:0013-3341,40723,211.256,103,248,2260,3236,193,211,0.784,1.093,0.915,1.000
14,M42388-1-E.tif:0014-3332,57112,207.021,98,240,1894,3211,236,242,0.785,1.025,0.975,1.000
15,M42388-1-E.tif:0015-3763,170016,186.387,22,254,1639,3683,1056,161,0.361,6.559,0.152,1.000
