frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M40974-1-E.tif:1477-3715,1009560,204.823,0,255,3357,772,716,1410,0.702,1.969,0.508,1.000
2,M40974-1-E.tif:1473-3057,432400,211.003,0,255,2869,898,376,1150,0.583,3.059,0.327,1.000
3,M40974-1-E.tif:0927-2429,145080,205.159,1,252,2243,732,372,390,0.785,1.048,0.954,1.000
4,M40974-1-E.tif:1250-2264,51352,205.334,30,247,2133,1152,262,196,0.769,1.337,0.748,1.000
5,M40974-1-E.tif:1580-2526,270456,199.129,0,250,2335,1226,382,708,0.715,1.853,0.540,1.000
6,M40974-1-E.tif:1473-2196,13300,213.748,19,244,2101,1438,190,70,0.618,2.714,0.368,1.000
7,M40974-1-E.tif:1258-1857,255600,173.359,0,243,1715,808,284,900,0.573,3.169,0.316,1.000
8,M40974-1-E.tif:1295-1496,122412,175.367,0,255,1395,992,202,606,0.589,3.000,0.333,1.000
9,M40974-1-E.tif:0808-1190,160816,191.979,0,241,753,716,874,184,0.451,4.750,0.211,1.000
10,M40974-1-E.tif:0993-1316,7332,174.591,9,238,1269,954,94,78,0.779,1.205,0.830,1.000
11,M40974-1-E.tif:0997-1167,11328,187.291,14,239,1119,938,96,118,0.777,1.229,0.814,1.000
12,M40974-1-E.tif:1447-0859,1321788,191.557,0,255,378,760,962,1374,0.761,1.428,0.700,1.000
13,M40974-1-E.tif:1900-1573,131760,203.619,26,246,1438,1656,270,488,0.720,1.807,0.553,1.000
14,M40974-1-E.tif:1839-2066,82280,209.526,30,247,1896,1718,340,242,0.763,1.405,0.712,1.000
15,M40974-1-E.tif:2724-3569,757152,215.442,0,255,3173,2246,792,956,0.778,1.207,0.828,1.000
16,M40974-1-E.tif:3446-3636,232056,220.121,0,255,3343,3248,586,396,0.756,1.480,0.676,1.000
17,M40974-1-E.tif:2374-2458,634584,215.551,0,255,1879,2100,1158,548,0.685,2.113,0.473,1.000
18,M40974-1-E.tif:2499-1684,313564,210.305,0,254,1407,2216,554,566,0.785,1.022,0.979,1.000
19,M40974-1-E.tif:2301-1219,45368,202.634,45,247,1113,2194,212,214,0.785,1.009,0.991,1.000
20,M40974-1-E.tif:2650-1202,55144,196.186,14,243,1089,2528,226,244,0.784,1.080,0.926,1.000
21,M40974-1-E.tif:2628-0776,399360,189.291,0,255,520,2238,512,780,0.752,1.523,0.656,1.000
22,M40974-1-E.tif:2964-2623,396336,221.507,66,255,2264,2688,718,552,0.772,1.301,0.769,1.000
23,M40974-1-E.tif:3118-1871,271392,211.719,46,248,1614,2854,514,528,0.785,1.027,0.973,1.000
24,M40974-1-E.tif:3146-1338,169456,204.847,44,247,1160,2908,356,476,0.769,1.337,0.748,1.000
25,M40974-1-E.tif:3438-0781,245488,190.873,1,243,552,3170,458,536,0.781,1.170,0.854,1.000
26,M40974-1-E.tif:3539-1342,91872,205.995,39,255,1168,3407,348,264,0.771,1.318,0.759,1.000
27,M40974-1-E.tif:3507-1693,30960,211.002,17,248,1564,3447,258,120,0.681,2.150,0.465,1.000
28,M40974-1-E.tif:3461-2259,105576,211.201,27,249,2100,3295,318,332,0.785,1.044,0.958,1.000
29,M40974-1-E.tif:3569-2879,353160,220.218,0,255,2552,3299,654,540,0.778,1.211,0.826,1.000
30,M40974-1-E.tif:3863-3527,182336,209.972,0,255,3231,3709,592,308,0.707,1.922,0.520,1.000
31,M40974-1-E.tif:3897-2313,174240,207.456,35,245,2071,3717,484,360,0.768,1.344,0.744,1.000
32,M40974-1-E.tif:3827-1771,182784,212.235,39,245,1579,3589,384,476,0.776,1.240,0.807,1.000
33,M40974-1-E.tif:3863-1144,96096,197.696,0,247,1001,3695,286,336,0.780,1.175,0.851,1.000
34,M40974-1-E.tif:4131-0729,122400,191.597,2,245,627,3831,204,600,0.595,2.941,0.340,1.000
35,M40974-1-E.tif:4430-1026,180380,193.303,18,243,881,4119,290,622,0.681,2.145,0.466,1.000
36,M40974-1-E.tif:4358-1437,119600,200.420,1,245,1337,4059,200,598,0.590,2.990,0.334,1.000
37,M40974-1-E.tif:4345-1819,91872,198.061,39,244,1703,4147,232,396,0.732,1.707,0.586,1.000
38,M40974-1-E.tif:4437-2370,316008,219.024,76,255,2073,4171,594,532,0.783,1.117,0.896,1.000
39,M40974-1-E.tif:4079-2864,97128,212.402,27,255,2693,3937,342,284,0.779,1.204,0.830,1.000
40,M40974-1-E.tif:4109-3301,7840,229.434,154,246,3203,4089,196,40,0.442,4.900,0.204,1.000
41,M40974-1-E.tif:4122-3603,12328,222.153,159,250,3469,4099,268,46,0.393,5.826,0.172,1.000
42,M40974-1-E.tif:4360-3605,207064,221.602,67,255,3319,4179,572,362,0.746,1.580,0.633,1.000
43,M40974-1-E.tif:4364-3047,97416,223.455,71,253,2849,4241,396,246,0.743,1.610,0.621,1.000
44,M40974-1-E.tif:4753-0725,111264,179.099,3,244,603,4525,244,456,0.713,1.869,0.535,1.000
45,M40974-1-E.tif:4956-1349,211400,209.213,17,247,1047,4781,604,350,0.730,1.726,0.579,1.000
46,M40974-1-E.tif:5368-0706,67588,195.930,0,254,645,5091,122,554,0.465,4.541,0.220,1.000
47,M40974-1-E.tif:5192-1246,109140,215.083,127,245,925,5107,642,170,0.520,3.776,0.265,1.000
48,M40974-1-E.tif:5373-1455,6496,214.007,60,242,1397,5345,116,56,0.690,2.071,0.483,1.000
49,M40974-1-E.tif:5501-1246,173160,202.186,6,249,913,5371,666,260,0.634,2.562,0.390,1.000
50,M40974-1-E.tif:5447-1832,115440,214.854,0,255,1637,5299,390,296,0.771,1.318,0.759,1.000
51,M40974-1-E.tif:4890-1940,172956,214.927,4,255,1737,4677,406,426,0.785,1.049,0.953,1.000
52,M40974-1-E.tif:5126-1782,39140,191.256,4,244,1679,5031,206,190,0.784,1.084,0.922,1.000
53,M40974-1-E.tif:5415-2185,69920,208.313,0,249,2109,5185,152,460,0.586,3.026,0.330,1.000
54,M40974-1-E.tif:5005-2515,142096,199.016,9,248,2349,4791,332,428,0.773,1.289,0.776,1.000
55,M40974-1-E.tif:5443-2532,51304,203.684,0,250,2411,5337,242,212,0.782,1.142,0.876,1.000
56,M40974-1-E.tif:4869-2916,130680,212.488,10,255,2781,4627,270,484,0.722,1.793,0.558,1.000
57,M40974-1-E.tif:5427-2912,119568,200.931,0,254,2771,5215,282,424,0.754,1.504,0.665,1.000
58,M40974-1-E.tif:5325-3360,89056,203.397,2,251,3239,5141,242,368,0.752,1.521,0.658,1.000
59,M40974-1-E.tif:5306-3722,119996,205.343,0,247,3591,5077,262,458,0.727,1.748,0.572,1.000
60,M40974-1-E.tif:4834-3387,107736,222.022,28,255,3253,4633,268,402,0.754,1.500,0.667,1.000
61,M40974-1-E.tif:4783-3790,55440,215.508,35,252,3691,4643,198,280,0.762,1.414,0.707,1.000
62,M40974-1-E.tif:5818-2483,159456,173.154,0,243,1879,5752,1208,132,0.279,9.152,0.109,1.000
