frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M40601-1-E.tif:0916-5109,676514,161.472,6,241,4597,356,1024,1120,0.605,1.894,0.528,0.858
2,M40601-1-E.tif:0880-4351,581935,173.100,27,242,3825,344,1052,1072,0.532,2.211,0.452,0.826
3,M40601-1-E.tif:1378-2076,7103775,158.598,2,255,152,280,3848,2196,0.641,1.816,0.551,0.939
4,M40601-1-E.tif:2110-5759,396970,116.725,31,228,5477,1500,564,1220,0.449,2.091,0.478,0.843
5,M40601-1-E.tif:2232-4681,1196701,159.261,16,236,3977,1620,1408,1224,0.681,1.297,0.771,0.883
6,M40601-1-E.tif:2859-3084,427430,179.622,38,238,2608,2545,952,628,0.428,1.615,0.619,0.828
7,M40601-1-E.tif:3453-1428,2555730,138.013,5,254,268,2661,2320,1584,0.362,1.699,0.588,0.826
8,M40601-1-E.tif:3423-5311,1177665,138.124,13,251,4665,2721,1292,1404,0.634,1.342,0.745,0.915
9,M40601-1-E.tif:3621-4059,932914,165.066,35,237,3429,3121,1260,1000,0.752,1.382,0.724,0.922
10,M40601-1-E.tif:3813-3029,221624,138.664,8,234,2749,3521,560,584,0.733,1.516,0.660,0.928
11,M40601-1-E.tif:4159-2067,130470,189.014,36,241,1577,4069,980,180,0.335,7.201,0.139,1.000
