frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M42407-1-E.tif:1022-3551,121200,198.052,28,236,3401,820,300,404,0.768,1.347,0.743,1.000
2,M42407-1-E.tif:1188-2879,478720,198.325,0,255,2559,814,640,748,0.781,1.169,0.856,1.000
3,M42407-1-E.tif:1373-2315,60480,193.323,36,237,2171,1268,288,210,0.766,1.371,0.729,1.000
4,M42407-1-E.tif:1001-1986,106764,196.420,46,235,1863,784,246,434,0.725,1.764,0.567,1.000
5,M42407-1-E.tif:1010-1584,106400,196.694,30,230,1451,810,266,400,0.754,1.504,0.665,1.000
6,M42407-1-E.tif:1333-1218,28548,189.019,48,230,1157,1216,122,234,0.708,1.918,0.521,1.000
7,M42407-1-E.tif:1388-3587,60320,188.356,20,236,3457,1272,260,232,0.783,1.121,0.892,1.000
8,M42407-1-E.tif:1971-4032,68244,194.460,30,246,3911,1830,242,282,0.781,1.165,0.858,1.000
9,M42407-1-E.tif:1999-4783,204336,199.565,43,240,4611,1702,344,594,0.730,1.727,0.579,1.000
10,M42407-1-E.tif:2035-4299,95728,197.906,37,242,4175,1842,248,386,0.748,1.556,0.642,1.000
11,M42407-1-E.tif:2262-4335,39856,196.016,45,241,4229,2168,212,188,0.783,1.128,0.887,1.000
12,M42407-1-E.tif:2103-4501,117744,201.533,39,243,4369,1950,264,446,0.734,1.689,0.592,1.000
13,M42407-1-E.tif:2191-2912,975660,202.850,17,246,2407,1708,1010,966,0.785,1.046,0.956,1.000
14,M42407-1-E.tif:2637-2528,105512,191.765,17,241,2419,2392,218,484,0.673,2.220,0.450,1.000
15,M42407-1-E.tif:2438-2234,366296,196.354,36,245,2023,2004,422,868,0.692,2.057,0.486,1.000
16,M42407-1-E.tif:2333-1746,1026596,194.237,23,245,1259,1806,974,1054,0.784,1.082,0.924,1.000
17,M42407-1-E.tif:3206-3384,150096,208.039,21,247,3225,2970,318,472,0.756,1.484,0.674,1.000
18,M42407-1-E.tif:3190-4118,408240,203.236,37,242,3713,2938,810,504,0.743,1.607,0.622,1.000
19,M42407-1-E.tif:3106-4909,130560,205.103,45,246,4705,2946,408,320,0.774,1.275,0.784,1.000
20,M42407-1-E.tif:3893-3211,157696,193.504,26,252,2699,3816,1024,154,0.357,6.649,0.150,1.000
