 ,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
17,M41348.tif:1859-1551,260496,169.602,35,232,1227,1658,648,402,731.190,453.608,0,0.742,1.612,0.620,1.000
18,M41348.tif:1254-1972,241605,185.219,54,231,1680,1048,585,413,660.102,466.021,0,0.762,1.416,0.706,1.000
19,M41348.tif:1348-2453,112203,199.023,82,228,2317,1143,273,411,463.764,308.048,90,0.753,1.505,0.664,1.000
20,M41348.tif:1321-2919,153202,149.222,0,237,2702,1145,434,353,489.717,398.318,0,0.777,1.229,0.813,1.000
21,M41348.tif:0837-2761,203397,183.257,46,234,2537,611,449,453,511.156,506.642,90,0.785,1.009,0.991,1.000
22,M41348.tif:0966-3822,500262,187.528,43,237,3371,689,903,554,1018.926,625.122,0,0.740,1.630,0.614,1.000
23,M41348.tif:1558-3711,313632,189.153,52,232,3315,1360,792,396,893.676,446.838,0,0.698,2.000,0.500,1.000
24,M41348.tif:1163-4675,239953,183.115,48,232,4385,957,581,413,655.588,466.021,0,0.763,1.407,0.711,1.000
25,M41348.tif:1481-4429,42120,194.243,76,240,4312,1391,234,180,264.041,203.108,0,0.772,1.300,0.769,1.000
26,M41348.tif:1541-4915,155660,171.776,43,225,4734,1326,362,430,485.203,408.473,90,0.780,1.188,0.842,1.000
27,M41348.tif:1134-5230,237793,183.759,39,243,5030,838,401,593,669.129,452.480,90,0.756,1.479,0.676,1.000
28,M41348.tif:1869-5273,164706,189.948,79,249,4982,1728,582,283,656.717,319.331,0,0.692,2.057,0.486,1.000
29,M41348.tif:2064-4778,148995,185.227,24,229,4585,1872,387,385,436.683,434.426,0,0.785,1.005,0.995,1.000
30,M41348.tif:1797-4580,84770,194.139,24,233,4407,1675,346,245,390.419,276.453,0,0.762,1.412,0.708,1.000
31,M41348.tif:1963-4153,141620,195.175,67,237,4007,1721,292,485,547.264,329.487,90,0.737,1.661,0.602,1.000
32,M41348.tif:2078-3776,237120,178.470,22,232,3491,1870,570,416,643.176,469.406,0,0.766,1.370,0.730,1.000
33,M41348.tif:2366-3617,210756,157.806,33,235,3344,2173,546,386,616.095,435.554,0,0.762,1.415,0.707,1.000
34,M41348.tif:2087-3003,261184,178.824,4,239,2651,1902,704,371,794.379,418.629,0,0.710,1.898,0.527,1.000
35,M41348.tif:2464-2936,130196,175.553,41,252,2694,2330,484,269,546.136,303.534,0,0.721,1.799,0.556,1.000
36,M41348.tif:2427-2398,175122,189.339,9,234,2187,2220,423,414,477.304,467.149,0,0.785,1.022,0.979,1.000
37,M41348.tif:1901-2260,403029,183.222,37,234,1936,1591,649,621,732.318,700.723,0,0.785,1.045,0.957,1.000
38,M41348.tif:2335-1908,130896,202.307,74,235,1706,2173,404,324,455.865,365.595,0,0.776,1.247,0.802,1.000
39,M41348.tif:2439-1524,43834,194.210,89,231,1416,2338,217,202,244.858,227.933,0,0.784,1.074,0.931,1.000
40,M41348.tif:2310-1338,88596,199.805,17,232,1178,2172,321,276,362.210,311.433,0,0.781,1.163,0.860,1.000
41,M41348.tif:2350-0827,209643,191.162,54,233,593,2127,469,447,529.210,504.385,0,0.785,1.049,0.953,1.000
42,M41348.tif:2285-0596,86838,187.722,61,227,473,2109,246,353,398.318,277.581,90,0.760,1.435,0.697,1.000
43,M41348.tif:2839-0586,52614,201.834,131,227,475,2721,222,237,267.426,250.500,90,0.785,1.068,0.937,1.000
44,M41348.tif:3291-0762,132440,189.454,64,233,526,3151,473,280,533.723,315.946,0,0.734,1.689,0.592,1.000
45,M41348.tif:3612-0730,105624,192.933,71,228,567,3450,326,324,367.852,365.595,0,0.785,1.006,0.994,1.000
46,M41348.tif:3583-1201,92700,198.392,87,232,1047,3433,309,300,348.669,338.514,0,0.785,1.030,0.971,1.000
47,M41348.tif:4029-0879,138574,177.873,15,232,700,3836,359,386,435.554,405.088,90,0.784,1.075,0.930,1.000
48,M41348.tif:3952-1769,265182,190.263,63,237,1480,3723,579,458,653.332,516.798,0,0.775,1.264,0.791,1.000
49,M41348.tif:3722-2415,90902,193.182,89,232,2264,3572,302,301,340.771,339.642,0,0.785,1.003,0.997,1.000
50,M41348.tif:3931-2917,154500,206.910,71,235,2667,3777,500,309,564.190,348.669,0,0.742,1.618,0.618,1.000
51,M41348.tif:4028-3598,199820,204.559,90,236,3341,3834,515,388,581.115,437.811,0,0.770,1.327,0.753,1.000
52,M41348.tif:3933-4253,217568,204.139,92,239,3992,3725,523,416,590.142,469.406,0,0.775,1.257,0.795,1.000
53,M41348.tif:3773-4701,22704,210.021,119,232,4637,3685,129,176,198.595,145.561,90,0.767,1.364,0.733,1.000
54,M41348.tif:4060-5004,255008,198.892,81,239,4698,3852,613,416,691.696,469.406,0,0.757,1.474,0.679,1.000
55,M41348.tif:3596-5331,72624,191.409,78,229,5195,3463,272,267,306.919,301.277,0,0.785,1.019,0.982,1.000
56,M41348.tif:3437-4584,284928,204.232,74,232,4213,3245,742,384,837.257,433.298,0,0.706,1.932,0.518,1.000
57,M41348.tif:3049-4317,210018,205.000,83,235,4104,2803,426,493,556.291,480.690,90,0.781,1.157,0.864,1.000
58,M41348.tif:3100-3711,261976,203.597,75,240,3482,2814,458,572,645.433,516.798,90,0.776,1.249,0.801,1.000
59,M41348.tif:3495-3869,143190,200.995,91,235,3654,3329,430,333,485.203,375.750,0,0.773,1.291,0.774,1.000
60,M41348.tif:3219-3458,17316,209.594,142,233,3400,3145,117,148,167.000,132.020,90,0.775,1.265,0.791,1.000
61,M41348.tif:3127-2961,231600,189.124,65,246,2768,2827,386,600,677.028,435.554,90,0.748,1.554,0.643,1.000
62,M41348.tif:3046-2461,398326,190.215,13,243,2184,2687,554,719,811.305,625.122,90,0.772,1.298,0.771,1.000
63,M41348.tif:3332-1789,460152,180.665,20,243,1443,3000,693,664,781.967,749.244,0,0.785,1.044,0.958,1.000
64,M41348.tif:2969-1287,424116,202.626,0,243,842,2731,891,476,1005.386,537.108,0,0.713,1.872,0.534,1.000
65,M41348.tif:1685-2933,80391,176.902,58,228,2743,1580,381,211,429.912,238.088,0,0.721,1.806,0.554,1.000
66,M41348.tif:2447-4163,362934,201.580,53,237,3858,2150,611,594,689.440,670.257,0,0.785,1.029,0.972,1.000
67,M41348.tif:2727-5024,1283076,184.677,14,243,4502,2113,1044,1229,1386.778,1178.028,90,0.780,1.177,0.849,1.000
68,M41348.tif:4176-2486,103121,212.284,40,242,1976,4126,1021,101,1152.075,113.966,0,0.257,10.109,0.099,1.000
