 ,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,M42422.tif:0886-4306,487275,160.885,25,237,3759,664,1095,445,1235.575,502.129,0,0.645,2.461,0.406,1.000
2,M42422.tif:1267-4071,51246,134.871,39,220,3954,1158,234,219,264.041,247.115,0,0.785,1.068,0.936,1.000
3,M42422.tif:1465-4558,121396,144.810,18,254,4380,1295,356,341,401.703,384.777,0,0.785,1.044,0.958,1.000
4,M42422.tif:1872-4823,186368,153.209,21,255,4599,1664,448,416,505.514,469.406,0,0.784,1.077,0.929,1.000
5,M42422.tif:1896-4267,90160,153.887,30,238,4169,1666,196,460,519.054,221.162,90,0.658,2.347,0.426,1.000
6,M42422.tif:2057-3945,21248,170.590,102,233,3881,1974,128,166,187.311,144.433,90,0.772,1.297,0.771,1.000
7,M42422.tif:1942-3676,204228,165.524,40,255,3402,1756,549,372,619.480,419.757,0,0.756,1.476,0.678,1.000
8,M42422.tif:1252-3671,559383,155.832,14,251,3292,884,759,737,856.440,831.615,0,0.785,1.030,0.971,1.000
9,M42422.tif:2422-3376,20979,181.150,113,242,3282,2367,189,111,213.264,125.250,0,0.732,1.703,0.587,1.000
10,M42422.tif:2704-3406,49612,191.057,99,241,3248,2626,316,157,356.568,177.156,0,0.697,2.013,0.497,1.000
11,M42422.tif:2787-2776,425056,184.571,43,253,2480,2428,592,718,810.176,668.000,90,0.778,1.213,0.825,1.000
12,M42422.tif:2690-2157,21420,178.712,98,249,2072,2627,170,126,191.824,142.176,0,0.768,1.349,0.741,1.000
13,M42422.tif:2998-2191,29808,197.776,101,241,2110,2906,162,184,207.622,182.797,90,0.782,1.136,0.880,1.000
14,M42422.tif:2204-2333,384956,170.944,26,248,1997,1918,673,572,759.399,645.433,0,0.780,1.177,0.850,1.000
15,M42422.tif:2033-1925,4770,200.664,152,237,1899,1988,53,90,101.554,59.804,90,0.733,1.698,0.589,1.000
16,M42422.tif:2430-1681,95000,201.082,59,248,1619,2050,125,760,857.568,141.047,90,0.381,6.080,0.164,1.000
17,M42422.tif:1520-2150,440920,167.259,34,246,1773,1228,755,584,851.926,658.973,0,0.773,1.293,0.774,1.000
18,M42422.tif:1566-2733,339526,161.166,25,245,2398,1313,671,506,757.142,570.960,0,0.770,1.326,0.754,1.000
19,M42422.tif:2177-2941,80764,188.863,106,244,2819,2012,244,331,373.494,275.325,90,0.767,1.357,0.737,1.000
20,M42422.tif:3933-3188,133096,196.959,20,255,2680,3868,1016,131,1146.433,147.818,0,0.318,7.756,0.129,1.000
