 ,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
77,M43660.tif:4566-1949,33600,183.859,75,230,1849,4482,200,168,225.676,189.568,0,0.779,1.190,0.840,1.000
78,M43660.tif:4568-2346,21240,172.708,68,229,2286,4480,120,177,199.723,135.406,90,0.756,1.475,0.678,1.000
79,M43660.tif:4522-2716,63800,165.213,53,230,2616,4363,200,319,359.953,225.676,90,0.744,1.595,0.627,1.000
80,M43660.tif:4521-3104,24794,181.589,66,232,3024,4444,161,154,181.669,173.770,0,0.785,1.045,0.957,1.000
81,M43660.tif:4497-3432,27900,150.867,55,231,3339,4422,186,150,209.879,169.257,0,0.776,1.240,0.806,1.000
82,M43660.tif:4485-3731,60000,189.400,76,233,3631,4335,200,300,338.514,225.676,90,0.754,1.500,0.667,1.000
83,M43660.tif:5038-3613,109140,155.197,53,230,3443,4878,340,321,383.649,362.210,0,0.785,1.059,0.944,1.000
84,M43660.tif:5062-3188,107756,180.218,57,232,3030,4892,316,341,384.777,356.568,90,0.784,1.079,0.927,1.000
85,M43660.tif:5112-2940,29746,164.865,54,233,2833,5043,214,139,241.473,156.845,0,0.750,1.540,0.650,1.000
86,M43660.tif:5101-2644,51090,186.759,64,232,2547,4970,195,262,295.635,220.034,90,0.769,1.344,0.744,1.000
87,M43660.tif:5058-2367,38610,158.505,48,228,2302,4910,130,297,335.129,146.689,90,0.665,2.285,0.438,1.000
88,M43660.tif:5105-2058,36472,176.338,57,229,1961,5011,194,188,218.906,212.135,0,0.785,1.032,0.969,1.000
89,M43660.tif:5100-1731,28620,161.945,56,228,1625,5033,212,135,239.216,152.331,0,0.747,1.570,0.637,1.000
90,M43660.tif:5070-1360,59150,160.688,67,230,1276,4895,169,350,394.933,190.696,90,0.690,2.071,0.483,1.000
91,M43660.tif:5163-1013,27924,141.306,53,228,935,5074,156,179,201.980,176.027,90,0.782,1.147,0.872,1.000
92,M43660.tif:5441-2324,148320,199.205,53,242,1809,5369,1030,144,1162.231,162.487,0,0.338,7.153,0.140,1.000
