frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M40617-1-E.tif:0352-3897,255323,211.866,43,242,3571,157,653,391,0.736,1.670,0.599,1.000
2,M40617-1-E.tif:1024-5012,2681000,166.007,0,242,4137,258,1750,1532,0.782,1.142,0.875,1.000
3,M40617-1-E.tif:0632-1797,808192,192.328,23,241,1223,280,1148,704,0.740,1.631,0.613,1.000
4,M40617-1-E.tif:0692-0753,664224,159.289,8,238,346,284,814,816,0.785,1.002,0.998,1.000
5,M40617-1-E.tif:1246-1219,37536,177.752,39,237,1150,1110,138,272,0.702,1.971,0.507,1.000
6,M40617-1-E.tif:1665-0653,456036,173.122,0,240,386,1238,534,854,0.744,1.599,0.625,1.000
7,M40617-1-E.tif:1504-1954,1075120,186.209,3,244,1064,1202,1780,604,0.594,2.947,0.339,1.000
8,M40617-1-E.tif:1617-2493,23940,212.024,47,243,2388,1560,210,114,0.716,1.842,0.543,1.000
9,M40617-1-E.tif:2072-1842,865536,195.623,34,242,1058,1796,1568,552,0.605,2.841,0.352,1.000
10,M40617-1-E.tif:3174-0897,2091432,159.459,3,239,264,2348,1266,1652,0.772,1.305,0.766,1.000
11,M40617-1-E.tif:2810-1977,715008,198.631,38,242,1578,2362,798,896,0.783,1.123,0.891,1.000
12,M40617-1-E.tif:2711-2642,337008,205.277,1,242,2438,2298,408,826,0.695,2.025,0.494,1.000
13,M40617-1-E.tif:1206-3364,3344560,193.934,0,243,2502,236,1724,1940,0.783,1.125,0.889,1.000
14,M40617-1-E.tif:1776-4312,738688,205.614,18,245,3848,1378,928,796,0.781,1.166,0.858,1.000
15,M40617-1-E.tif:2378-5392,1081344,186.077,5,240,4880,1850,1024,1056,0.785,1.031,0.970,1.000
16,M40617-1-E.tif:2492-4095,673608,185.012,6,242,3432,2238,1326,508,0.629,2.610,0.383,1.000
17,M40617-1-E.tif:2756-3175,479912,213.117,49,243,2936,2254,478,1004,0.686,2.100,0.476,1.000
18,M40617-1-E.tif:3241-4168,1134648,193.090,19,242,3550,2782,1236,918,0.768,1.346,0.743,1.000
19,M40617-1-E.tif:3490-5363,1064124,186.499,7,240,4862,2959,1002,1062,0.785,1.060,0.944,1.000
20,M40617-1-E.tif:3960-4358,463512,159.942,23,240,3824,3743,1068,434,0.645,2.461,0.406,1.000
21,M40617-1-E.tif:3710-3217,897316,187.115,17,244,2778,3199,878,1022,0.781,1.164,0.859,1.000
22,M40617-1-E.tif:3747-2130,991008,171.550,1,251,1572,3303,1116,888,0.775,1.257,0.796,1.000
23,M40617-1-E.tif:4014-1376,285440,186.089,4,243,1056,3791,640,446,0.760,1.435,0.697,1.000
24,M40617-1-E.tif:4278-4313,95778,203.598,24,241,3844,4227,939,102,0.278,9.206,0.109,1.000
