frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M40972-895.tif:1337-3010,3967600,189.390,0,255,1710,574,2600,1526,0.732,1.704,0.587,1.000
2,M40972-895.tif:1322-0924,1976864,189.945,2,236,166,670,1516,1304,0.781,1.163,0.860,1.000
3,M40972-895.tif:2942-0952,2524464,183.925,0,230,206,2096,1492,1692,0.782,1.134,0.882,1.000
4,M40972-895.tif:4808-0928,1874961,180.923,0,234,447,3835,963,1947,0.696,2.022,0.495,1.000
5,M40972-895.tif:4456-1444,430776,188.187,6,230,1155,4084,579,744,0.773,1.285,0.778,1.000
6,M40972-895.tif:4740-2079,675990,188.673,0,231,1775,4185,609,1110,0.719,1.823,0.549,1.000
7,M40972-895.tif:4812-2895,519390,190.028,7,231,2678,4215,435,1194,0.615,2.745,0.364,1.000
8,M40972-895.tif:4783-3695,1017738,190.434,0,240,3272,4182,846,1203,0.762,1.422,0.703,1.000
9,M40972-895.tif:3042-2900,5403456,174.621,0,238,1628,1980,2544,2124,0.779,1.198,0.835,1.000
10,M40972-895.tif:5676-3345,250542,158.744,0,233,2672,5583,1347,186,0.335,7.242,0.138,1.000
