frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M41451-1-E.tif:1202-4669,532800,186.394,3,250,4269,869,800,666,0.779,1.201,0.833,1.000
2,M41451-1-E.tif:1358-3664,340860,205.083,21,255,3365,1073,598,570,0.785,1.049,0.953,1.000
3,M41451-1-E.tif:1297-3058,132568,195.005,16,254,2831,1151,454,292,0.748,1.555,0.643,1.000
4,M41451-1-E.tif:1462-2416,132924,203.675,27,255,2257,1253,318,418,0.771,1.314,0.761,1.000
5,M41451-1-E.tif:2371-4613,417968,204.045,15,255,4311,2025,604,692,0.782,1.146,0.873,1.000
6,M41451-1-E.tif:2815-3548,1054944,215.108,0,255,3251,1927,594,1776,0.590,2.990,0.334,1.000
7,M41451-1-E.tif:2332-2726,419708,204.414,13,255,2395,2015,662,634,0.785,1.044,0.958,1.000
8,M41451-1-E.tif:3095-2923,111488,213.559,28,255,2819,2827,208,536,0.633,2.577,0.388,1.000
9,M41451-1-E.tif:3030-2434,120988,211.608,33,255,2231,2881,406,298,0.767,1.362,0.734,1.000
10,M41451-1-E.tif:2252-2069,77112,199.038,35,255,1967,2063,204,378,0.715,1.853,0.540,1.000
11,M41451-1-E.tif:2683-2000,87024,200.990,31,253,1853,2535,294,296,0.785,1.007,0.993,1.000
12,M41451-1-E.tif:3449-1840,285120,196.728,18,247,1543,3209,594,480,0.777,1.238,0.808,1.000
13,M41451-1-E.tif:2915-1391,310368,191.489,8,248,1147,2597,488,636,0.772,1.303,0.767,1.000
14,M41451-1-E.tif:2004-1396,553284,189.193,7,255,1069,1581,654,846,0.773,1.294,0.773,1.000
15,M41451-1-E.tif:3933-3205,151392,194.332,21,252,2707,3857,996,152,0.361,6.553,0.153,1.000
