frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M41466-1-E.tif:1110-5012,481048,177.607,76,227,4698,727,628,766,0.778,1.220,0.820,1.000
2,M41466-1-E.tif:0990-4445,139202,180.399,81,226,4282,777,326,427,0.771,1.310,0.763,1.000
3,M41466-1-E.tif:0991-3967,96750,185.360,86,219,3855,776,225,430,0.708,1.911,0.523,1.000
4,M41466-1-E.tif:1212-3515,417368,188.527,86,219,3258,806,514,812,0.746,1.580,0.633,1.000
5,M41466-1-E.tif:0952-2865,224375,172.790,70,222,2553,773,625,359,0.728,1.741,0.574,1.000
6,M41466-1-E.tif:0913-2324,72574,165.189,53,215,2186,782,277,262,0.785,1.057,0.946,1.000
7,M41466-1-E.tif:1183-1891,245630,191.683,87,224,1732,798,319,770,0.651,2.414,0.414,1.000
8,M41466-1-E.tif:1203-2572,93432,176.754,75,223,2368,1089,408,229,0.723,1.782,0.561,1.000
9,M41466-1-E.tif:1506-2536,90626,185.495,87,221,2336,1393,401,226,0.724,1.774,0.564,1.000
10,M41466-1-E.tif:1128-1498,227204,189.962,88,229,1340,769,316,719,0.666,2.275,0.439,1.000
11,M41466-1-E.tif:1176-1102,154938,189.956,90,219,994,819,217,714,0.562,3.290,0.304,1.000
12,M41466-1-E.tif:2054-1111,71316,180.572,80,213,970,1928,283,252,0.783,1.123,0.890,1.000
13,M41466-1-E.tif:1862-1436,49051,186.097,100,217,1346,1727,181,271,0.754,1.497,0.668,1.000
14,M41466-1-E.tif:1902-1785,59856,191.828,97,223,1656,1786,258,232,0.783,1.112,0.899,1.000
15,M41466-1-E.tif:1940-2141,69153,187.489,86,224,2008,1811,267,259,0.785,1.031,0.970,1.000
16,M41466-1-E.tif:1915-2549,110289,171.673,71,212,2360,1770,379,291,0.772,1.302,0.768,1.000
17,M41466-1-E.tif:1885-2948,54467,183.038,96,223,2840,1760,217,251,0.781,1.157,0.865,1.000
18,M41466-1-E.tif:2002-3329,92516,190.399,95,223,3215,1800,229,404,0.725,1.764,0.567,1.000
19,M41466-1-E.tif:1972-3716,123702,189.257,84,228,3522,1813,389,318,0.777,1.223,0.817,1.000
20,M41466-1-E.tif:1436-4023,54180,175.785,80,213,3933,1286,180,301,0.736,1.672,0.598,1.000
21,M41466-1-E.tif:1422-4430,94486,179.098,84,215,4232,1303,397,238,0.736,1.668,0.599,1.000
22,M41466-1-E.tif:1890-4445,426586,186.608,89,222,4040,1627,811,526,0.750,1.542,0.649,1.000
23,M41466-1-E.tif:1877-5101,155675,182.992,88,218,4939,1638,325,479,0.757,1.474,0.678,1.000
24,M41466-1-E.tif:2411-4936,202800,180.490,70,219,4624,2249,624,325,0.707,1.920,0.521,1.000
25,M41466-1-E.tif:2388-4237,187671,188.997,88,224,3979,2207,517,363,0.761,1.424,0.702,1.000
26,M41466-1-E.tif:2650-3808,416780,192.323,78,225,3579,2195,458,910,0.700,1.987,0.503,1.000
27,M41466-1-E.tif:2487-3370,53235,181.045,76,215,3273,2351,195,273,0.764,1.400,0.714,1.000
28,M41466-1-E.tif:2561-3030,282560,187.890,87,221,2870,2120,320,883,0.613,2.759,0.362,1.000
29,M41466-1-E.tif:2451-2547,217078,181.976,77,233,2373,2140,349,622,0.723,1.782,0.561,1.000
30,M41466-1-E.tif:2280-2103,67569,183.215,78,220,1992,2129,223,303,0.767,1.359,0.736,1.000
31,M41466-1-E.tif:2238-1793,49987,176.512,81,216,1697,2109,193,259,0.769,1.342,0.745,1.000
32,M41466-1-E.tif:2240-1503,77880,186.681,92,223,1385,2075,236,330,0.764,1.398,0.715,1.000
33,M41466-1-E.tif:2432-1191,88125,179.843,78,216,1074,2245,235,375,0.744,1.596,0.627,1.000
34,M41466-1-E.tif:3138-1251,545184,186.019,75,220,936,2706,631,864,0.766,1.369,0.730,1.000
35,M41466-1-E.tif:2639-1784,64449,191.202,98,222,1676,2491,217,297,0.766,1.369,0.731,1.000
36,M41466-1-E.tif:2736-2147,69984,191.400,94,216,2026,2592,243,288,0.780,1.185,0.844,1.000
37,M41466-1-E.tif:2898-2714,63162,189.241,97,219,2593,2768,242,261,0.784,1.079,0.927,1.000
38,M41466-1-E.tif:3088-2443,75460,179.069,84,218,2321,2934,245,308,0.775,1.257,0.795,1.000
39,M41466-1-E.tif:3155-2012,83520,188.920,90,229,1838,3035,348,240,0.759,1.450,0.690,1.000
40,M41466-1-E.tif:3095-1688,63840,184.989,81,215,1583,2943,210,304,0.759,1.448,0.691,1.000
