frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M43398-1-E.tif:3159-3352,156420,173.341,7,234,3194,2912,316,495,0.747,1.566,0.638,1.000
2,M43398-1-E.tif:2511-3287,109600,148.215,2,227,3087,2374,400,274,0.758,1.460,0.685,1.000
3,M43398-1-E.tif:2500-2697,116130,155.781,8,235,2550,2303,294,395,0.769,1.344,0.744,1.000
4,M43398-1-E.tif:2425-2148,118374,138.682,1,230,1985,2244,327,362,0.783,1.107,0.903,1.000
5,M43398-1-E.tif:2428-1554,103321,160.887,7,231,1368,2290,373,277,0.768,1.347,0.743,1.000
6,M43398-1-E.tif:2454-0977,49192,190.546,32,235,834,2368,286,172,0.737,1.663,0.601,1.000
7,M43398-1-E.tif:3048-1178,115239,185.978,28,236,1018,2869,321,359,0.783,1.118,0.894,1.000
8,M43398-1-E.tif:3095-1872,326808,202.876,23,243,1643,2739,459,712,0.749,1.551,0.645,1.000
9,M43398-1-E.tif:3176-2638,298100,174.114,14,237,2367,2901,542,550,0.785,1.015,0.985,1.000
10,M43398-1-E.tif:1826-3396,167552,183.147,0,234,3220,1588,352,476,0.768,1.352,0.739,1.000
11,M43398-1-E.tif:1406-3420,69003,175.461,15,229,3236,1313,369,187,0.701,1.973,0.507,1.000
12,M43398-1-E.tif:1872-2750,195026,171.473,4,234,2462,1703,577,338,0.732,1.707,0.586,1.000
13,M43398-1-E.tif:1884-2054,85490,195.358,34,236,1847,1781,415,206,0.696,2.015,0.496,1.000
14,M43398-1-E.tif:1937-1457,118800,205.094,3,244,1322,1717,270,440,0.740,1.630,0.614,1.000
15,M43398-1-E.tif:1895-0982,109682,207.330,40,237,809,1737,346,317,0.784,1.091,0.916,1.000
16,M43398-1-E.tif:1441-1010,62700,163.277,14,239,896,1304,228,275,0.779,1.206,0.829,1.000
17,M43398-1-E.tif:1461-1576,70005,185.599,13,233,1397,1364,359,195,0.717,1.841,0.543,1.000
18,M43398-1-E.tif:1262-2417,130062,196.551,4,239,2213,1103,409,318,0.773,1.286,0.778,1.000
19,M43398-1-E.tif:1242-2845,165765,177.737,6,239,2717,920,257,645,0.640,2.510,0.398,1.000
20,M43398-1-E.tif:0960-3706,100254,162.868,2,228,3489,845,434,231,0.712,1.879,0.532,1.000
21,M43398-1-E.tif:1041-1805,94916,175.540,13,228,1611,919,389,244,0.744,1.594,0.627,1.000
22,M43398-1-E.tif:1051-1301,68340,192.233,23,236,1134,949,335,204,0.739,1.642,0.609,1.000
23,M43398-1-E.tif:1062-0843,40136,178.644,19,230,727,976,232,173,0.769,1.341,0.746,1.000
24,M43398-1-E.tif:3914-2228,189540,194.154,21,248,1702,3824,1053,180,0.392,5.850,0.171,1.000
