 ,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
21,M43231.tif:1369-1254,12416,154.354,65,228,1157,1337,194,64,218.906,72.216,0,0.586,3.031,0.330,1.000
22,M43231.tif:1490-1241,10374,148.274,78,225,1175,1451,133,78,150.074,88.014,0,0.732,1.705,0.586,1.000
23,M43231.tif:1319-0790,115540,132.011,20,228,658,1101,265,436,491.973,299.020,90,0.739,1.645,0.608,1.000
24,M43231.tif:2090-0923,89739,163.398,61,237,835,1837,177,507,572.088,199.723,90,0.603,2.864,0.349,1.000
25,M43231.tif:1936-1291,27864,175.197,101,231,1210,1850,162,172,194.081,182.797,90,0.785,1.062,0.942,1.000
26,M43231.tif:2091-1309,9360,174.044,103,227,1257,2046,104,90,117.351,101.554,0,0.781,1.156,0.865,1.000
27,M43231.tif:2223-1333,3843,197.451,151,228,1302,2193,63,61,71.088,68.831,0,0.785,1.033,0.968,1.000
28,M43231.tif:2344-1334,12610,178.166,119,233,1286,2279,97,130,146.689,109.453,90,0.769,1.340,0.746,1.000
29,M43231.tif:2488-1312,17992,183.279,96,232,1226,2436,173,104,195.210,117.351,0,0.737,1.663,0.601,1.000
30,M43231.tif:2630-1385,22960,191.061,88,238,1329,2528,112,205,231.318,126.378,90,0.718,1.830,0.546,1.000
31,M43231.tif:2854-1384,38250,168.822,66,236,1299,2742,170,225,253.885,191.824,90,0.770,1.324,0.756,1.000
32,M43231.tif:2755-0969,125280,157.027,26,244,834,2523,270,464,523.568,304.662,90,0.731,1.719,0.582,1.000
33,M43231.tif:2771-1849,78591,184.895,51,243,1749,2576,201,391,441.196,226.804,90,0.704,1.945,0.514,1.000
34,M43231.tif:2620-2237,41825,166.243,66,238,2150,2501,175,239,269.683,197.466,90,0.767,1.366,0.732,1.000
35,M43231.tif:2412-2235,10584,188.338,112,240,2151,2381,168,63,189.568,71.088,0,0.623,2.667,0.375,1.000
36,M43231.tif:2420-2587,4275,200.556,68,236,2559,2383,57,75,84.628,64.318,90,0.771,1.316,0.760,1.000
37,M43231.tif:2578-2614,7314,183.201,130,233,2580,2525,69,106,119.608,77.858,90,0.750,1.536,0.651,1.000
38,M43231.tif:2735-2632,9636,180.998,112,238,2566,2699,132,73,148.946,82.372,0,0.720,1.808,0.553,1.000
39,M43231.tif:2875-2627,5848,186.811,111,235,2584,2841,86,68,97.041,76.730,0,0.775,1.265,0.791,1.000
40,M43231.tif:2711-3019,118220,174.262,52,242,2904,2454,230,514,579.987,259.527,90,0.671,2.235,0.447,1.000
41,M43231.tif:2636-3371,8670,187.375,127,235,3320,2594,102,85,115.095,95.912,0,0.779,1.200,0.833,1.000
42,M43231.tif:2623-3675,13516,173.932,95,232,3613,2569,124,109,139.919,122.993,0,0.782,1.138,0.879,1.000
43,M43231.tif:2763-3678,24639,172.738,83,234,3614,2668,129,191,215.520,145.561,90,0.756,1.481,0.675,1.000
44,M43231.tif:3275-3649,27489,180.190,87,237,3556,3202,187,147,211.007,165.872,0,0.774,1.272,0.786,1.000
45,M43231.tif:3470-3548,15428,185.459,116,233,3482,3412,133,116,150.074,130.892,0,0.782,1.147,0.872,1.000
46,M43231.tif:3463-3730,11554,182.233,104,231,3676,3410,109,106,122.993,119.608,0,0.785,1.028,0.972,1.000
47,M43231.tif:3690-3656,22436,177.253,89,235,3585,3611,142,158,178.284,160.230,90,0.783,1.113,0.899,1.000
48,M43231.tif:3874-3481,49184,187.981,60,238,3365,3768,232,212,261.784,239.216,0,0.784,1.094,0.914,1.000
49,M43231.tif:3864-3679,9040,201.014,141,235,3623,3824,113,80,127.507,90.270,0,0.762,1.412,0.708,1.000
50,M43231.tif:3571-2929,327392,180.692,33,249,2721,3178,416,787,888.034,469.406,90,0.711,1.892,0.529,1.000
51,M43231.tif:3290-2493,65247,173.506,38,241,2357,3171,273,239,308.048,269.683,0,0.782,1.142,0.875,1.000
52,M43231.tif:3559-2434,14097,178.062,84,238,2379,3496,111,127,143.304,125.250,90,0.782,1.144,0.874,1.000
53,M43231.tif:3370-2081,40020,171.900,72,240,2009,3232,145,276,311.433,163.615,90,0.709,1.903,0.525,1.000
54,M43231.tif:3531-1918,14444,164.955,86,239,1872,3453,92,157,177.156,103.811,90,0.732,1.707,0.586,1.000
55,M43231.tif:3729-2036,4160,201.923,123,242,1996,3703,80,52,90.270,58.676,0,0.750,1.538,0.650,1.000
56,M43231.tif:3846-1989,6853,195.912,121,240,1945,3808,89,77,100.426,86.885,0,0.781,1.156,0.865,1.000
57,M43231.tif:3310-1800,17376,173.577,99,233,1752,3220,96,181,204.237,108.324,90,0.711,1.885,0.530,1.000
58,M43231.tif:3543-1396,177851,168.993,18,246,1250,3240,293,607,684.926,330.615,90,0.690,2.072,0.483,1.000
59,M43231.tif:3304-1049,14536,187.911,100,255,970,3258,158,92,178.284,103.811,0,0.731,1.717,0.582,1.000
60,M43231.tif:3364-0877,26864,172.751,49,236,804,3272,146,184,207.622,164.743,90,0.775,1.260,0.793,1.000
61,M43231.tif:3550-0906,14586,172.718,98,234,835,3499,143,102,161.358,115.095,0,0.763,1.402,0.713,1.000
62,M43231.tif:3707-0933,27984,178.164,108,237,845,3628,176,159,198.595,179.412,0,0.783,1.107,0.903,1.000
63,M43231.tif:3873-0946,12446,193.822,115,238,883,3824,127,98,143.304,110.581,0,0.772,1.296,0.772,1.000
64,M43231.tif:4088-0711,6696,180.105,105,231,665,4052,93,72,104.939,81.243,0,0.773,1.292,0.774,1.000
65,M43231.tif:4082-0877,10425,174.312,87,230,808,4045,139,75,156.845,84.628,0,0.715,1.853,0.540,1.000
66,M43231.tif:4332-0774,48888,152.591,66,232,677,4206,194,252,284.352,218.906,90,0.772,1.299,0.770,1.000
67,M43231.tif:4548-0745,5940,174.826,82,227,700,4515,90,66,101.554,74.473,0,0.767,1.364,0.733,1.000
68,M43231.tif:4729-0759,21109,171.690,77,235,709,4625,101,209,235.831,113.966,90,0.690,2.069,0.483,1.000
69,M43231.tif:4541-1063,149121,161.812,29,242,932,4258,263,567,639.791,296.764,90,0.680,2.156,0.464,1.000
70,M43231.tif:4409-1349,39216,147.028,34,239,1235,4323,228,172,257.270,194.081,0,0.770,1.326,0.754,1.000
71,M43231.tif:4674-1327,36806,178.734,90,234,1250,4555,154,239,269.683,173.770,90,0.749,1.552,0.644,1.000
72,M43231.tif:4570-1696,115068,156.810,3,246,1585,4312,223,516,582.244,251.629,90,0.662,2.314,0.432,1.000
73,M43231.tif:4524-1923,13104,180.361,98,239,1871,4461,104,126,142.176,117.351,90,0.778,1.212,0.825,1.000
74,M43231.tif:4346-1954,2592,207.911,171,239,1927,4322,54,48,60.932,54.162,0,0.783,1.125,0.889,1.000
75,M43231.tif:4357-2123,5040,203.996,132,244,2092,4317,63,80,90.270,71.088,90,0.774,1.270,0.788,1.000
76,M43231.tif:4440-2079,1363,200.467,132,235,2065,4417,29,47,53.034,32.723,90,0.741,1.621,0.617,1.000
77,M43231.tif:4484-2138,2842,212.307,175,241,2109,4460,58,49,65.446,55.291,0,0.780,1.184,0.845,1.000
78,M43231.tif:4516-2488,79158,178.845,66,247,2405,4279,167,474,534.852,188.439,90,0.605,2.838,0.352,1.000
79,M43231.tif:4433-2761,9576,190.268,89,239,2695,4397,133,72,150.074,81.243,0,0.716,1.847,0.541,1.000
80,M43231.tif:4640-2768,41230,181.094,72,240,2691,4507,155,266,300.149,174.899,90,0.731,1.716,0.583,1.000
81,M43231.tif:4513-3194,218890,178.128,14,255,3047,4142,295,742,837.257,332.872,90,0.639,2.515,0.398,1.000
82,M43231.tif:4343-3555,17850,177.667,73,229,3496,4268,119,150,169.257,134.277,90,0.775,1.261,0.793,1.000
83,M43231.tif:4456-3595,13872,184.261,90,230,3527,4405,136,102,153.460,115.095,0,0.769,1.333,0.750,1.000
84,M43231.tif:4249-3700,8051,186.576,119,232,3652,4208,97,83,109.453,93.655,0,0.781,1.169,0.856,1.000
85,M43231.tif:4544-3739,68175,163.184,40,235,3627,4393,225,303,341.899,253.885,90,0.768,1.347,0.743,1.000
86,M43231.tif:4815-3664,18564,183.955,107,229,3586,4756,156,119,176.027,134.277,0,0.771,1.311,0.763,1.000
87,M43231.tif:5126-3682,40349,155.442,40,228,3554,5048,257,157,289.993,177.156,0,0.740,1.637,0.611,1.000
88,M43231.tif:5145-3375,32088,155.681,49,234,3280,5061,191,168,215.520,189.568,0,0.782,1.137,0.880,1.000
89,M43231.tif:5075-3163,5254,195.719,126,234,3126,5040,74,71,83.500,80.115,0,0.785,1.042,0.959,1.000
90,M43231.tif:5212-3169,5544,171.374,97,232,3136,5170,66,84,94.784,74.473,90,0.774,1.273,0.786,1.000
91,M43231.tif:5174-2902,34176,167.236,60,248,2806,5085,192,178,216.649,200.851,0,0.784,1.079,0.927,1.000
92,M43231.tif:4980-2868,24167,170.530,35,237,2784,4909,169,143,190.696,161.358,0,0.780,1.182,0.846,1.000
93,M43231.tif:5128-2332,201294,156.613,16,245,2016,4969,633,318,714.264,358.825,0,0.699,1.991,0.502,1.000
94,M43231.tif:5182-1751,41612,172.338,50,230,1648,5081,206,202,232.446,227.933,0,0.785,1.020,0.981,1.000
95,M43231.tif:5177-1512,41480,186.123,70,239,1427,5055,170,244,275.325,191.824,90,0.760,1.435,0.697,1.000
96,M43231.tif:5055-1342,12480,183.553,64,234,1303,4975,78,160,180.541,88.014,90,0.692,2.051,0.488,1.000
97,M43231.tif:5202-1315,7252,191.928,76,232,1266,5165,98,74,110.581,83.500,0,0.770,1.324,0.755,1.000
98,M43231.tif:5063-1168,15965,189.245,93,235,1091,5012,155,103,174.899,116.223,0,0.753,1.505,0.665,1.000
99,M43231.tif:5235-1124,15092,174.749,77,233,1047,5186,154,98,173.770,110.581,0,0.747,1.571,0.636,1.000
100,M43231.tif:5105-0890,26269,161.857,44,233,836,4985,109,241,271.939,122.993,90,0.674,2.211,0.452,1.000
101,M43231.tif:5071-0710,11730,166.926,60,233,659,5014,102,115,129.764,115.095,90,0.783,1.127,0.887,1.000
102,M43231.tif:5257-0746,10324,196.721,93,234,688,5213,116,89,130.892,100.426,0,0.772,1.303,0.767,1.000
103,M43231.tif:1740-3636,25420,158.943,84,231,3554,1663,164,155,185.054,174.899,0,0.785,1.058,0.945,1.000
104,M43231.tif:1988-3575,46655,166.914,82,240,3468,1880,215,217,244.858,242.602,90,0.785,1.009,0.991,1.000
105,M43231.tif:2081-3788,6141,184.062,47,231,3754,2037,69,89,100.426,77.858,90,0.773,1.290,0.775,1.000
106,M43231.tif:2229-3657,10807,195.449,127,239,3607,2176,101,107,120.737,113.966,90,0.785,1.059,0.944,1.000
107,M43231.tif:2157-3484,19140,176.597,75,235,3412,2091,145,132,163.615,148.946,0,0.784,1.098,0.910,1.000
108,M43231.tif:1785-3221,8160,185.704,124,236,3173,1743,96,85,108.324,95.912,0,0.782,1.129,0.885,1.000
109,M43231.tif:1699-2902,7791,197.531,133,238,2878,1620,49,159,179.412,55.291,90,0.566,3.245,0.308,1.000
110,M43231.tif:1879-2943,5330,187.452,131,239,2911,1838,65,82,92.527,73.345,90,0.775,1.262,0.793,1.000
111,M43231.tif:1888-2836,4661,189.641,128,228,2797,1859,79,59,89.142,66.574,0,0.769,1.339,0.747,1.000
112,M43231.tif:2066-2930,7704,187.990,110,237,2894,2013,72,107,120.737,81.243,90,0.755,1.486,0.673,1.000
113,M43231.tif:1967-2537,52160,170.736,64,240,2456,1807,163,320,361.081,183.926,90,0.702,1.963,0.509,1.000
114,M43231.tif:1892-2184,8704,183.987,130,237,2116,1860,136,64,153.460,72.216,0,0.684,2.125,0.471,1.000
115,M43231.tif:1997-2204,9453,184.083,129,240,2136,1963,137,69,154.588,77.858,0,0.700,1.986,0.504,1.000
116,M43231.tif:2113-2204,13770,183.405,125,242,2119,2073,170,81,191.824,91.399,0,0.687,2.099,0.476,1.000
117,M43231.tif:2123-1837,51350,174.962,95,242,1772,1926,130,395,445.710,146.689,90,0.585,3.038,0.329,1.000
118,M43231.tif:2089-1463,57800,178.790,82,252,1395,1877,136,425,479.561,153.460,90,0.577,3.125,0.320,1.000
119,M43231.tif:5504-2285,145040,217.202,61,252,1767,5434,1036,140,1169.001,157.973,0,0.329,7.400,0.135,1.000
