frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M43297-1-C.tif:0696-2808,28179,161.641,49,239,2657,650,303,93,0.565,3.258,0.307,1
2,M43297-1-C.tif:0851-2832,62500,157.011,48,236,2707,726,250,250,0.785,1,1,1
3,M43297-1-C.tif:1091-3082,10706,165.031,49,233,3029,1041,106,101,0.785,1.05,0.953,1
4,M43297-1-C.tif:1139-2809,48412,173.93,51,244,2676,1048,266,182,0.758,1.462,0.684,1
5,M43297-1-C.tif:1396-3264,39546,138.353,46,224,3147,1312,234,169,0.765,1.385,0.722,1
6,M43297-1-C.tif:2011-2911,736875,179.413,48,246,2349,1684,1125,655,0.731,1.718,0.582,1
7,M43297-1-C.tif:2247-2853,10296,133.677,55,222,2801,2198,104,99,0.785,1.051,0.952,1
8,M43297-1-C.tif:1918-1906,926544,183.132,49,246,1309,1530,1194,776,0.75,1.539,0.65,1
9,M43297-1-C.tif:1973-1317,11174,161.462,63,234,1280,1898,74,151,0.693,2.041,0.49,1
10,M43297-1-C.tif:1573-1643,73444,160.7,49,235,1493,1451,301,244,0.777,1.234,0.811,1
11,M43297-1-C.tif:1508-1308,23968,153.484,51,230,1201,1452,214,112,0.709,1.911,0.523,1
12,M43297-1-C.tif:1423-1351,9785,184.124,48,241,1300,1376,103,95,0.784,1.084,0.922,1
13,M43297-1-C.tif:1641-1365,53217,150.126,52,233,1244,1532,243,219,0.783,1.11,0.901,1
14,M43297-1-C.tif:1946-1108,666147,168.756,45,244,537,1383,699,953,0.767,1.363,0.733,1
15,M43297-1-C.tif:0879-0748,61295,178.099,47,238,646,730,205,299,0.758,1.459,0.686,1
16,M43297-1-C.tif:0915-1411,17680,175.534,53,238,1359,830,104,170,0.74,1.635,0.612,1
17,M43297-1-C.tif:0775-2129,10115,153.681,52,228,2087,716,85,119,0.764,1.4,0.714,1
18,M43297-1-C.tif:0689-2301,42230,156.431,46,232,2199,586,205,206,0.785,1.005,0.995,1
19,M43297-1-C.tif:2461-1875,53492,176.626,45,244,1564,2418,622,86,0.335,7.233,0.138,1
20,M43297-1-C.tif:2494-0884,8658,136.081,54,225,826,2457,117,74,0.746,1.581,0.632,1
