 ,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
29,M43698.tif:2721-2050,88234,201.587,33,250,1910,2564,281,314,354.311,317.075,0,0.783,1.117,0.895,1
30,M43698.tif:2728-1690,111232,184.036,58,248,1514,2570,352,316,397.189,356.568,0,0.783,1.114,0.898,1
31,M43698.tif:2751-1322,53106,193.277,31,251,1239,2592,167,318,358.825,188.439,0,0.709,1.904,0.525,1
32,M43698.tif:2767-1056,73450,212.434,50,252,943,2605,226,325,366.723,255.014,0,0.76,1.438,0.695,1
33,M43698.tif:2796-0810,18012,186.531,39,235,772,2678,76,237,267.426,85.757,0,0.578,3.118,0.321,1
34,M43698.tif:3248-0809,42984,179.874,33,236,710,3140,199,216,243.73,224.547,0,0.784,1.085,0.921,1
35,M43698.tif:3229-1042,24875,178.803,38,239,980,3130,125,199,224.547,141.047,0,0.744,1.592,0.628,1
36,M43698.tif:3188-1267,34850,162.704,22,236,1165,3103,205,170,231.318,191.824,0,0.779,1.206,0.829,1
37,M43698.tif:3203-1505,39917,207.756,42,250,1416,3092,179,223,251.629,201.98,0,0.776,1.246,0.803,1
38,M43698.tif:3237-1733,33135,196.101,41,243,1663,3120,141,235,265.169,159.101,0,0.736,1.667,0.6,1
39,M43698.tif:3196-1988,25296,200.878,48,242,1895,3128,186,136,209.879,153.46,0,0.766,1.368,0.731,1
40,M43698.tif:3261-2267,30438,209.549,65,250,2178,3176,178,171,200.851,192.953,0,0.785,1.041,0.961,1
41,M43698.tif:3250-2476,36360,200.949,35,245,2386,3149,180,202,227.933,203.108,0,0.783,1.122,0.891,1
42,M43698.tif:3218-2810,32450,184.483,51,241,2755,3071,110,295,332.872,124.122,0,0.622,2.682,0.373,1
43,M43698.tif:3233-3079,12012,207.484,65,247,3041,3155,77,156,176.027,86.885,0,0.695,2.026,0.494,1
44,M43698.tif:3143-3360,44286,222.871,78,252,3269,3022,183,242,273.068,206.493,0,0.77,1.322,0.756,1
45,M43698.tif:3156-3697,26400,223.8,79,252,3637,3046,120,220,248.243,135.406,0,0.717,1.833,0.545,1
46,M43698.tif:3723-3656,62857,222.453,82,252,3525,3604,263,239,296.764,269.683,0,0.784,1.1,0.909,1
47,M43698.tif:3715-3369,61124,189.904,41,243,3240,3597,259,236,292.25,266.297,0,0.784,1.097,0.911,1
48,M43698.tif:3711-3135,53584,201.239,51,253,3037,3575,197,272,306.919,222.291,0,0.765,1.381,0.724,1
49,M43698.tif:3726-2803,44037,182.86,31,248,2709,3610,189,233,262.912,213.264,0,0.777,1.233,0.811,1
50,M43698.tif:3658-2383,76558,186.227,32,247,2194,3557,379,202,427.656,227.933,0,0.713,1.876,0.533,1
51,M43698.tif:3678-1945,51959,190.216,30,249,1834,3562,223,233,262.912,251.629,0,0.785,1.045,0.957,1
52,M43698.tif:3656-1595,48357,194.881,36,243,1496,3535,199,243,274.196,224.547,0,0.778,1.221,0.819,1
53,M43698.tif:3653-1360,37128,202.636,14,250,1276,3543,168,221,249.372,189.568,0,0.771,1.315,0.76,1
54,M43698.tif:3651-1082,33670,194.856,5,249,991,3559,182,185,208.75,205.365,0,0.785,1.016,0.984,1
55,M43698.tif:3637-0752,10602,205.014,66,246,721,3552,62,171,192.953,69.96,0,0.614,2.758,0.363,1
56,M43698.tif:4133-0913,78824,192.95,35,247,746,4015,334,236,376.879,266.297,0,0.762,1.415,0.707,1
57,M43698.tif:4110-1143,50151,188.154,28,246,1029,4001,229,219,258.399,247.115,0,0.785,1.046,0.956,1
58,M43698.tif:4117-1455,46805,148.054,13,234,1363,3991,185,253,285.48,208.75,0,0.766,1.368,0.731,1
59,M43698.tif:4111-1704,24888,200.646,48,251,1653,3989,102,244,275.325,115.095,0,0.653,2.392,0.418,1
60,M43698.tif:4123-1964,53196,189.578,21,248,1821,4030,286,186,322.716,209.879,0,0.75,1.538,0.65,1
61,M43698.tif:4160-2270,23540,222.531,106,254,2217,4050,107,220,248.243,120.737,0,0.692,2.056,0.486,1
62,M43698.tif:4113-2525,80522,189.456,24,247,2402,3950,247,326,367.852,278.71,0,0.77,1.32,0.758,1
63,M43698.tif:4216-2800,31500,204.607,33,243,2695,4141,210,150,236.96,169.257,0,0.764,1.4,0.714,1
64,M43698.tif:4174-3128,103161,192.096,27,245,2923,4049,411,251,463.764,283.223,0,0.74,1.637,0.611,1
65,M43698.tif:4138-3612,80920,187.947,32,238,3442,4019,340,238,383.649,268.554,0,0.761,1.429,0.7,1
66,M43698.tif:4569-3700,18568,193.021,47,236,3595,4525,211,88,238.088,99.297,0,0.652,2.398,0.417,1
67,M43698.tif:4588-3461,21659,197.215,48,246,3372,4528,179,121,201.98,136.534,0,0.756,1.479,0.676,1
68,M43698.tif:4616-3188,39600,213.824,57,252,3076,4528,225,176,253.885,198.595,0,0.774,1.278,0.782,1
69,M43698.tif:4594-2906,20800,194.77,41,247,2826,4529,160,130,180.541,146.689,0,0.777,1.231,0.813,1
70,M43698.tif:4568-2647,22261,193.01,36,243,2549,4512,197,113,222.291,127.507,0,0.728,1.743,0.574,1
71,M43698.tif:4581-2388,27730,194.562,29,249,2271,4522,235,118,265.169,133.149,0,0.699,1.992,0.502,1
72,M43698.tif:4607-2058,20976,212.647,69,249,1966,4550,184,114,207.622,128.635,0,0.742,1.614,0.62,1
73,M43698.tif:4592-1720,50796,185.46,38,243,1567,4509,306,166,345.284,187.311,0,0.716,1.843,0.542,1
74,M43698.tif:4956-1356,308829,205.072,20,253,1187,4501,339,911,1027.953,382.521,0,0.621,2.687,0.372,1
75,M43698.tif:4927-0924,450639,178.707,6,249,683,4461,483,933,1052.778,545.007,0,0.706,1.932,0.518,1
76,M43698.tif:5113-1734,87720,199.604,17,251,1649,4855,170,516,582.244,191.824,0,0.586,3.035,0.329,1
77,M43698.tif:5174-2213,269607,201.214,30,251,1879,4973,669,403,754.886,454.737,0,0.737,1.66,0.602,1
78,M43698.tif:5212-2822,104104,184.963,16,240,2653,5058,338,308,381.392,347.541,0,0.784,1.097,0.911,1
79,M43698.tif:5211-3248,77115,207.902,50,251,3103,5079,291,265,328.358,299.02,0,0.784,1.098,0.911,1
80,M43698.tif:5171-3492,45414,185.845,33,242,3405,5041,174,261,294.507,196.338,0,0.754,1.5,0.667,1
81,M43698.tif:5207-3726,47580,194.172,27,237,3629,5085,195,244,275.325,220.034,0,0.776,1.251,0.799,1
82,M43698.tif:5593-2342,166080,183.483,4,253,1823,5513,1038,160,1171.258,180.541,0,0.364,6.487,0.154,1
