frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M42411-1-E.tif:1023-4448,120528,193.136,16,233,4262,861,372,324,0.782,1.148,0.871,1.000
2,M42411-1-E.tif:1501-4425,510864,187.015,12,245,4058,1153,734,696,0.785,1.055,0.948,1.000
3,M42411-1-E.tif:1594-4880,118064,194.064,17,233,4692,1437,376,314,0.779,1.197,0.835,1.000
4,M42411-1-E.tif:1766-3890,93480,195.962,46,232,3700,1643,380,246,0.749,1.545,0.647,1.000
5,M42411-1-E.tif:1164-2923,194756,202.915,40,235,2654,983,538,362,0.755,1.486,0.673,1.000
6,M42411-1-E.tif:1646-2972,63240,199.421,55,230,2870,1491,204,310,0.752,1.520,0.658,1.000
7,M42411-1-E.tif:1164-2326,87100,203.184,47,232,2192,1002,268,325,0.778,1.213,0.825,1.000
8,M42411-1-E.tif:1651-2525,64116,208.507,75,238,2388,1534,274,234,0.781,1.171,0.854,1.000
9,M42411-1-E.tif:1673-2101,44604,204.485,78,234,2007,1555,189,236,0.776,1.249,0.801,1.000
10,M42411-1-E.tif:1162-1847,79289,202.044,36,237,1727,998,241,329,0.767,1.365,0.733,1.000
11,M42411-1-E.tif:1607-1751,25410,193.861,30,231,1691,1502,121,210,0.729,1.736,0.576,1.000
12,M42411-1-E.tif:1595-1426,24800,203.443,60,237,1349,1515,155,160,0.785,1.032,0.969,1.000
13,M42411-1-E.tif:1179-1447,28457,189.955,34,233,1348,1108,199,143,0.764,1.392,0.719,1.000
14,M42411-1-E.tif:1604-1165,18705,188.128,49,228,1122,1497,87,215,0.644,2.471,0.405,1.000
15,M42411-1-E.tif:3038-1520,212121,178.457,3,231,1280,2818,481,441,0.784,1.091,0.917,1.000
16,M42411-1-E.tif:3175-1464,25608,142.101,3,217,1398,3078,132,194,0.757,1.470,0.680,1.000
17,M42411-1-E.tif:2626-2495,215058,190.582,27,238,2250,2407,491,438,0.783,1.121,0.892,1.000
18,M42411-1-E.tif:2748-2125,119187,196.751,30,231,1964,2564,323,369,0.782,1.142,0.875,1.000
19,M42411-1-E.tif:2985-2307,143888,183.896,25,234,2112,2801,391,368,0.785,1.062,0.941,1.000
20,M42411-1-E.tif:3168-2427,505431,193.051,24,234,2112,2768,631,801,0.774,1.269,0.788,1.000
21,M42411-1-E.tif:2592-4105,147325,200.678,30,238,3898,2415,415,355,0.781,1.169,0.855,1.000
22,M42411-1-E.tif:3051-4148,56050,186.043,23,235,4001,2956,295,190,0.749,1.553,0.644,1.000
23,M42411-1-E.tif:2614-4757,233188,207.283,48,231,4457,2420,601,388,0.749,1.549,0.646,1.000
24,M42411-1-E.tif:3223-4716,262105,208.775,33,235,4494,2929,445,589,0.770,1.324,0.756,1.000
25,M42411-1-E.tif:3964-3229,139656,183.825,11,239,2723,3895,1012,138,0.332,7.333,0.136,1.000
