frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M42386-1-E.tif:0001-1002,106878,173.785,36,233,4694,861,379,282,0.768,1.344,0.744,1.000
2,M42386-1-E.tif:0002-1314,57860,178.642,49,241,4804,1204,263,220,0.779,1.195,0.837,1.000
3,M42386-1-E.tif:0003-1592,44440,184.967,62,233,4866,1491,220,202,0.784,1.089,0.918,1.000
4,M42386-1-E.tif:0004-1708,2018850,195.349,44,253,3545,1063,1565,1290,0.778,1.213,0.824,1.000
5,M42386-1-E.tif:0005-1457,2536049,196.498,17,255,1986,641,1553,1633,0.785,1.052,0.951,1.000
6,M42386-1-E.tif:0006-1143,385208,189.227,41,247,1069,874,716,538,0.770,1.331,0.751,1.000
7,M42386-1-E.tif:0007-1726,83634,199.009,70,250,1552,1595,318,263,0.778,1.209,0.827,1.000
8,M42386-1-E.tif:0008-1738,28215,204.949,79,243,1302,1656,171,165,0.785,1.036,0.965,1.000
9,M42386-1-E.tif:0009-2166,38001,203.685,64,245,1772,2047,159,239,0.754,1.503,0.665,1.000
10,M42386-1-E.tif:0010-2124,59500,197.262,68,244,1479,1999,238,250,0.785,1.050,0.952,1.000
11,M42386-1-E.tif:0011-2108,83268,197.850,67,251,1088,1980,324,257,0.775,1.261,0.793,1.000
12,M42386-1-E.tif:0012-2851,471003,185.193,41,254,4407,2598,929,507,0.718,1.832,0.546,1.000
13,M42386-1-E.tif:0013-2796,133455,207.259,82,249,3753,2653,465,287,0.741,1.620,0.617,1.000
14,M42386-1-E.tif:0014-3273,29070,213.805,94,246,3478,3178,153,190,0.776,1.242,0.805,1.000
15,M42386-1-E.tif:0015-3029,439128,204.795,47,253,2812,2708,684,642,0.785,1.065,0.939,1.000
16,M42386-1-E.tif:0016-3123,150103,215.394,88,255,2323,2940,409,367,0.783,1.114,0.897,1.000
17,M42386-1-E.tif:0017-3178,61820,212.210,72,252,1919,3038,220,281,0.774,1.277,0.783,1.000
18,M42386-1-E.tif:0018-2582,156368,201.467,49,252,1583,2414,464,337,0.766,1.377,0.726,1.000
19,M42386-1-E.tif:0019-2576,108576,209.861,59,253,1155,2420,348,312,0.783,1.115,0.897,1.000
20,M42386-1-E.tif:3784-3220,207360,186.578,31,254,2680,3688,1080,192,0.403,5.625,0.178,1.000
