frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M43270-1-E.tif:1106-3388,49800,197.206,41,233,3256,976,265,260,0.762,1.302,0.768,0.933
2,M43270-1-E.tif:1720-2485,633062,196.564,27,243,2033,1195,904,1051,0.394,1.421,0.704,0.820
3,M43270-1-E.tif:1219-1407,213221,175.628,19,236,1140,896,534,647,0.690,1.131,0.884,0.919
4,M43270-1-E.tif:2796-3278,104550,198.407,36,245,3087,2570,382,452,0.553,1.462,0.684,0.831
5,M43270-1-E.tif:2779-1630,444042,201.457,36,243,1059,2474,1142,611,0.454,2.185,0.458,0.786
6,M43270-1-E.tif:3866-1333,46011,182.972,22,233,1215,3713,236,307,0.785,1.773,0.564,0.975
7,M43270-1-E.tif:4163-2245,780039,191.309,8,242,1472,3726,1547,874,0.379,2.075,0.482,0.759
8,M43270-1-E.tif:4421-1760,79874,190.659,27,237,1594,4244,332,355,0.799,1.156,0.865,0.942
9,M43270-1-E.tif:4441-1355,52975,181.015,10,239,1245,4287,220,308,0.790,1.483,0.674,0.950
10,M43270-1-E.tif:5099-1758,71798,194.954,38,241,1575,4965,367,268,0.780,1.344,0.744,0.943
11,M43270-1-E.tif:4910-2852,184298,190.113,23,240,2549,4668,607,485,0.447,1.488,0.672,0.849
12,M43270-1-E.tif:4512-3142,81158,199.104,37,240,2932,4388,420,248,0.715,1.843,0.543,0.940
13,M43270-1-E.tif:5425-2354,156213,170.925,2,238,1832,5340,1044,171,0.346,6.932,0.144,1.000
