frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M42412-1-E.tif:1059-4922,15500,186.979,82,222,4860,997,124,125,0.785,1.008,0.992,1.000
2,M42412-1-E.tif:1513-4317,1222577,186.185,19,226,3672,1040,1291,947,0.767,1.363,0.734,1.000
3,M42412-1-E.tif:1218-3270,214110,186.003,37,224,2978,1035,585,366,0.744,1.598,0.626,1.000
4,M42412-1-E.tif:1718-2889,449625,190.980,35,225,2477,1446,825,545,0.753,1.514,0.661,1.000
5,M42412-1-E.tif:1686-2141,463592,195.355,47,230,1807,1339,668,694,0.785,1.039,0.963,1.000
6,M42412-1-E.tif:1395-2135,66528,189.209,62,223,1991,1280,288,231,0.776,1.247,0.802,1.000
7,M42412-1-E.tif:2785-2560,4365,206.063,106,221,2538,2737,45,97,0.680,2.156,0.464,1.000
8,M42412-1-E.tif:2745-3073,124443,197.131,46,227,2925,2536,297,419,0.763,1.411,0.709,1.000
9,M42412-1-E.tif:3441-3150,277482,203.177,51,228,2926,3132,449,618,0.766,1.376,0.727,1.000
10,M42412-1-E.tif:3358-3831,215985,196.220,31,225,3650,3061,363,595,0.739,1.639,0.610,1.000
11,M42412-1-E.tif:2754-4083,235144,195.311,9,229,3836,2516,494,476,0.785,1.038,0.964,1.000
12,M42412-1-E.tif:2714-4386,197072,188.605,9,228,4160,2496,452,436,0.785,1.037,0.965,1.000
13,M42412-1-E.tif:2985-4375,15476,174.049,44,217,4322,2912,106,146,0.766,1.377,0.726,1.000
14,M42412-1-E.tif:3245-4666,474534,187.959,10,226,4345,2876,643,738,0.782,1.148,0.871,1.000
15,M42412-1-E.tif:3979-3178,137360,187.477,22,234,2673,3911,1010,136,0.329,7.426,0.135,1.000
