frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M42404-1-E.tif:1013-4614,424500,203.093,34,249,4239,730,750,566,0.77,1.325,0.755,1
2,M42404-1-E.tif:1430-4877,51076,188.032,56,236,4764,1317,226,226,0.785,1,1,1
3,M42404-1-E.tif:1471-4700,31460,195.242,44,242,4629,1361,143,220,0.75,1.538,0.65,1
4,M42404-1-E.tif:1795-4561,607200,186.392,21,239,4101,1465,920,660,0.764,1.394,0.717,1
5,M42404-1-E.tif:1442-4276,30895,178.064,31,236,4184,1359,185,167,0.783,1.108,0.903,1
6,M42404-1-E.tif:2220-4246,240038,183.092,15,240,3989,1987,514,467,0.784,1.101,0.909,1
7,M42404-1-E.tif:2684-4061,109089,198.015,57,241,3866,2545,391,279,0.763,1.401,0.714,1
8,M42404-1-E.tif:2755-4795,191807,186.754,20,237,4610,2497,371,517,0.764,1.394,0.718,1
9,M42404-1-E.tif:3252-4752,55695,189.941,27,237,4634,3135,237,235,0.785,1.009,0.992,1
10,M42404-1-E.tif:1531-3642,170850,204.802,43,242,3430,1330,425,402,0.785,1.057,0.946,1
11,M42404-1-E.tif:0997-3020,521427,208.954,42,242,2535,729,971,537,0.72,1.808,0.553,1
12,M42404-1-E.tif:1496-2761,218174,193.676,39,241,2550,1238,422,517,0.777,1.225,0.816,1
13,M42404-1-E.tif:1671-2961,77056,195.396,61,240,2833,1521,256,301,0.78,1.176,0.85,1
14,M42404-1-E.tif:1871-3003,132480,202.263,67,242,2823,1687,360,368,0.785,1.022,0.978,1
15,M42404-1-E.tif:2084-3069,72996,200.559,55,242,2954,1926,231,316,0.766,1.368,0.731,1
16,M42404-1-E.tif:2125-3300,48642,205.767,60,243,3179,2025,242,201,0.779,1.204,0.831,1
17,M42404-1-E.tif:2623-3338,134589,206.049,60,244,3092,2487,493,273,0.721,1.806,0.554,1
18,M42404-1-E.tif:2588-2741,26535,203.165,2,241,2669,2497,145,183,0.775,1.262,0.792,1
19,M42404-1-E.tif:2564-2379,84300,189.932,64,242,2229,2424,300,281,0.785,1.068,0.937,1
20,M42404-1-E.tif:2365-1489,124656,193.671,34,246,1304,2197,371,336,0.783,1.104,0.906,1
21,M42404-1-E.tif:3229-1334,120056,197.369,16,238,1162,3055,344,349,0.785,1.015,0.986,1
22,M42404-1-E.tif:3209-2073,1035667,203.531,43,248,1465,2784,1217,851,0.761,1.43,0.699,1
23,M42404-1-E.tif:1288-1540,575025,194.075,27,244,1233,821,615,935,0.752,1.52,0.658,1
24,M42404-1-E.tif:3844-3324,159120,200.901,29,251,2814,3766,1020,156,0.361,6.538,0.153,1
