frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M41887-1-C.tif:0002-0686,634788,200.896,36,254,1644,340,916,693,0.770,1.322,0.757,1.000
2,M41887-1-C.tif:0003-0730,763280,184.724,50,255,405,401,1160,658,0.726,1.763,0.567,1.000
3,M41887-1-C.tif:0004-1362,89693,193.823,65,234,3519,1234,349,257,0.767,1.358,0.736,1.000
4,M41887-1-C.tif:0005-1423,124962,204.939,94,247,3100,1247,354,353,0.785,1.003,0.997,1.000
5,M41887-1-C.tif:0006-1519,222132,200.306,56,245,2568,1260,428,519,0.778,1.213,0.825,1.000
6,M41887-1-C.tif:0007-1382,379584,209.594,71,249,1927,1094,659,576,0.782,1.144,0.874,1.000
7,M41887-1-C.tif:0008-1212,222831,205.993,76,252,1517,929,393,567,0.760,1.443,0.693,1.000
8,M41887-1-C.tif:0009-1652,1301524,167.107,13,243,335,1112,1204,1081,0.783,1.114,0.898,1.000
9,M41887-1-C.tif:0010-2206,2108510,190.938,21,255,2246,1535,1570,1343,0.781,1.169,0.855,1.000
10,M41887-1-C.tif:0011-2016,214434,201.670,57,247,2247,1707,342,627,0.717,1.833,0.545,1.000
11,M41887-1-C.tif:0012-1848,225990,209.305,76,249,1809,1533,405,558,0.766,1.378,0.726,1.000
12,M41887-1-C.tif:0013-1833,181332,183.277,57,236,1395,1557,414,438,0.785,1.058,0.945,1.000
13,M41887-1-C.tif:0014-2651,126960,176.883,33,230,3335,2570,460,276,0.736,1.667,0.600,1.000
14,M41887-1-C.tif:0015-2389,423657,205.697,49,255,1581,2118,639,663,0.785,1.038,0.964,1.000
15,M41887-1-C.tif:0016-2507,586467,193.306,34,245,432,2166,963,609,0.746,1.581,0.632,1.000
16,M41887-1-C.tif:2898-1710,85536,211.498,59,253,1314,2844,792,108,0.332,7.333,0.136,1.000
17,M41887-1-C.tif:0815-3268,836403,193.919,44,254,2659,336,1218,958,0.658,1.461,0.684,0.902
