frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M41468-1-E.tif:1226-4439,1911609,173.739,18,232,3641,628,1597,1197,0.769,1.334,0.750,1.000
2,M41468-1-E.tif:1164-3270,558189,176.488,52,239,2986,674,569,981,0.730,1.724,0.580,1.000
3,M41468-1-E.tif:1049-2354,891156,184.692,53,241,1736,689,1236,721,0.731,1.714,0.583,1.000
4,M41468-1-E.tif:0975-1293,531609,183.789,50,237,818,696,951,559,0.732,1.701,0.588,1.000
5,M41468-1-E.tif:1921-1457,1161880,185.517,61,233,837,1453,1240,937,0.770,1.323,0.756,1.000
6,M41468-1-E.tif:1552-2027,175380,186.870,61,232,1790,1367,474,370,0.773,1.281,0.781,1.000
7,M41468-1-E.tif:1892-2393,231727,180.549,62,230,2235,1527,317,731,0.663,2.306,0.434,1.000
8,M41468-1-E.tif:1775-2704,50826,168.813,15,234,2606,1646,197,258,0.771,1.310,0.764,1.000
9,M41468-1-E.tif:1583-2993,244829,181.356,15,234,2739,1343,509,481,0.785,1.058,0.945,1.000
10,M41468-1-E.tif:2170-3120,415140,194.060,68,229,2790,1856,660,629,0.785,1.049,0.953,1.000
11,M41468-1-E.tif:2007-3788,128520,187.271,68,235,3599,1837,378,340,0.783,1.112,0.899,1.000
12,M41468-1-E.tif:2363-4302,532456,202.013,73,236,4076,1774,452,1178,0.630,2.606,0.384,1.000
13,M41468-1-E.tif:2184-4961,879750,187.481,36,227,4586,1598,750,1173,0.747,1.564,0.639,1.000
14,M41468-1-E.tif:2886-4589,75884,198.205,77,234,4434,2764,311,244,0.774,1.275,0.785,1.000
15,M41468-1-E.tif:3095-4358,75116,192.066,70,223,4180,2990,356,211,0.734,1.687,0.593,1.000
16,M41468-1-E.tif:2551-3783,257348,192.842,65,228,3581,2233,404,637,0.746,1.577,0.634,1.000
17,M41468-1-E.tif:2788-3403,159132,206.982,85,234,3225,2565,356,447,0.775,1.256,0.796,1.000
18,M41468-1-E.tif:2790-2798,848016,207.096,76,234,2447,2186,702,1208,0.730,1.721,0.581,1.000
19,M41468-1-E.tif:2701-2133,396410,197.766,75,230,1888,2297,490,809,0.738,1.651,0.606,1.000
20,M41468-1-E.tif:2647-1619,82973,203.087,80,235,1515,2449,209,397,0.710,1.900,0.526,1.000
21,M41468-1-E.tif:2908-1176,421176,196.773,73,227,935,2472,483,872,0.721,1.805,0.554,1.000
22,M41468-1-E.tif:3022-1498,78590,193.473,79,226,1353,2887,290,271,0.784,1.070,0.934,1.000
23,M41468-1-E.tif:3336-1627,241776,195.346,73,232,1335,3129,584,414,0.763,1.411,0.709,1.000
24,M41468-1-E.tif:3603-1161,61610,202.979,84,228,1060,3451,202,305,0.753,1.510,0.662,1.000
25,M41468-1-E.tif:3670-1796,84425,208.233,84,234,1659,3517,275,307,0.783,1.116,0.896,1.000
26,M41468-1-E.tif:3459-2400,609108,212.694,83,237,2014,3065,772,789,0.785,1.022,0.978,1.000
27,M41468-1-E.tif:3587-2955,138580,207.494,82,231,2786,3382,338,410,0.778,1.213,0.824,1.000
28,M41468-1-E.tif:3379-3375,109532,203.576,85,233,3277,3101,197,556,0.607,2.822,0.354,1.000
29,M41468-1-E.tif:3516-3961,320892,198.146,69,232,3598,3295,726,442,0.739,1.643,0.609,1.000
30,M41468-1-E.tif:3081-3884,84152,205.711,89,234,3727,2947,314,268,0.780,1.172,0.854,1.000
31,M41468-1-E.tif:3166-4777,61776,179.702,57,230,4669,3023,216,286,0.770,1.324,0.755,1.000
32,M41468-1-E.tif:3490-4548,167205,204.780,106,230,4371,3255,355,471,0.770,1.327,0.754,1.000
33,M41468-1-E.tif:3410-5144,323495,191.845,34,231,4902,3077,485,667,0.766,1.375,0.727,1.000
34,M41468-1-E.tif:3946-3774,155040,209.141,57,244,3264,3870,1020,152,0.355,6.711,0.149,1.000
