frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M41974-1-C.tif:0629-3514,86598,195.201,92,237,3373,476,283,306,0.784,1.081,0.925,1.000
2,M41974-1-C.tif:0632-3191,65436,181.079,68,232,3077,489,228,287,0.775,1.259,0.794,1.000
3,M41974-1-C.tif:0744-2811,178848,188.154,61,247,2649,468,324,552,0.732,1.704,0.587,1.000
4,M41974-1-C.tif:0589-2285,96960,202.360,99,242,2045,488,480,202,0.655,2.376,0.421,1.000
5,M41974-1-C.tif:0602-1782,78642,197.788,64,232,1629,474,306,257,0.779,1.191,0.840,1.000
6,M41974-1-C.tif:0595-1426,59778,194.952,77,229,1305,472,243,246,0.785,1.012,0.988,1.000
7,M41974-1-C.tif:0603-1166,16975,195.326,88,238,1118,516,97,175,0.721,1.804,0.554,1.000
8,M41974-1-C.tif:0620-0886,44793,178.150,63,243,768,526,237,189,0.775,1.254,0.797,1.000
9,M41974-1-C.tif:0617-0621,18792,148.139,49,215,540,559,162,116,0.764,1.397,0.716,1.000
10,M41974-1-C.tif:0847-0697,14280,175.030,58,233,646,777,102,140,0.766,1.373,0.729,1.000
11,M41974-1-C.tif:1157-0760,76156,172.230,53,236,640,999,241,316,0.771,1.311,0.763,1.000
12,M41974-1-C.tif:1255-1402,501468,177.994,46,236,1083,862,638,786,0.777,1.232,0.812,1.000
13,M41974-1-C.tif:1066-2191,366475,190.381,51,242,1849,799,685,535,0.774,1.280,0.781,1.000
14,M41974-1-C.tif:1276-2631,23472,178.540,74,231,2550,1204,163,144,0.782,1.132,0.883,1.000
15,M41974-1-C.tif:1207-2929,78725,176.811,49,229,2812,1040,235,335,0.761,1.426,0.701,1.000
16,M41974-1-C.tif:1159-3235,21920,184.052,76,221,3167,1079,137,160,0.781,1.168,0.856,1.000
17,M41974-1-C.tif:0902-3235,25110,178.729,68,230,3154,825,162,155,0.785,1.045,0.957,1.000
18,M41974-1-C.tif:0925-3545,18744,178.915,81,218,3474,859,142,132,0.784,1.076,0.930,1.000
19,M41974-1-C.tif:1128-3527,13344,167.750,62,217,3458,1080,139,96,0.759,1.448,0.691,1.000
20,M41974-1-C.tif:1944-3044,1136902,177.359,35,238,2445,1470,1198,949,0.775,1.262,0.792,1.000
21,M41974-1-C.tif:1585-2079,112518,188.206,62,235,1880,1444,399,282,0.762,1.415,0.707,1.000
22,M41974-1-C.tif:1937-2144,85196,189.624,64,236,1964,1819,361,236,0.751,1.530,0.654,1.000
23,M41974-1-C.tif:1818-1650,98465,162.935,59,235,1441,1701,419,235,0.723,1.783,0.561,1.000
24,M41974-1-C.tif:1752-1122,23104,167.252,54,224,1046,1676,152,152,0.785,1.000,1.000,1.000
25,M41974-1-C.tif:1514-0791,53248,177.887,56,231,663,1410,256,208,0.777,1.231,0.813,1.000
26,M41974-1-C.tif:1882-0757,87570,169.970,45,222,618,1725,278,315,0.782,1.133,0.883,1.000
27,M41974-1-C.tif:1961-1227,36348,181.893,65,231,1111,1883,233,156,0.755,1.494,0.670,1.000
28,M41974-1-C.tif:2220-2461,93198,178.910,35,243,2303,2073,317,294,0.784,1.078,0.927,1.000
29,M41974-1-C.tif:2293-2069,46150,164.154,47,227,2004,2116,130,355,0.616,2.731,0.366,1.000
30,M41974-1-C.tif:2384-1743,177990,181.576,51,252,1569,2129,349,510,0.758,1.461,0.684,1.000
31,M41974-1-C.tif:2261-1408,62115,142.245,54,226,1306,2110,205,303,0.756,1.478,0.677,1.000
32,M41974-1-C.tif:2182-0938,14796,190.374,135,223,884,2114,108,137,0.774,1.269,0.788,1.000
33,M41974-1-C.tif:2520-1026,349325,178.861,59,253,634,2298,785,445,0.725,1.764,0.567,1.000
34,M41974-1-C.tif:2542-2340,117290,163.482,42,243,2182,2357,317,370,0.781,1.167,0.857,1.000
35,M41974-1-C.tif:2587-2756,100166,188.153,55,243,2599,2428,314,319,0.785,1.016,0.984,1.000
36,M41974-1-C.tif:2611-3125,24464,165.300,46,228,3056,2523,139,176,0.775,1.266,0.790,1.000
37,M41974-1-C.tif:2635-3494,56680,186.324,69,225,3364,2526,260,218,0.779,1.193,0.838,1.000
38,M41974-1-C.tif:2821-1782,91260,211.537,78,252,1392,2763,780,117,0.356,6.667,0.150,1.000
