frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M43298-1-C.tif:1706-2231,984893,188.379,42,246,1752,1193,959,1027,0.784,1.071,0.934,1
2,M43298-1-C.tif:1355-1920,13992,134.359,43,236,1876,1276,88,159,0.721,1.807,0.553,1
3,M43298-1-C.tif:1434-2124,20002,166.369,51,236,2056,1361,137,146,0.785,1.066,0.938,1
4,M43298-1-C.tif:1251-1783,73975,147.858,43,240,1649,1114,269,275,0.785,1.022,0.978,1
5,M43298-1-C.tif:1357-1504,7497,149.716,49,222,1480,1281,49,153,0.577,3.122,0.32,1
6,M43298-1-C.tif:1420-1554,8217,128.959,48,218,1513,1371,83,99,0.779,1.193,0.838,1
7,M43298-1-C.tif:1320-1563,8424,138.696,50,228,1527,1262,72,117,0.741,1.625,0.615,1
8,M43298-1-C.tif:1490-1659,113025,136.606,46,233,1522,1285,275,411,0.755,1.495,0.669,1
9,M43298-1-C.tif:1655-1413,100854,166.664,46,238,1296,1440,234,431,0.716,1.842,0.543,1
10,M43298-1-C.tif:1923-1685,326230,182.939,45,238,1433,1600,505,646,0.774,1.279,0.782,1
11,M43298-1-C.tif:1676-1178,124096,189.567,56,239,1040,1452,277,448,0.742,1.617,0.618,1
12,M43298-1-C.tif:1889-1130,128874,193.156,59,239,989,1661,282,457,0.741,1.621,0.617,1
13,M43298-1-C.tif:2055-1039,156087,197.335,64,241,855,1844,369,423,0.782,1.146,0.872,1
14,M43298-1-C.tif:2062-0678,168048,185.221,60,239,484,1846,389,432,0.783,1.111,0.9,1
15,M43298-1-C.tif:2638-0887,8208,193.439,68,239,833,2600,108,76,0.762,1.421,0.704,1
16,M43298-1-C.tif:2919-0861,24768,180.125,44,233,775,2847,172,144,0.779,1.194,0.837,1
17,M43298-1-C.tif:2909-1145,28386,163.334,39,233,1062,2824,166,171,0.785,1.03,0.971,1
18,M43298-1-C.tif:2578-1120,9324,184.093,73,241,1065,2536,111,84,0.77,1.321,0.757,1
19,M43298-1-C.tif:2636-1352,4416,194.09,95,238,1318,2604,69,64,0.784,1.078,0.928,1
20,M43298-1-C.tif:2631-1575,12084,195.522,62,239,1522,2574,106,114,0.784,1.075,0.93,1
21,M43298-1-C.tif:2874-1451,31920,162.687,47,236,1356,2790,190,168,0.782,1.131,0.884,1
22,M43298-1-C.tif:2924-1732,15678,148.363,45,243,1665,2866,134,117,0.782,1.145,0.873,1
23,M43298-1-C.tif:2641-1940,33823,186.41,55,241,1827,2567,227,149,0.752,1.523,0.656,1
24,M43298-1-C.tif:2925-2047,32604,157.594,46,234,1943,2847,209,156,0.769,1.34,0.746,1
25,M43298-1-C.tif:2629-2295,28665,198.778,53,240,2198,2556,195,147,0.77,1.327,0.754,1
26,M43298-1-C.tif:2903-2351,16884,180.905,52,239,2284,2840,134,126,0.785,1.063,0.94,1
27,M43298-1-C.tif:3366-1670,63200,186.849,39,242,1354,3316,632,100,0.371,6.32,0.158,1
