frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M40613-1-E.tif:0497-5809,216867,161.156,37,230,5585,256,449,483,0.784,1.076,0.930,1.000
2,M40613-1-E.tif:0737-5156,446544,182.501,33,235,4935,233,443,1008,0.666,2.275,0.439,1.000
3,M40613-1-E.tif:0667-4334,1010328,181.247,41,236,3800,194,1068,946,0.783,1.129,0.886,1.000
4,M40613-1-E.tif:0385-2716,600661,166.888,28,236,1960,187,1513,397,0.517,3.811,0.262,1.000
5,M40613-1-E.tif:0474-1236,446101,180.646,29,235,733,253,1007,443,0.667,2.273,0.440,1.000
6,M40613-1-E.tif:0519-0448,190960,160.476,36,231,256,271,385,496,0.773,1.288,0.776,1.000
7,M40613-1-E.tif:1436-4487,193409,187.246,25,238,4224,1253,527,367,0.760,1.436,0.696,1.000
8,M40613-1-E.tif:1139-3426,1761500,196.404,24,240,2614,597,1625,1084,0.754,1.499,0.667,1.000
9,M40613-1-E.tif:1487-1719,2265988,177.273,5,238,879,813,1681,1348,0.776,1.247,0.802,1.000
10,M40613-1-E.tif:1212-0505,484900,171.568,31,234,180,839,650,746,0.782,1.148,0.871,1.000
11,M40613-1-E.tif:1875-0605,161160,165.822,24,233,289,1748,632,255,0.644,2.478,0.403,1.000
12,M40613-1-E.tif:2354-0513,223376,146.730,7,238,210,2170,607,368,0.738,1.649,0.606,1.000
13,M40613-1-E.tif:2923-0452,151032,190.177,32,235,266,2720,372,406,0.784,1.091,0.916,1.000
14,M40613-1-E.tif:3508-0473,266800,184.037,3,235,186,3276,575,464,0.776,1.239,0.807,1.000
15,M40613-1-E.tif:2808-1010,251136,192.282,38,239,792,2520,436,576,0.770,1.321,0.757,1.000
16,M40613-1-E.tif:2554-1501,150788,188.710,47,237,1203,2428,596,253,0.657,2.356,0.424,1.000
17,M40613-1-E.tif:2025-1264,283203,193.874,18,238,1035,1717,459,617,0.768,1.344,0.744,1.000
18,M40613-1-E.tif:2411-2126,262728,205.634,10,249,1859,2165,534,492,0.784,1.085,0.921,1.000
19,M40613-1-E.tif:2685-2811,514436,202.143,25,239,2473,2305,676,761,0.783,1.126,0.888,1.000
20,M40613-1-E.tif:1995-2831,272451,210.619,51,249,2601,1700,461,591,0.773,1.282,0.780,1.000
21,M40613-1-E.tif:2204-3410,567336,186.082,39,238,3102,1744,616,921,0.754,1.495,0.669,1.000
22,M40613-1-E.tif:2102-4171,542184,189.098,45,241,3823,1713,696,779,0.783,1.119,0.893,1.000
23,M40613-1-E.tif:2428-4903,1780767,198.222,23,241,4395,1553,1017,1751,0.730,1.722,0.581,1.000
24,M40613-1-E.tif:1816-5670,1690596,168.473,14,237,5204,910,933,1812,0.705,1.942,0.515,1.000
25,M40613-1-E.tif:3563-5820,799000,177.293,17,238,5570,2764,500,1598,0.570,3.196,0.313,1.000
26,M40613-1-E.tif:3825-5038,803358,139.154,2,240,4647,3312,783,1026,0.771,1.310,0.763,1.000
27,M40613-1-E.tif:4022-4184,587202,190.703,20,238,3733,3697,902,651,0.765,1.386,0.722,1.000
28,M40613-1-E.tif:4044-2781,1049877,204.180,37,240,1960,3725,1643,639,0.633,2.571,0.389,1.000
29,M40613-1-E.tif:3385-2662,453861,196.468,40,236,2346,3027,633,717,0.782,1.133,0.883,1.000
30,M40613-1-E.tif:3392-2086,170112,176.333,52,236,1894,3171,384,443,0.781,1.154,0.867,1.000
31,M40613-1-E.tif:3288-1361,560025,175.175,22,236,934,2961,855,655,0.772,1.305,0.766,1.000
32,M40613-1-E.tif:4024-1768,230508,193.063,42,239,1600,3682,337,684,0.695,2.030,0.493,1.000
33,M40613-1-E.tif:4026-1266,308484,170.755,36,238,1041,3684,451,684,0.752,1.517,0.659,1.000
34,M40613-1-E.tif:4043-0774,196413,177.892,34,235,610,3745,329,597,0.720,1.815,0.551,1.000
35,M40613-1-E.tif:4095-0373,108768,184.722,31,237,241,3889,264,412,0.748,1.561,0.641,1.000
36,M40613-1-E.tif:0690-6082,95600,172.019,32,235,6032,212,100,956,0.269,9.560,0.105,1.000
