frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M43293-1-C.tif:1218-2308,245098,181.651,25,246,2095,931,427,574,0.768,1.344,0.744,1.000
2,M43293-1-C.tif:0854-1605,46706,179.334,18,242,1509,733,193,242,0.775,1.254,0.798,1.000
3,M43293-1-C.tif:1186-1295,932098,171.343,15,253,766,746,1058,881,0.779,1.201,0.833,1.000
4,M43293-1-C.tif:1541-1337,25289,164.561,44,241,1277,1437,121,209,0.730,1.727,0.579,1.000
5,M43293-1-C.tif:2000-1665,194038,169.618,34,254,1446,1779,439,442,0.785,1.007,0.993,1.000
6,M43293-1-C.tif:1897-1116,35984,159.330,33,240,1030,1793,173,208,0.779,1.202,0.832,1.000
7,M43293-1-C.tif:1860-0895,31392,147.971,22,237,823,1751,144,218,0.753,1.514,0.661,1.000
8,M43293-1-C.tif:2202-1156,28728,152.406,26,247,1080,2108,152,189,0.776,1.243,0.804,1.000
9,M43293-1-C.tif:1998-2296,125216,177.934,10,244,2146,1790,301,416,0.765,1.382,0.724,1.000
10,M43293-1-C.tif:2591-2232,220472,187.012,23,250,2015,2337,434,508,0.781,1.171,0.854,1.000
11,M43293-1-C.tif:2646-0988,303696,166.466,14,242,766,2304,444,684,0.750,1.541,0.649,1.000
12,M43293-1-C.tif:3138-0831,18496,140.297,11,234,763,3070,136,136,0.785,1.000,1.000,1.000
13,M43293-1-C.tif:3085-1215,38025,145.575,16,237,1131,2973,169,225,0.770,1.331,0.751,1.000
14,M43293-1-C.tif:2992-1516,124509,166.603,10,248,1345,2811,343,363,0.785,1.058,0.945,1.000
15,M43293-1-C.tif:3100-1998,23625,160.949,20,239,1936,3006,125,189,0.753,1.512,0.661,1.000
16,M43293-1-C.tif:3110-2372,44336,171.745,26,241,2291,2974,163,272,0.736,1.669,0.599,1.000
17,M43293-1-C.tif:3488-1615,61544,152.680,17,240,1301,3439,628,98,0.367,6.408,0.156,1.000
