frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M42374-1-E.tif:1003-4120,1230180,203.063,30,253,3105,700,2030,606,0.556,3.350,0.299,1.000
2,M42374-1-E.tif:1220-2700,773024,204.185,45,252,2207,828,986,784,0.775,1.258,0.795,1.000
3,M42374-1-E.tif:1333-1791,1063152,203.224,27,252,1363,712,856,1242,0.759,1.451,0.689,1.000
4,M42374-1-E.tif:1801-3408,135780,201.305,43,248,3189,1646,438,310,0.762,1.413,0.708,1.000
5,M42374-1-E.tif:2794-1475,152880,193.083,42,248,1265,2612,420,364,0.781,1.154,0.867,1.000
6,M42374-1-E.tif:3279-1464,87204,192.502,23,248,1335,3110,258,338,0.771,1.310,0.763,1.000
7,M42374-1-E.tif:3645-2293,241304,206.901,43,246,2015,3428,556,434,0.773,1.281,0.781,1.000
8,M42374-1-E.tif:2533-2413,261960,204.143,31,250,2191,2238,444,590,0.770,1.329,0.753,1.000
9,M42374-1-E.tif:2737-3006,1042500,205.390,41,255,2589,2112,834,1250,0.754,1.499,0.667,1.000
10,M42374-1-E.tif:2487-2655,19184,199.077,52,241,2611,2378,88,218,0.644,2.477,0.404,1.000
11,M42374-1-E.tif:2589-4524,1157652,196.590,12,251,3795,2192,1458,794,0.717,1.836,0.545,1.000
12,M42374-1-E.tif:2102-4894,293304,200.022,12,250,4531,1900,726,404,0.722,1.797,0.556,1.000
13,M42374-1-E.tif:3466-4696,314552,200.527,30,242,4409,3192,574,548,0.785,1.047,0.955,1.000
14,M42374-1-E.tif:3869-3309,165888,173.797,2,252,2797,3788,1024,162,0.371,6.321,0.158,1.000
