frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M42405-1-E.tif:1512-4410,325398,192.664,56,232,4121,1231,579,562,0.785,1.03,0.971,1
2,M42405-1-E.tif:2003-4380,146250,191.901,49,227,4185,1816,390,375,0.785,1.04,0.962,1
3,M42405-1-E.tif:1689-3922,459940,193.793,59,229,3617,1312,610,754,0.777,1.236,0.809,1
4,M42405-1-E.tif:2417-4253,685785,194.055,49,248,3730,2090,1047,655,0.744,1.598,0.626,1
5,M42405-1-E.tif:1656-3264,101470,195.779,94,250,3125,1474,278,365,0.771,1.313,0.762,1
6,M42405-1-E.tif:1457-2307,411680,190.4,54,225,1997,1125,620,664,0.784,1.071,0.934,1
7,M42405-1-E.tif:2230-2378,340710,192.693,79,238,2071,1953,615,554,0.783,1.11,0.901,1
8,M42405-1-E.tif:2382-1603,135576,197.241,99,251,1334,2256,538,252,0.682,2.135,0.468,1
9,M42405-1-E.tif:1900-1719,51645,192.552,84,226,1637,1744,165,313,0.71,1.897,0.527,1
10,M42405-1-E.tif:1881-1345,60984,194.193,65,228,1224,1755,242,252,0.785,1.041,0.96,1
11,M42405-1-E.tif:1337-1520,183610,190.299,54,230,1307,1122,427,430,0.785,1.007,0.993,1
12,M42405-1-E.tif:2810-1497,39942,175.368,36,224,1339,2747,317,126,0.639,2.516,0.397,1
13,M42405-1-E.tif:3134-1374,52632,196.517,84,223,1288,2981,172,306,0.724,1.779,0.562,1
14,M42405-1-E.tif:3097-1714,22304,195.134,65,225,1646,3015,136,164,0.779,1.206,0.829,1
15,M42405-1-E.tif:3104-2021,29120,194.585,99,227,1930,3024,182,160,0.782,1.137,0.879,1
16,M42405-1-E.tif:2804-1994,88125,190.948,35,230,1807,2687,375,235,0.744,1.596,0.627,1
17,M42405-1-E.tif:2769-2456,64165,194.799,56,230,2300,2667,313,205,0.751,1.527,0.655,1
18,M42405-1-E.tif:3130-2283,35960,202.997,96,229,2211,3006,145,248,0.731,1.71,0.585,1
19,M42405-1-E.tif:3121-2555,14852,171.455,37,228,2461,3082,188,79,0.655,2.38,0.42,1
20,M42405-1-E.tif:3649-3210,149776,165.987,6,233,2704,3575,1012,148,0.35,6.838,0.146,1
