 ,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,M43661.tif:0905-3582,45951,165.032,45,236,3438,826,289,159,326.102,179.412,0,0.719,1.818,0.550,1.000
2,M43661.tif:0919-3133,16744,178.702,54,230,3081,839,104,161,181.669,117.351,90,0.749,1.548,0.646,1.000
3,M43661.tif:0924-2883,20574,190.743,55,229,2820,843,127,162,182.797,143.304,90,0.774,1.276,0.784,1.000
4,M43661.tif:0937-2593,19126,153.326,39,223,2528,864,131,146,164.743,147.818,90,0.783,1.115,0.897,1.000
5,M43661.tif:0938-2322,8856,192.543,74,227,2286,877,72,123,138.791,81.243,90,0.732,1.708,0.585,1.000
6,M43661.tif:0929-2015,10080,164.086,53,224,1943,894,144,70,162.487,78.987,0,0.691,2.057,0.486,1.000
7,M43661.tif:0950-1742,8343,170.170,52,226,1702,899,81,103,116.223,91.399,90,0.774,1.272,0.786,1.000
8,M43661.tif:0983-1417,29640,162.335,60,226,1303,918,228,130,257.270,146.689,0,0.727,1.754,0.570,1.000
9,M43661.tif:1002-1089,15128,151.563,42,224,1028,940,122,124,139.919,137.662,90,0.785,1.016,0.984,1.000
10,M43661.tif:0992-0805,16616,128.868,57,222,743,925,124,134,151.203,139.919,90,0.784,1.081,0.925,1.000
11,M43661.tif:1445-0828,11130,194.698,78,237,775,1393,106,105,119.608,118.480,0,0.785,1.010,0.991,1.000
12,M43661.tif:1451-1136,12920,165.611,58,228,1094,1375,85,152,171.514,95.912,90,0.723,1.788,0.559,1.000
13,M43661.tif:1393-1484,12800,168.447,49,229,1404,1353,160,80,180.541,90.270,0,0.698,2.000,0.500,1.000
14,M43661.tif:1401-1786,15985,170.906,50,231,1717,1344,139,115,156.845,129.764,0,0.778,1.209,0.827,1.000
15,M43661.tif:1439-2187,19773,181.330,60,234,2129,1355,117,169,190.696,132.020,90,0.759,1.444,0.692,1.000
16,M43661.tif:1461-2401,14175,202.659,68,230,2334,1409,135,105,152.331,118.480,0,0.773,1.286,0.778,1.000
17,M43661.tif:1391-2751,9870,186.843,70,231,2704,1339,94,105,118.480,106.068,90,0.783,1.117,0.895,1.000
18,M43661.tif:1353-2989,19982,184.880,50,228,2938,1256,103,194,218.906,116.223,90,0.712,1.883,0.531,1.000
19,M43661.tif:1337-3312,19668,170.353,62,229,3246,1263,132,149,168.128,148.946,90,0.783,1.129,0.886,1.000
20,M43661.tif:1318-3687,21904,191.481,62,233,3613,1244,148,148,167.000,167.000,0,0.785,1.000,1.000,1.000
21,M43661.tif:1712-3722,12878,177.142,58,231,3675,1644,94,137,154.588,106.068,90,0.758,1.457,0.686,1.000
22,M43661.tif:1730-3404,19352,166.765,51,228,3345,1648,118,164,185.054,133.149,90,0.765,1.390,0.720,1.000
23,M43661.tif:1809-3046,11532,192.703,68,233,3015,1716,62,186,209.879,69.960,90,0.589,3.000,0.333,1.000
24,M43661.tif:1814-2760,20670,180.125,54,231,2707,1717,106,195,220.034,119.608,90,0.717,1.840,0.544,1.000
25,M43661.tif:1841-2425,20048,165.165,54,229,2369,1752,112,179,201.980,126.378,90,0.744,1.598,0.626,1.000
26,M43661.tif:1806-2167,7896,168.142,62,228,2139,1736,56,141,159.101,63.189,90,0.639,2.518,0.397,1.000
27,M43661.tif:1769-1860,8892,213.472,119,237,1821,1712,78,114,128.635,88.014,90,0.758,1.462,0.684,1.000
28,M43661.tif:1819-1804,2730,201.970,82,233,1783,1787,42,65,73.345,47.392,90,0.749,1.548,0.646,1.000
29,M43661.tif:1857-1541,21190,172.614,51,230,1476,1776,130,163,183.926,146.689,90,0.775,1.254,0.798,1.000
30,M43661.tif:1868-1226,18396,184.834,50,230,1163,1795,126,146,164.743,142.176,90,0.781,1.159,0.863,1.000
31,M43661.tif:1858-0792,26496,187.543,56,234,723,1762,138,192,216.649,155.716,90,0.764,1.391,0.719,1.000
32,M43661.tif:2423-0956,26554,203.756,76,231,863,2352,187,142,211.007,160.230,0,0.771,1.317,0.759,1.000
33,M43661.tif:2369-1341,12446,208.099,103,236,1292,2306,98,127,143.304,110.581,90,0.772,1.296,0.772,1.000
34,M43661.tif:2381-1616,11684,197.257,80,237,1570,2318,92,127,143.304,103.811,90,0.765,1.380,0.724,1.000
35,M43661.tif:2349-1907,18079,191.528,63,236,1857,2260,101,179,201.980,113.966,90,0.724,1.772,0.564,1.000
36,M43661.tif:2319-2213,57040,163.660,50,233,2089,2204,248,230,279.838,259.527,0,0.784,1.078,0.927,1.000
37,M43661.tif:2301-2491,19080,167.999,58,234,2412,2241,159,120,179.412,135.406,0,0.770,1.325,0.755,1.000
38,M43661.tif:2124-2330,1848,198.619,95,238,2314,2096,33,56,63.189,37.237,90,0.733,1.697,0.589,1.000
39,M43661.tif:2305-2832,19800,189.435,68,232,2750,2245,165,120,186.183,135.406,0,0.766,1.375,0.727,1.000
40,M43661.tif:2249-3129,15004,195.858,69,234,3067,2189,124,121,139.919,136.534,0,0.785,1.025,0.976,1.000
41,M43661.tif:2338-3362,30450,191.815,63,235,3290,2233,145,210,236.960,163.615,90,0.759,1.448,0.690,1.000
42,M43661.tif:2274-3672,89216,162.463,57,232,3536,2110,272,328,370.108,306.919,90,0.779,1.206,0.829,1.000
43,M43661.tif:2770-3793,11176,213.193,89,234,3730,2726,127,88,143.304,99.297,0,0.760,1.443,0.693,1.000
44,M43661.tif:2694-3404,16800,210.809,126,236,3354,2610,100,168,189.568,112.838,90,0.735,1.680,0.595,1.000
45,M43661.tif:2717-3159,11232,203.398,87,232,3107,2663,104,108,121.865,117.351,90,0.785,1.038,0.963,1.000
46,M43661.tif:2742-2864,24012,198.749,88,233,2777,2673,174,138,196.338,155.716,0,0.775,1.261,0.793,1.000
47,M43661.tif:2760-2566,14541,190.640,74,232,2511,2695,111,131,147.818,125.250,90,0.780,1.180,0.847,1.000
48,M43661.tif:2779-2286,29640,169.855,52,231,2156,2722,260,114,293.379,128.635,0,0.666,2.281,0.438,1.000
49,M43661.tif:2733-1925,7540,191.467,95,240,1896,2668,58,130,146.689,65.446,90,0.670,2.241,0.446,1.000
50,M43661.tif:2776-1639,6804,186.128,76,232,1599,2734,81,84,94.784,91.399,90,0.785,1.037,0.964,1.000
51,M43661.tif:2729-1313,27540,201.666,78,235,1232,2644,162,170,191.824,182.797,90,0.785,1.049,0.953,1.000
52,M43661.tif:2766-0857,27984,189.209,57,230,751,2700,212,132,239.216,148.946,0,0.743,1.606,0.623,1.000
53,M43661.tif:3207-0941,17608,187.779,60,232,870,3145,142,124,160.230,139.919,0,0.782,1.145,0.873,1.000
54,M43661.tif:3176-1300,16577,183.521,77,231,1240,3108,121,137,154.588,136.534,90,0.782,1.132,0.883,1.000
55,M43661.tif:3179-1579,4030,192.178,86,228,1548,3147,62,65,73.345,69.960,90,0.785,1.048,0.954,1.000
56,M43661.tif:3131-1611,4347,161.786,61,225,1577,3100,69,63,77.858,71.088,0,0.784,1.095,0.913,1.000
57,M43661.tif:3187-1642,16324,165.700,61,230,1589,3110,106,154,173.770,119.608,90,0.759,1.453,0.688,1.000
58,M43661.tif:3205-1988,41509,195.623,88,234,1787,3154,403,103,454.737,116.223,0,0.509,3.913,0.256,1.000
59,M43661.tif:3140-2441,39216,182.564,79,231,2269,3083,344,114,388.162,128.635,0,0.587,3.018,0.331,1.000
60,M43661.tif:3132-2930,22932,182.766,73,230,2867,3041,126,182,205.365,142.176,90,0.759,1.444,0.692,1.000
61,M43661.tif:3135-3175,21156,156.214,50,240,3089,3074,172,123,194.081,138.791,0,0.764,1.398,0.715,1.000
62,M43661.tif:3103-3452,25955,165.810,68,231,3363,3031,179,145,201.980,163.615,0,0.777,1.234,0.810,1.000
63,M43661.tif:3115-3783,26928,165.499,61,232,3715,3016,136,198,223.419,153.460,90,0.758,1.456,0.687,1.000
64,M43661.tif:3590-3683,42408,208.584,87,245,3569,3497,228,186,257.270,209.879,0,0.777,1.226,0.816,1.000
65,M43661.tif:3564-3237,23668,163.312,56,231,3115,3516,244,97,275.325,109.453,0,0.639,2.515,0.398,1.000
66,M43661.tif:3529-2860,31553,186.277,72,234,2747,3460,227,139,256.142,156.845,0,0.740,1.633,0.612,1.000
67,M43661.tif:3555-2366,17292,179.963,73,231,2300,3490,132,131,148.946,147.818,0,0.785,1.008,0.992,1.000
68,M43661.tif:3602-2141,10282,181.623,67,234,2093,3549,97,106,119.608,109.453,90,0.784,1.093,0.915,1.000
69,M43661.tif:3643-1912,21384,189.282,63,234,1846,3562,132,162,182.797,148.946,90,0.777,1.227,0.815,1.000
70,M43661.tif:3621-1623,8463,186.880,90,229,1577,3576,93,91,104.939,102.683,0,0.785,1.022,0.978,1.000
71,M43661.tif:3632-1353,33588,188.318,92,232,1198,3578,311,108,350.926,121.865,0,0.601,2.880,0.347,1.000
72,M43661.tif:3640-0943,28260,141.909,47,227,786,3595,314,90,354.311,101.554,0,0.544,3.489,0.287,1.000
73,M43661.tif:4055-1003,32452,130.800,41,229,881,3989,244,133,275.325,150.074,0,0.717,1.835,0.545,1.000
74,M43661.tif:4073-1547,52173,188.967,69,233,1408,3980,279,187,314.818,211.007,0,0.755,1.492,0.670,1.000
75,M43661.tif:4061-1982,23994,197.727,67,231,1853,4015,258,93,291.122,104.939,0,0.612,2.774,0.360,1.000
76,M43661.tif:4023-2433,24339,155.244,47,229,2367,3932,133,183,206.493,150.074,90,0.766,1.376,0.727,1.000
77,M43661.tif:4004-2743,9951,187.538,92,233,2690,3958,107,93,120.737,104.939,0,0.782,1.151,0.869,1.000
78,M43661.tif:3975-3003,13952,176.405,80,232,2949,3911,109,128,144.433,122.993,90,0.780,1.174,0.852,1.000
79,M43661.tif:3943-3316,16895,193.245,74,231,3262,3866,109,155,174.899,122.993,90,0.762,1.422,0.703,1.000
80,M43661.tif:3978-3416,46412,194.094,68,234,3334,3837,164,283,319.331,185.054,90,0.730,1.726,0.580,1.000
81,M43661.tif:4028-3734,14500,195.188,83,231,3662,3978,145,100,163.615,112.838,0,0.759,1.450,0.690,1.000
82,M43661.tif:4407-3741,6390,206.879,92,231,3696,4372,90,71,101.554,80.115,0,0.774,1.268,0.789,1.000
83,M43661.tif:4435-3425,9879,193.347,69,231,3370,4391,111,89,125.250,100.426,0,0.776,1.247,0.802,1.000
84,M43661.tif:4441-3138,18602,196.176,69,233,3067,4376,142,131,160.230,147.818,0,0.784,1.084,0.923,1.000
85,M43661.tif:4474-2819,26696,198.615,81,230,2725,4403,188,142,212.135,160.230,0,0.770,1.324,0.755,1.000
86,M43661.tif:4477-2519,10500,154.697,52,226,2469,4425,100,105,118.480,112.838,90,0.785,1.050,0.952,1.000
87,M43661.tif:4512-2475,11036,161.171,53,228,2413,4468,124,89,139.919,100.426,0,0.764,1.393,0.718,1.000
88,M43661.tif:4544-2047,27257,183.077,59,229,1907,4496,281,97,317.075,109.453,0,0.599,2.897,0.345,1.000
89,M43661.tif:4507-1687,12314,164.849,65,229,1622,4460,131,94,147.818,106.068,0,0.764,1.394,0.718,1.000
90,M43661.tif:4602-1690,15576,147.823,58,226,1631,4536,118,132,148.946,133.149,90,0.783,1.119,0.894,1.000
91,M43661.tif:4578-1480,12992,189.082,74,228,1422,4522,116,112,130.892,126.378,0,0.785,1.036,0.966,1.000
92,M43661.tif:4578-1073,18666,166.137,55,227,997,4517,153,122,172.642,137.662,0,0.775,1.254,0.797,1.000
93,M43661.tif:5152-0998,20433,176.203,54,228,925,5083,147,139,165.872,156.845,0,0.785,1.058,0.946,1.000
